ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
131792817.0,131792817.0,1032000000.0,1497000000.0,-34000000.0,4595000000.0,1764000000.0,-34000000.0,348000000.0,3446000000.0,4486000000.0,4671000000.0,1225000000.0,3446000000.0,-233000000.0,,3678000000.0,0.0,1000000.0,1000000.0,0.0,3936000000.0,1712000000.0,361000000.0,576000000.0,36000000.0,36000000.0,1315000000.0,275000000.0,1040000000.0,2224000000.0,182000000.0,73000000.0,109000000.0,6000000.0,103000000.0,2042000000.0,906000000.0,1136000000.0,132000000.0,1004000000.0,8607000000.0,4619000000.0,105000000.0,8000000.0,3000000.0,167000000.0,88000000.0,28000000.0,161000000.0,161000000.0,161000000.0,3480000000.0,587000000.0,2893000000.0,667000000.0,-573000000.0,1240000000.0,94000000.0,284000000.0,707000000.0,135000000.0,20000000.0,0.0,3988000000.0,466000000.0,1963000000.0,1442000000.0,1442000000.0,-65000000.0,1507000000.0,117000000.0,117000000.0,2022-12-31,
131196783.0,131196783.0,1186000000.0,1659000000.0,7000000.0,4784000000.0,1780000000.0,7000000.0,347000000.0,3472000000.0,4493000000.0,4697000000.0,1225000000.0,3472000000.0,-213000000.0,-213000000.0,3684000000.0,0.0,1000000.0,1000000.0,0.0,3875000000.0,1703000000.0,368000000.0,,40000000.0,40000000.0,1295000000.0,274000000.0,1021000000.0,2172000000.0,364000000.0,73000000.0,291000000.0,55000000.0,236000000.0,1808000000.0,797000000.0,1011000000.0,156000000.0,855000000.0,8572000000.0,4620000000.0,479000000.0,,,,,,479000000.0,,,3465000000.0,548000000.0,2917000000.0,676000000.0,,676000000.0,,280000000.0,,,,396000000.0,3952000000.0,438000000.0,1918000000.0,1470000000.0,1470000000.0,-65000000.0,1535000000.0,126000000.0,126000000.0,2023-03-31,
130576806.0,130576806.0,1387000000.0,1882000000.0,-453000000.0,5084000000.0,1635000000.0,-453000000.0,358000000.0,3560000000.0,4693000000.0,5006000000.0,1446000000.0,3560000000.0,-210000000.0,,3769000000.0,0.0,1000000.0,1000000.0,0.0,4140000000.0,1864000000.0,397000000.0,,50000000.0,50000000.0,1417000000.0,284000000.0,1133000000.0,2276000000.0,465000000.0,74000000.0,391000000.0,66000000.0,325000000.0,1811000000.0,865000000.0,946000000.0,129000000.0,817000000.0,9146000000.0,5235000000.0,,,,,,,493000000.0,,,4013000000.0,678000000.0,3335000000.0,729000000.0,,729000000.0,,729000000.0,,,,,3911000000.0,463000000.0,1843000000.0,1468000000.0,1468000000.0,-70000000.0,1538000000.0,137000000.0,137000000.0,2023-06-30,
129935883.0,129935883.0,1733000000.0,2287000000.0,-778000000.0,5550000000.0,2020000000.0,-778000000.0,388000000.0,3651000000.0,5466000000.0,5101000000.0,1450000000.0,3651000000.0,-247000000.0,-247000000.0,3897000000.0,0.0,1000000.0,1000000.0,0.0,4709000000.0,2616000000.0,396000000.0,,91000000.0,91000000.0,2129000000.0,314000000.0,1815000000.0,2093000000.0,158000000.0,74000000.0,84000000.0,72000000.0,12000000.0,1935000000.0,845000000.0,1090000000.0,137000000.0,953000000.0,9810000000.0,5697000000.0,,,,,,,471000000.0,,,4429000000.0,834000000.0,3595000000.0,797000000.0,,797000000.0,,797000000.0,,,,,4113000000.0,541000000.0,1833000000.0,1573000000.0,1573000000.0,-72000000.0,1645000000.0,166000000.0,166000000.0,2023-09-30,
129247765.0,129247765.0,2180000000.0,2741000000.0,-1136000000.0,6006000000.0,1805000000.0,-1136000000.0,390000000.0,3655000000.0,5592000000.0,5153000000.0,1498000000.0,3655000000.0,-206000000.0,,3860000000.0,0.0,1000000.0,1000000.0,0.0,5420000000.0,2737000000.0,436000000.0,,54000000.0,54000000.0,2247000000.0,310000000.0,1937000000.0,2683000000.0,494000000.0,80000000.0,414000000.0,150000000.0,264000000.0,2189000000.0,1032000000.0,1157000000.0,137000000.0,1020000000.0,10573000000.0,6085000000.0,101000000.0,9000000.0,4000000.0,133000000.0,38000000.0,44000000.0,180000000.0,180000000.0,,4791000000.0,916000000.0,3875000000.0,823000000.0,-672000000.0,1495000000.0,103000000.0,325000000.0,880000000.0,166000000.0,21000000.0,0.0,4488000000.0,639000000.0,1815000000.0,1863000000.0,1863000000.0,-83000000.0,1946000000.0,171000000.0,171000000.0,2023-12-31,0.0
