free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
225000000.0,-285000000.0,-1000000.0,102000000.0,-29000000.0,,,117000000.0,123000000.0,-1000000.0,-5000000.0,-194000000.0,-194000000.0,-10000000.0,0.0,-285000000.0,-285000000.0,101000000.0,101000000.0,-1000000.0,102000000.0,-65000000.0,-65000000.0,-5000000.0,-31000000.0,0.0,-31000000.0,-29000000.0,-29000000.0,254000000.0,254000000.0,3000000.0,48000000.0,44000000.0,35000000.0,-117000000.0,86000000.0,86000000.0,98000000.0,10000000.0,3000000.0,-42000000.0,-42000000.0,52000000.0,52000000.0,-3000000.0,-3000000.0,0.0,51000000.0,2022-12-31
-4000000.0,-100000000.0,-1000000.0,163000000.0,-31000000.0,13000000.0,21000000.0,126000000.0,117000000.0,0.0,9000000.0,21000000.0,21000000.0,-42000000.0,1000000.0,-100000000.0,-100000000.0,162000000.0,162000000.0,-1000000.0,163000000.0,-39000000.0,-39000000.0,-7000000.0,-1000000.0,,-1000000.0,-31000000.0,-31000000.0,27000000.0,27000000.0,2000000.0,-171000000.0,29000000.0,-243000000.0,63000000.0,-20000000.0,-20000000.0,6000000.0,10000000.0,1000000.0,3000000.0,3000000.0,52000000.0,52000000.0,-4000000.0,-4000000.0,,128000000.0,2023-03-31
237000000.0,-50000000.0,-365000000.0,463000000.0,-37000000.0,19000000.0,97000000.0,137000000.0,126000000.0,0.0,11000000.0,38000000.0,38000000.0,-10000000.0,0.0,-50000000.0,-50000000.0,98000000.0,98000000.0,-365000000.0,463000000.0,-301000000.0,-301000000.0,-14000000.0,-250000000.0,,-250000000.0,-37000000.0,-37000000.0,274000000.0,274000000.0,7000000.0,56000000.0,-30000000.0,-52000000.0,100000000.0,38000000.0,38000000.0,-5000000.0,14000000.0,1000000.0,-3000000.0,-3000000.0,59000000.0,59000000.0,-3000000.0,-3000000.0,,148000000.0,2023-06-30
191000000.0,-50000000.0,-189000000.0,532000000.0,-40000000.0,20000000.0,60000000.0,166000000.0,137000000.0,18000000.0,11000000.0,248000000.0,248000000.0,-45000000.0,0.0,-50000000.0,-50000000.0,343000000.0,343000000.0,-189000000.0,532000000.0,-468000000.0,-468000000.0,-11000000.0,-417000000.0,,-417000000.0,-40000000.0,-40000000.0,231000000.0,231000000.0,3000000.0,-2000000.0,-54000000.0,125000000.0,17000000.0,-90000000.0,-90000000.0,-12000000.0,14000000.0,5000000.0,1000000.0,1000000.0,69000000.0,69000000.0,10000000.0,-3000000.0,,143000000.0,2023-09-30
-111000000.0,-50000000.0,87000000.0,210000000.0,-79000000.0,32000000.0,40000000.0,171000000.0,166000000.0,-30000000.0,35000000.0,394000000.0,394000000.0,-6000000.0,0.0,-50000000.0,-50000000.0,450000000.0,297000000.0,87000000.0,210000000.0,-327000000.0,-327000000.0,17000000.0,-287000000.0,,-287000000.0,-39000000.0,-39000000.0,-32000000.0,-32000000.0,3000000.0,-173000000.0,-83000000.0,114000000.0,51000000.0,-255000000.0,-255000000.0,35000000.0,1000000.0,11000000.0,-11000000.0,-11000000.0,68000000.0,68000000.0,-17000000.0,-4000000.0,,17000000.0,2023-12-31
