free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-248000000.0,-3000000.0,-2484000000.0,1292000000.0,,-54000000.0,723000000.0,21000000.0,4020000000.0,45000000.0,1995000000.0,25000000.0,1955000000.0,-1940000000.0,-1940000000.0,-442000000.0,-303000000.0,-11000000.0,-292000000.0,-3000000.0,-3000000.0,,-1192000000.0,-1192000000.0,-2484000000.0,1292000000.0,4089000000.0,4089000000.0,109000000.0,168000000.0,481000000.0,-313000000.0,100000000.0,398000000.0,-298000000.0,3766000000.0,3848000000.0,-82000000.0,-54000000.0,0.0,-54000000.0,-194000000.0,-194000000.0,-306000000.0,7000000.0,-700000000.0,-151000000.0,-151000000.0,69000000.0,69000000.0,2000000.0,2000000.0,67000000.0,2107000000.0,528000000.0,-39000000.0,1618000000.0,-1220000000.0,2022-12-31
-917000000.0,-3000000.0,-5120000000.0,3915000000.0,401000000.0,-70000000.0,1093000000.0,36000000.0,2916000000.0,,4020000000.0,15000000.0,-1119000000.0,-124000000.0,-124000000.0,987000000.0,-304000000.0,-11000000.0,-293000000.0,398000000.0,-3000000.0,401000000.0,-1205000000.0,-1205000000.0,-5120000000.0,3915000000.0,-148000000.0,-148000000.0,38000000.0,837000000.0,1012000000.0,-175000000.0,-1349000000.0,50000000.0,-1399000000.0,228000000.0,276000000.0,-48000000.0,98000000.0,168000000.0,-70000000.0,-847000000.0,-847000000.0,-519000000.0,11000000.0,-77000000.0,-80000000.0,-80000000.0,111000000.0,111000000.0,,,,101000000.0,-18000000.0,2000000.0,117000000.0,-394000000.0,2023-03-31
-144000000.0,-9000000.0,-5599000000.0,4202000000.0,202000000.0,-139000000.0,1135000000.0,67000000.0,2768000000.0,,2916000000.0,5000000.0,-149000000.0,749000000.0,749000000.0,2276000000.0,-323000000.0,-11000000.0,-312000000.0,193000000.0,-9000000.0,202000000.0,-1397000000.0,-1397000000.0,-5599000000.0,4202000000.0,-893000000.0,-893000000.0,-59000000.0,-1100000000.0,-620000000.0,-480000000.0,-851000000.0,446000000.0,-1297000000.0,1223000000.0,1349000000.0,-126000000.0,-106000000.0,33000000.0,-139000000.0,-5000000.0,-5000000.0,171000000.0,0.0,-13000000.0,-120000000.0,-120000000.0,105000000.0,105000000.0,,,,310000000.0,239000000.0,58000000.0,13000000.0,-458000000.0,2023-06-30
13000000.0,-3000000.0,-4429000000.0,4790000000.0,0.0,-174000000.0,1231000000.0,19000000.0,2556000000.0,4000000.0,2768000000.0,-27000000.0,-189000000.0,386000000.0,386000000.0,353000000.0,-325000000.0,-11000000.0,-314000000.0,-3000000.0,-3000000.0,0.0,361000000.0,361000000.0,-4429000000.0,4790000000.0,-762000000.0,-762000000.0,-12000000.0,993000000.0,1175000000.0,-182000000.0,-739000000.0,511000000.0,-1250000000.0,-838000000.0,-798000000.0,-40000000.0,-166000000.0,8000000.0,-174000000.0,187000000.0,186000000.0,417000000.0,12000000.0,-562000000.0,118000000.0,118000000.0,112000000.0,112000000.0,,,,457000000.0,-99000000.0,-86000000.0,642000000.0,-367000000.0,2023-09-30
-151000000.0,-16000000.0,-5104000000.0,5989000000.0,1354000000.0,-146000000.0,1296000000.0,58000000.0,2341000000.0,-1000000.0,2556000000.0,37000000.0,-251000000.0,932000000.0,932000000.0,-968000000.0,-323000000.0,-11000000.0,-312000000.0,1077000000.0,0.0,1077000000.0,885000000.0,885000000.0,-5104000000.0,5989000000.0,-1178000000.0,-1178000000.0,12000000.0,-1669000000.0,-629000000.0,-1040000000.0,-510000000.0,351000000.0,-861000000.0,1116000000.0,1398000000.0,-282000000.0,-127000000.0,19000000.0,-146000000.0,-5000000.0,-4000000.0,245000000.0,-1000000.0,-15000000.0,-472000000.0,-472000000.0,112000000.0,112000000.0,9000000.0,9000000.0,103000000.0,756000000.0,184000000.0,572000000.0,,-630000000.0,2023-12-31
