free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
67400000.0,-8300000.0,-63200000.0,15000000.0,-36100000.0,10700000.0,18200000.0,376600000.0,372700000.0,15400000.0,-11500000.0,-76700000.0,-76700000.0,-4900000.0,0.0,-15300000.0,-15300000.0,-8300000.0,-8300000.0,-48200000.0,-40000000.0,-55000000.0,15000000.0,-8200000.0,-8200000.0,0.0,-38300000.0,-38300000.0,-100000.0,-1100000.0,1800000.0,-2900000.0,-1000000.0,,-1000000.0,-36100000.0,103500000.0,103500000.0,44000000.0,70200000.0,-7400000.0,-18800000.0,-18800000.0,-6500000.0,25100000.0,1700000.0,-9800000.0,-9800000.0,44800000.0,44800000.0,900000.0,900000.0,3300000.0,2022-12-31
-6100000.0,0.0,-73100000.0,95000000.0,-29500000.0,11900000.0,9100000.0,352200000.0,376600000.0,1700000.0,-26100000.0,-48800000.0,-48800000.0,-54800000.0,,-15900000.0,-15900000.0,0.0,0.0,21900000.0,30000000.0,-65000000.0,95000000.0,-8100000.0,-8100000.0,,-700000.0,-700000.0,,2700000.0,5500000.0,-2800000.0,26100000.0,26200000.0,-100000.0,-29500000.0,23400000.0,23400000.0,22000000.0,18000000.0,-5800000.0,9800000.0,9800000.0,-2700000.0,12200000.0,1000000.0,2000000.0,2000000.0,44800000.0,44800000.0,-48300000.0,-48300000.0,-7600000.0,2023-03-31
-5800000.0,-1400000.0,-113200000.0,135000000.0,-30300000.0,16300000.0,24000000.0,343300000.0,352200000.0,-200000.0,-8700000.0,-6100000.0,-6100000.0,-10500000.0,,-16000000.0,-16000000.0,-1400000.0,-1400000.0,21800000.0,30000000.0,-105000000.0,135000000.0,-8200000.0,-8200000.0,,-27100000.0,-27100000.0,,4000000.0,6400000.0,-2400000.0,-800000.0,0.0,-800000.0,-30300000.0,24500000.0,24500000.0,-64000000.0,-36100000.0,-3200000.0,-24700000.0,-24700000.0,-3900000.0,14800000.0,1500000.0,-8800000.0,-8800000.0,47000000.0,47000000.0,1800000.0,1800000.0,36100000.0,2023-06-30
101400000.0,0.0,-128100000.0,30000000.0,-29300000.0,13700000.0,13600000.0,325000000.0,343300000.0,-7600000.0,-10700000.0,-120100000.0,-120100000.0,-6000000.0,,-16000000.0,-16000000.0,0.0,0.0,-98100000.0,-90000000.0,-120000000.0,30000000.0,-8100000.0,-8100000.0,0.0,-21300000.0,-21300000.0,,8300000.0,12000000.0,-3700000.0,-200000.0,0.0,-200000.0,-29300000.0,130700000.0,130700000.0,33700000.0,10300000.0,3200000.0,20200000.0,20200000.0,-2300000.0,14700000.0,1100000.0,-3800000.0,-3800000.0,46600000.0,46600000.0,1600000.0,1600000.0,39100000.0,2023-09-30
107800000.0,0.0,-83100000.0,0.0,-30000000.0,16500000.0,26500000.0,337900000.0,325000000.0,11300000.0,1600000.0,-103400000.0,-103400000.0,-4300000.0,,-16000000.0,-16000000.0,0.0,0.0,-83100000.0,-75000000.0,-75000000.0,0.0,-8100000.0,-8100000.0,0.0,-32800000.0,-32800000.0,200000.0,400000.0,7200000.0,-6800000.0,-3400000.0,0.0,-3400000.0,-30000000.0,137800000.0,137800000.0,36400000.0,75600000.0,4300000.0,-43500000.0,-43500000.0,-12300000.0,11100000.0,1700000.0,-21800000.0,-21800000.0,46500000.0,46500000.0,2700000.0,2700000.0,73500000.0,2023-12-31
59500000.0,,-113100000.0,90000000.0,-34100000.0,11500000.0,12500000.0,353700000.0,337900000.0,-7600000.0,23400000.0,-43500000.0,-43500000.0,-3100000.0,,-17300000.0,-17300000.0,,,-23100000.0,-15000000.0,-105000000.0,90000000.0,-8100000.0,-8100000.0,,-26700000.0,-26700000.0,,10200000.0,17400000.0,-7200000.0,-2800000.0,0.0,-2800000.0,-34100000.0,93600000.0,93600000.0,-13600000.0,-23000000.0,-4300000.0,13700000.0,13700000.0,-11000000.0,11400000.0,1400000.0,-7500000.0,-7500000.0,47200000.0,47200000.0,1500000.0,1500000.0,64200000.0,2024-03-31
