tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,87800000.0,0.0,0.0,3300000.0,44800000.0,195000000.0,87800000.0,43000000.0,-11100000.0,12400000.0,1300000.0,3300000.0,3300000.0,439500000.0,35500000.0,42700000.0,42500000.0,0.08,0.08,3300000.0,3300000.0,3300000.0,3300000.0,3300000.0,-900000.0,26400000.0,30600000.0,6200000.0,6200000.0,,0.0,-11100000.0,12400000.0,1300000.0,35500000.0,244500000.0,44800000.0,44800000.0,199700000.0,93600000.0,106100000.0,106100000.0,19500000.0,280000000.0,195000000.0,475000000.0,475000000.0,2022-12-31
42000.0,0.21,61200000.0,200000.0,200000.0,-7600000.0,44800000.0,218800000.0,61400000.0,16600000.0,-13300000.0,14500000.0,1200000.0,-7758000.0,-7600000.0,455200000.0,24500000.0,42800000.0,42500000.0,-0.18,-0.18,-7600000.0,-7600000.0,-7600000.0,-7600000.0,-7600000.0,-1300000.0,8400000.0,2100000.0,-9100000.0,2500000.0,-11800000.0,200000.0,-13300000.0,14500000.0,1200000.0,24500000.0,236400000.0,44800000.0,44800000.0,191600000.0,107600000.0,84000000.0,84000000.0,7200000.0,260900000.0,218800000.0,479700000.0,479700000.0,2023-03-31
63000.0,0.21,94200000.0,300000.0,300000.0,36100000.0,47000000.0,216400000.0,94500000.0,47500000.0,-14100000.0,15800000.0,1700000.0,35863000.0,36100000.0,463000000.0,41700000.0,42800000.0,42600000.0,0.84,0.85,36100000.0,36100000.0,36100000.0,36100000.0,36100000.0,-1800000.0,-6200000.0,31700000.0,4100000.0,3800000.0,0.0,300000.0,-14100000.0,15800000.0,1700000.0,41700000.0,246600000.0,47000000.0,47000000.0,199600000.0,109500000.0,90100000.0,90100000.0,7600000.0,288300000.0,216400000.0,504700000.0,504700000.0,2023-06-30
568100.0,0.299,117900000.0,1900000.0,1900000.0,39100000.0,46600000.0,202900000.0,119800000.0,73200000.0,-12800000.0,15800000.0,3000000.0,37768100.0,39100000.0,445500000.0,70000000.0,42900000.0,42700000.0,0.91,0.92,39100000.0,39100000.0,39100000.0,39100000.0,39100000.0,-1600000.0,16700000.0,57400000.0,200000.0,-1700000.0,0.0,1900000.0,-12800000.0,15800000.0,3000000.0,70000000.0,242600000.0,46600000.0,46600000.0,196000000.0,106300000.0,89700000.0,89700000.0,,312600000.0,202900000.0,515500000.0,515500000.0,2023-09-30
78073.089701,0.156146,150900000.0,500000.0,500000.0,73500000.0,46500000.0,205400000.0,151400000.0,104900000.0,-11500000.0,14600000.0,3100000.0,73078073.089701,73500000.0,444300000.0,94400000.0,43000000.0,42700000.0,1.71,1.72,73500000.0,73500000.0,73500000.0,73500000.0,73500000.0,-2700000.0,14100000.0,90300000.0,7400000.0,6900000.0,0.0,500000.0,-11500000.0,14600000.0,3100000.0,94400000.0,238900000.0,46500000.0,46500000.0,192400000.0,100400000.0,92000000.0,92000000.0,,333300000.0,205400000.0,538700000.0,538700000.0,2023-12-31
636551.724138,0.244828,145600000.0,2600000.0,2600000.0,64200000.0,47200000.0,218100000.0,148200000.0,101000000.0,-11500000.0,14000000.0,2500000.0,62236551.724138,64200000.0,450200000.0,92600000.0,43000000.0,42700000.0,1.49,1.5,64200000.0,64200000.0,64200000.0,64200000.0,64200000.0,-1500000.0,21300000.0,87000000.0,5900000.0,3300000.0,,2600000.0,-11500000.0,14000000.0,2500000.0,92600000.0,232100000.0,47200000.0,47200000.0,184900000.0,104600000.0,80300000.0,80300000.0,,324700000.0,218100000.0,542800000.0,542800000.0,2024-03-31
