treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
24069674.0,208101508.0,232171182.0,3121000000.0,5063000000.0,2319000000.0,8880000000.0,4287000000.0,2319000000.0,1304000000.0,5121000000.0,8880000000.0,5121000000.0,5121000000.0,-47000000.0,2897000000.0,8129000000.0,773000000.0,30000000.0,30000000.0,10404000000.0,5309000000.0,650000000.0,4659000000.0,900000000.0,3759000000.0,5095000000.0,1356000000.0,404000000.0,404000000.0,0.0,3335000000.0,,3335000000.0,15525000000.0,6143000000.0,510000000.0,196000000.0,2802000000.0,760000000.0,2042000000.0,2635000000.0,,2635000000.0,2635000000.0,,,,,9382000000.0,899000000.0,3000000.0,4233000000.0,3609000000.0,,,638000000.0,638000000.0,2022-10-31
25619935.0,206551247.0,232171182.0,3394000000.0,5288000000.0,1832000000.0,8716000000.0,3854000000.0,1832000000.0,1297000000.0,4725000000.0,8661000000.0,4725000000.0,4725000000.0,-47000000.0,3151000000.0,7945000000.0,789000000.0,30000000.0,30000000.0,10491000000.0,5577000000.0,680000000.0,4897000000.0,961000000.0,3936000000.0,4914000000.0,1212000000.0,391000000.0,336000000.0,55000000.0,3311000000.0,156000000.0,3155000000.0,15216000000.0,6448000000.0,565000000.0,214000000.0,2893000000.0,799000000.0,2094000000.0,2776000000.0,,2776000000.0,2776000000.0,,,,,8768000000.0,813000000.0,19000000.0,4173000000.0,3166000000.0,,,597000000.0,597000000.0,2023-01-31
27208571.0,204962611.0,232171182.0,3269000000.0,5232000000.0,1970000000.0,8615000000.0,3784000000.0,1970000000.0,1338000000.0,4721000000.0,8560000000.0,4721000000.0,4721000000.0,-46000000.0,3346000000.0,8128000000.0,799000000.0,30000000.0,30000000.0,10643000000.0,5518000000.0,684000000.0,4834000000.0,995000000.0,3839000000.0,5125000000.0,1277000000.0,398000000.0,343000000.0,55000000.0,3450000000.0,153000000.0,3297000000.0,15364000000.0,6455000000.0,576000000.0,265000000.0,2751000000.0,661000000.0,2090000000.0,2863000000.0,,2863000000.0,2863000000.0,,,,,8909000000.0,783000000.0,30000000.0,4089000000.0,3382000000.0,-54000000.0,3436000000.0,625000000.0,625000000.0,2023-04-30
27893680.0,204277502.0,232171182.0,3165000000.0,5258000000.0,2013000000.0,8803000000.0,3648000000.0,2013000000.0,1492000000.0,5037000000.0,8748000000.0,5037000000.0,5037000000.0,-46000000.0,3425000000.0,8557000000.0,809000000.0,30000000.0,30000000.0,10957000000.0,5528000000.0,691000000.0,4837000000.0,1126000000.0,3711000000.0,5429000000.0,1600000000.0,421000000.0,366000000.0,55000000.0,3408000000.0,,3408000000.0,15994000000.0,6917000000.0,524000000.0,300000000.0,3024000000.0,783000000.0,2241000000.0,3069000000.0,-1406000000.0,4475000000.0,1630000000.0,834000000.0,1663000000.0,348000000.0,0.0,9077000000.0,953000000.0,28000000.0,3898000000.0,3597000000.0,-27000000.0,3624000000.0,601000000.0,601000000.0,2023-07-31
28382963.0,203788219.0,232171182.0,2975000000.0,5263000000.0,2358000000.0,9078000000.0,3933000000.0,2358000000.0,1545000000.0,5360000000.0,9023000000.0,5360000000.0,5360000000.0,-1000000.0,3433000000.0,8858000000.0,828000000.0,30000000.0,30000000.0,11058000000.0,5521000000.0,686000000.0,4835000000.0,1172000000.0,3663000000.0,5537000000.0,1554000000.0,428000000.0,373000000.0,55000000.0,3555000000.0,,3555000000.0,16418000000.0,6948000000.0,496000000.0,299000000.0,3002000000.0,760000000.0,2242000000.0,3151000000.0,,3151000000.0,3151000000.0,,,,,9470000000.0,993000000.0,28000000.0,4106000000.0,3600000000.0,-47000000.0,3647000000.0,743000000.0,743000000.0,2023-10-31
29168420.0,203002762.0,232171182.0,2956000000.0,4760000000.0,3154000000.0,3595000000.0,3828000000.0,3154000000.0,1165000000.0,5418000000.0,9013000000.0,5418000000.0,5418000000.0,,,,,,,10269000000.0,5481000000.0,721000000.0,4760000000.0,1165000000.0,3595000000.0,4788000000.0,1803000000.0,,,,2985000000.0,,2985000000.0,15687000000.0,7071000000.0,1309000000.0,300000000.0,2264000000.0,,2264000000.0,3198000000.0,,3198000000.0,3198000000.0,,,,,8616000000.0,891000000.0,26000000.0,3968000000.0,3092000000.0,,,639000000.0,639000000.0,2024-01-31
