free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,change_in_working_capital,change_in_other_current_assets,change_in_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
403000000.0,-366000000.0,-1505000000.0,1350000000.0,0.0,-95000000.0,652000000.0,785000000.0,-8000000.0,-125000000.0,-519000000.0,-5000000.0,,-366000000.0,-366000000.0,0.0,-148000000.0,7000000.0,-155000000.0,-1505000000.0,1350000000.0,-104000000.0,-4000000.0,-5000000.0,-5000000.0,-95000000.0,498000000.0,-190000000.0,-20000000.0,-208000000.0,94000000.0,-56000000.0,2000000.0,13000000.0,81000000.0,81000000.0,595000000.0,2022-10-31
526000000.0,-198000000.0,-375000000.0,600000000.0,,-147000000.0,644000000.0,652000000.0,27000000.0,-35000000.0,-387000000.0,-8000000.0,,-198000000.0,-198000000.0,,222000000.0,-3000000.0,225000000.0,-375000000.0,600000000.0,-321000000.0,0.0,-174000000.0,-174000000.0,-147000000.0,673000000.0,204000000.0,-81000000.0,-426000000.0,143000000.0,568000000.0,,14000000.0,81000000.0,81000000.0,374000000.0,2023-01-31
512000000.0,-220000000.0,-400000000.0,300000000.0,,-119000000.0,675000000.0,644000000.0,1000000.0,30000000.0,-483000000.0,-6000000.0,-154000000.0,-220000000.0,-220000000.0,,-103000000.0,-3000000.0,-100000000.0,-400000000.0,300000000.0,-118000000.0,1000000.0,0.0,0.0,-119000000.0,631000000.0,73000000.0,1000000.0,193000000.0,78000000.0,-199000000.0,,11000000.0,81000000.0,81000000.0,336000000.0,2023-04-30
841000000.0,-124000000.0,-650000000.0,525000000.0,17000000.0,-80000000.0,669000000.0,675000000.0,2000000.0,-8000000.0,-418000000.0,-16000000.0,-154000000.0,-107000000.0,-124000000.0,17000000.0,-141000000.0,-16000000.0,-125000000.0,-650000000.0,525000000.0,-511000000.0,6000000.0,-437000000.0,-437000000.0,-80000000.0,921000000.0,243000000.0,-4000000.0,269000000.0,292000000.0,-314000000.0,,13000000.0,78000000.0,78000000.0,584000000.0,2023-07-31
466000000.0,-108000000.0,-550000000.0,500000000.0,,-91000000.0,808000000.0,669000000.0,-9000000.0,148000000.0,-313000000.0,-14000000.0,-152000000.0,-108000000.0,-108000000.0,,-39000000.0,11000000.0,-50000000.0,-550000000.0,500000000.0,-96000000.0,7000000.0,-12000000.0,-12000000.0,-91000000.0,557000000.0,-56000000.0,-3000000.0,193000000.0,-217000000.0,-29000000.0,,13000000.0,80000000.0,80000000.0,519000000.0,2023-10-31
205000000.0,-142000000.0,,,,-101000000.0,704000000.0,808000000.0,9000000.0,-113000000.0,-284000000.0,-4000000.0,-153000000.0,-142000000.0,-142000000.0,,15000000.0,,,,,-135000000.0,21000000.0,-55000000.0,-55000000.0,-101000000.0,306000000.0,-109000000.0,-49000000.0,-819000000.0,165000000.0,594000000.0,,,83000000.0,83000000.0,322000000.0,2024-01-31
