ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,investmentin_financial_assets,held_to_maturity_securities,long_term_equity_investment
60117000.0,60117000.0,311097000.0,135705000.0,2582349000.0,181028000.0,135705000.0,311097000.0,2582349000.0,2582349000.0,2582349000.0,2582349000.0,-23219000.0,-23219000.0,2476508000.0,129060000.0,129060000.0,0.0,2503219000.0,969740000.0,8278000.0,61865000.0,631897000.0,628924000.0,2973000.0,267700000.0,267700000.0,1533479000.0,1131195000.0,1131195000.0,43397000.0,43397000.0,358887000.0,207249000.0,151638000.0,79878000.0,71760000.0,5085568000.0,3371061000.0,50289000.0,248534000.0,208562000.0,226120000.0,7812000.0,2446644000.0,187367000.0,2259277000.0,391662000.0,,391662000.0,,391662000.0,,,1714507000.0,68022000.0,33828000.0,74613000.0,59197000.0,9947000.0,49250000.0,819093000.0,333816000.0,485277000.0,-6417000.0,491694000.0,659754000.0,54015000.0,605739000.0,2022-12-31,,,,
60465000.0,60465000.0,303131000.0,258825000.0,2725559000.0,299572000.0,258825000.0,303131000.0,2725559000.0,2725559000.0,2725559000.0,2725559000.0,-22977000.0,-22977000.0,2557944000.0,190592000.0,190592000.0,0.0,2497692000.0,972089000.0,8427000.0,64151000.0,639595000.0,636194000.0,3401000.0,259916000.0,259916000.0,1525603000.0,1160118000.0,1160118000.0,43215000.0,43215000.0,322270000.0,213943000.0,108327000.0,38375000.0,69952000.0,5223251000.0,3398076000.0,51011000.0,273287000.0,235109000.0,216244000.0,4736000.0,2466734000.0,178099000.0,2288635000.0,386064000.0,,386064000.0,,386064000.0,,,1825175000.0,74064000.0,33031000.0,87430000.0,50745000.0,9697000.0,41048000.0,824651000.0,339029000.0,485622000.0,-5181000.0,490803000.0,755254000.0,20710000.0,734544000.0,2023-03-31,,,,
59296000.0,59296000.0,292232000.0,204830000.0,2657503000.0,224243000.0,204830000.0,292232000.0,2657503000.0,2657503000.0,2657503000.0,2657503000.0,-21936000.0,-21936000.0,2646920000.0,32519000.0,32519000.0,0.0,2461653000.0,972112000.0,8504000.0,68001000.0,645530000.0,641647000.0,3883000.0,250077000.0,250077000.0,1489541000.0,1149787000.0,1149787000.0,42155000.0,42155000.0,297599000.0,195590000.0,102009000.0,36510000.0,65499000.0,5119156000.0,3405372000.0,51451000.0,307269000.0,271171000.0,212749000.0,5887000.0,2452673000.0,163995000.0,2288678000.0,375343000.0,,375343000.0,,375343000.0,,,1713784000.0,62376000.0,31992000.0,76678000.0,46102000.0,10115000.0,35987000.0,806029000.0,366511000.0,439518000.0,-5172000.0,444690000.0,690607000.0,13109000.0,677498000.0,2023-06-30,,,,
59207000.0,59207000.0,274069000.0,360585000.0,2800232000.0,375992000.0,360585000.0,274069000.0,2800232000.0,2800232000.0,2800232000.0,2800232000.0,-23221000.0,-23221000.0,2799054000.0,24399000.0,24399000.0,0.0,2448101000.0,975320000.0,8822000.0,73751000.0,653182000.0,648545000.0,4637000.0,239565000.0,239565000.0,1472781000.0,1126576000.0,1126576000.0,34504000.0,34504000.0,311701000.0,206965000.0,104736000.0,41421000.0,63315000.0,5248333000.0,3399560000.0,55543000.0,330571000.0,295308000.0,202838000.0,5068000.0,2439647000.0,150969000.0,2288678000.0,365893000.0,-327067000.0,692960000.0,185225000.0,195471000.0,312264000.0,0.0,1848773000.0,64919000.0,31206000.0,84506000.0,35874000.0,11699000.0,24175000.0,828945000.0,374113000.0,454832000.0,-3561000.0,458393000.0,803323000.0,6160000.0,797163000.0,2023-09-30,,,,
58797000.0,58797000.0,276309000.0,435874000.0,2860977000.0,437291000.0,435874000.0,276309000.0,2860977000.0,2860977000.0,2860977000.0,2860977000.0,-20668000.0,-20668000.0,2863297000.0,18348000.0,18348000.0,0.0,2487878000.0,963418000.0,9279000.0,69274000.0,649864000.0,644654000.0,5210000.0,235001000.0,235001000.0,1524460000.0,1185456000.0,1185456000.0,41308000.0,41308000.0,297696000.0,182164000.0,115532000.0,55448000.0,60084000.0,5348855000.0,3387104000.0,55560000.0,340849000.0,307119000.0,200135000.0,6170000.0,2425103000.0,136425000.0,2288678000.0,359287000.0,,359287000.0,,359287000.0,,,1961751000.0,29589000.0,30911000.0,152267000.0,35840000.0,13453000.0,22387000.0,887285000.0,374109000.0,513176000.0,-3879000.0,517055000.0,825859000.0,3287000.0,822572000.0,2023-12-31,0.0,0.0,0.0,6170000.0
