free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
144527000.0,-40005000.0,-350000000.0,-13104000.0,2970000.0,609957000.0,762207000.0,3079000.0,-155329000.0,-374862000.0,-374862000.0,-7037000.0,22180000.0,-40005000.0,-40005000.0,-350000000.0,-350000000.0,-350000000.0,61902000.0,61902000.0,75006000.0,75686000.0,-680000.0,0.0,0.0,-13104000.0,-13104000.0,157631000.0,157631000.0,9428000.0,68540000.0,-10608000.0,-21854000.0,-19981000.0,9168000.0,-15837000.0,-15837000.0,10525000.0,62874000.0,0.0,-25070000.0,-25070000.0,27472000.0,27472000.0,72402000.0,2022-12-31
130234000.0,0.0,0.0,-10689000.0,0.0,738741000.0,609957000.0,-100000.0,128884000.0,-2507000.0,-2507000.0,-2788000.0,281000.0,0.0,0.0,0.0,0.0,0.0,-9532000.0,-9532000.0,36163000.0,36172000.0,-9000.0,-35006000.0,-35006000.0,-10689000.0,-10689000.0,140923000.0,140923000.0,-19059000.0,34393000.0,-11532000.0,-12339000.0,-39553000.0,8452000.0,1520000.0,1520000.0,11584000.0,64039000.0,0.0,-24422000.0,-24422000.0,27345000.0,27345000.0,81436000.0,2023-03-31
150045000.0,-250036000.0,0.0,-15009000.0,0.0,681589000.0,738741000.0,750000.0,-57902000.0,-214544000.0,-214544000.0,-1544000.0,37036000.0,-250036000.0,-250036000.0,0.0,0.0,0.0,-8412000.0,-8412000.0,6640000.0,7740000.0,-1100000.0,-43000.0,-43000.0,-15009000.0,-15009000.0,165054000.0,165054000.0,13390000.0,-4879000.0,-12060000.0,-64000.0,-20074000.0,4643000.0,45824000.0,45824000.0,10005000.0,56471000.0,3455000.0,-35599000.0,-35599000.0,28356000.0,28356000.0,88976000.0,2023-06-30
174419000.0,-60008000.0,0.0,-15382000.0,0.0,800835000.0,681589000.0,-1604000.0,120850000.0,-61386000.0,-61386000.0,-1840000.0,462000.0,-60008000.0,-60008000.0,0.0,0.0,0.0,-7565000.0,-7565000.0,7817000.0,7817000.0,0.0,0.0,0.0,-15382000.0,-15382000.0,189801000.0,189801000.0,-29484000.0,-16313000.0,-10993000.0,-14111000.0,16508000.0,10228000.0,-14803000.0,-14803000.0,7786000.0,53266000.0,0.0,-23430000.0,-23430000.0,29529000.0,29529000.0,152134000.0,2023-09-30
156270000.0,-150018000.0,0.0,-9048000.0,0.0,826310000.0,800835000.0,2264000.0,23211000.0,-134972000.0,-134972000.0,-6830000.0,21876000.0,-150018000.0,-150018000.0,0.0,0.0,0.0,-7135000.0,-7135000.0,1913000.0,2913000.0,-1000000.0,,,-9048000.0,-9048000.0,165318000.0,165318000.0,-56243000.0,54990000.0,-9892000.0,-29215000.0,-13447000.0,34000.0,-58713000.0,-58713000.0,9114000.0,56002000.0,,-11203000.0,-11203000.0,29266000.0,29266000.0,138382000.0,2023-12-31
