tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2141300.0,0.245,136164000.0,-8740000.0,-8740000.0,72402000.0,27472000.0,155007000.0,127424000.0,99952000.0,79000700.0,72402000.0,600426000.0,91212000.0,60387000.0,60096000.0,1.2,1.2,72402000.0,72402000.0,72402000.0,72402000.0,72402000.0,23512000.0,95914000.0,-4038000.0,4702000.0,-8740000.0,8740000.0,99952000.0,445419000.0,142323000.0,303096000.0,233105000.0,69991000.0,69991000.0,545371000.0,155007000.0,700378000.0,700378000.0,2022-12-31
0.0,0.251,133391000.0,0.0,0.0,81436000.0,27345000.0,155654000.0,133391000.0,106046000.0,81436000.0,81436000.0,597129000.0,106046000.0,60691000.0,60330000.0,1.34,1.35,81436000.0,81436000.0,81436000.0,81436000.0,81436000.0,27347000.0,108783000.0,2737000.0,2737000.0,0.0,0.0,106046000.0,441475000.0,141363000.0,300112000.0,233076000.0,67036000.0,67036000.0,547521000.0,155654000.0,703175000.0,703175000.0,2023-03-31
-9290272.0,0.164,245221000.0,-56648000.0,-56648000.0,88976000.0,28356000.0,141683000.0,188573000.0,160217000.0,136333728.0,88976000.0,542425000.0,103569000.0,60314000.0,59977000.0,1.48,1.48,88976000.0,88976000.0,88976000.0,88976000.0,88976000.0,17489000.0,106465000.0,-53752000.0,2896000.0,-56648000.0,56648000.0,160217000.0,400742000.0,128765000.0,271977000.0,207202000.0,64775000.0,64775000.0,560959000.0,141683000.0,702642000.0,702642000.0,2023-06-30
0.0,0.129798,201270000.0,0.0,0.0,152134000.0,29529000.0,140964000.0,201270000.0,171741000.0,152134000.0,152134000.0,535233000.0,171741000.0,59699000.0,59245000.0,2.55,2.57,152134000.0,152134000.0,152134000.0,152134000.0,152134000.0,22692000.0,174826000.0,3085000.0,3085000.0,0.0,0.0,171741000.0,394269000.0,127834000.0,266435000.0,204832000.0,61603000.0,61603000.0,566010000.0,140964000.0,706974000.0,706974000.0,2023-09-30
-1753704.0,0.207,210726000.0,-8472000.0,-8472000.0,138382000.0,29266000.0,136389000.0,202254000.0,172988000.0,145100296.0,138382000.0,519609000.0,164516000.0,59653000.0,59122000.0,2.32,2.34,138382000.0,138382000.0,138382000.0,138382000.0,138382000.0,36016000.0,174398000.0,1410000.0,9882000.0,-8472000.0,8472000.0,172988000.0,383220000.0,119575000.0,263645000.0,198927000.0,64718000.0,64718000.0,556208000.0,136389000.0,692597000.0,692597000.0,2023-12-31
