tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21339,615100000.0,350500000.0,61400000.0,2481000000.0,615100000.0,553700000.0,-97800000.0,107100000.0,350500000.0,350500000.0,3171700000.0,454800000.0,59657000.0,58732000.0,5.88,5.97,350500000.0,350500000.0,350500000.0,-800000.0,351300000.0,351300000.0,95300000.0,446600000.0,105300000.0,26300000.0,-97800000.0,107100000.0,439100000.0,690700000.0,61400000.0,61400000.0,629300000.0,1129800000.0,2481000000.0,3610800000.0,3610800000.0,2022-12-31
0.0,0.244,580500000.0,383100000.0,61100000.0,2739300000.0,580500000.0,519400000.0,-10900000.0,10900000.0,383100000.0,383100000.0,3451700000.0,513600000.0,59534000.0,58832000.0,6.43,6.51,383100000.0,383100000.0,383100000.0,-1300000.0,384400000.0,384400000.0,124100000.0,508500000.0,5800000.0,5800000.0,-10900000.0,10900000.0,513600000.0,712400000.0,61100000.0,61100000.0,651300000.0,1226000000.0,2739300000.0,3965300000.0,3965300000.0,2023-03-31
0.0,0.244,581400000.0,385100000.0,60800000.0,2657600000.0,581400000.0,520600000.0,-9700000.0,9700000.0,385100000.0,385100000.0,3369000000.0,511300000.0,59346000.0,58688000.0,6.49,6.56,385100000.0,385100000.0,385100000.0,-1200000.0,386300000.0,386300000.0,124600000.0,510900000.0,9300000.0,9300000.0,-9700000.0,9700000.0,511300000.0,711400000.0,60800000.0,60800000.0,650600000.0,1222700000.0,2657600000.0,3880300000.0,3880300000.0,2023-06-30
0.0,0.237,458300000.0,295000000.0,60600000.0,2546000000.0,458300000.0,397700000.0,-9700000.0,9700000.0,295000000.0,295000000.0,3233500000.0,389500000.0,59124000.0,58427000.0,4.99,5.05,295000000.0,295000000.0,295000000.0,-1000000.0,296000000.0,296000000.0,92000000.0,388000000.0,8200000.0,8200000.0,-9700000.0,9700000.0,389500000.0,687500000.0,60600000.0,60600000.0,626900000.0,1077000000.0,2546000000.0,3623000000.0,3623000000.0,2023-09-30
0.0,0.179718,504400000.0,272700000.0,62900000.0,2315700000.0,504400000.0,441500000.0,-73000000.0,108200000.0,272700000.0,272700000.0,3029100000.0,325100000.0,58071000.0,57381000.0,4.7,4.75,272700000.0,272700000.0,272700000.0,-700000.0,273400000.0,273400000.0,59900000.0,333300000.0,98100000.0,1900000.0,-73000000.0,108200000.0,308200000.0,713400000.0,62900000.0,62900000.0,650500000.0,1021600000.0,2315700000.0,3337300000.0,3337300000.0,2023-12-31
