ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
58787000.0,58787000.0,474200000.0,1865300000.0,3961900000.0,8735000000.0,3511300000.0,3961900000.0,217700000.0,7087400000.0,8226800000.0,7095900000.0,8500000.0,7087400000.0,-86300000.0,-86300000.0,7173600000.0,100000.0,100000.0,0.0,3234000000.0,1858700000.0,51400000.0,26100000.0,26100000.0,476600000.0,476600000.0,1304600000.0,165200000.0,1139400000.0,1375300000.0,560700000.0,52500000.0,508200000.0,508200000.0,240000000.0,574600000.0,162200000.0,412400000.0,0.0,0.0,412400000.0,10329900000.0,5443300000.0,126800000.0,3125500000.0,1019600000.0,2105900000.0,2191000000.0,-2094300000.0,4285300000.0,216400000.0,2446900000.0,1359300000.0,262700000.0,4886600000.0,115600000.0,1995300000.0,1602300000.0,36600000.0,1565700000.0,-26100000.0,1591800000.0,1173400000.0,1173400000.0,2022-12-31,
58840000.0,58840000.0,332200000.0,1367100000.0,4231600000.0,8494100000.0,3736700000.0,4231600000.0,218700000.0,7345700000.0,8485900000.0,7354400000.0,8700000.0,7345700000.0,-86500000.0,-86500000.0,7432100000.0,100000.0,100000.0,0.0,2848800000.0,1873400000.0,61900000.0,29600000.0,29600000.0,476200000.0,476200000.0,1305700000.0,165500000.0,1140200000.0,975400000.0,61400000.0,53200000.0,8200000.0,8200000.0,143700000.0,770300000.0,158900000.0,611400000.0,66400000.0,66400000.0,545000000.0,10203200000.0,5491100000.0,134900000.0,3114100000.0,1008000000.0,2106100000.0,2242100000.0,-2127400000.0,4369500000.0,217300000.0,2507900000.0,1381000000.0,263300000.0,4712100000.0,114200000.0,1981400000.0,1800300000.0,0.0,1800300000.0,-28700000.0,1829000000.0,816200000.0,816200000.0,2023-03-31,
58536000.0,58536000.0,324900000.0,1365800000.0,4503000000.0,8756800000.0,3920500000.0,4503000000.0,224600000.0,7615600000.0,8756500000.0,7625500000.0,9900000.0,7615600000.0,-86600000.0,-86600000.0,7702100000.0,100000.0,100000.0,0.0,2814900000.0,1877100000.0,59300000.0,30600000.0,30600000.0,476300000.0,476300000.0,1310900000.0,170000000.0,1140900000.0,937800000.0,54900000.0,54600000.0,300000.0,300000.0,181800000.0,701100000.0,180100000.0,521000000.0,21200000.0,21200000.0,499800000.0,10440400000.0,5582100000.0,130500000.0,3112600000.0,1002800000.0,2109800000.0,2339000000.0,-2167700000.0,4506700000.0,222900000.0,2578900000.0,1434900000.0,270000000.0,4858300000.0,109800000.0,2202300000.0,1729900000.0,0.0,1729900000.0,-28700000.0,1758600000.0,816300000.0,816300000.0,2023-06-30,
58090000.0,58090000.0,165000000.0,1372300000.0,4625500000.0,8866200000.0,3980400000.0,4625500000.0,230400000.0,7724300000.0,8865900000.0,7735200000.0,10900000.0,7724300000.0,-99400000.0,-99400000.0,7823600000.0,100000.0,100000.0,0.0,2757700000.0,1879000000.0,56800000.0,30400000.0,30400000.0,475500000.0,475500000.0,1316300000.0,174700000.0,1141600000.0,878700000.0,56000000.0,55700000.0,300000.0,300000.0,203300000.0,619400000.0,174000000.0,445400000.0,,,445400000.0,10492900000.0,5633800000.0,118300000.0,3098800000.0,990100000.0,2108700000.0,2416700000.0,-2207800000.0,4624500000.0,227700000.0,2645900000.0,1469300000.0,281600000.0,4859100000.0,104700000.0,2110200000.0,1667300000.0,1000000.0,1666300000.0,-27100000.0,1693400000.0,976900000.0,976900000.0,2023-09-30,
57271000.0,57271000.0,62000000.0,1377300000.0,4630100000.0,8864500000.0,3928200000.0,4630100000.0,235100000.0,7722300000.0,8864200000.0,7732800000.0,10500000.0,7722300000.0,-76700000.0,-76700000.0,7798900000.0,100000.0,100000.0,0.0,2747500000.0,1903900000.0,64000000.0,25100000.0,25100000.0,494000000.0,494000000.0,1320800000.0,178900000.0,1141900000.0,843600000.0,56500000.0,56200000.0,300000.0,300000.0,213900000.0,573200000.0,162900000.0,410300000.0,,,410300000.0,10480300000.0,5708500000.0,136300000.0,3092200000.0,981100000.0,2111100000.0,2480000000.0,-2244600000.0,4724600000.0,231600000.0,2700400000.0,1510900000.0,281700000.0,4771800000.0,140400000.0,2043200000.0,1508000000.0,35600000.0,1472400000.0,-24900000.0,1497300000.0,1080200000.0,1080200000.0,2023-12-31,0.0
