free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
716600000.0,-82600000.0,500000.0,-92100000.0,20600000.0,95600000.0,1173400000.0,643700000.0,6600000.0,523100000.0,-181500000.0,-181500000.0,-43600000.0,-53600000.0,-53600000.0,-82600000.0,-82600000.0,-1700000.0,-1400000.0,,-300000.0,-300000.0,-104100000.0,-104100000.0,-13100000.0,,,-91000000.0,1100000.0,-92100000.0,808700000.0,808700000.0,386500000.0,-93700000.0,-93700000.0,-93700000.0,-2600000.0,185500000.0,297300000.0,297300000.0,400000.0,16900000.0,-2200000.0,-5600000.0,-5600000.0,61400000.0,61400000.0,0.0,0.0,351300000.0,2022-12-31
281700000.0,-38900000.0,-500000000.0,-102900000.0,14400000.0,21200000.0,816200000.0,1173400000.0,0.0,-357200000.0,-639200000.0,-639200000.0,-38300000.0,-62000000.0,-62000000.0,-38900000.0,-38900000.0,-500000000.0,,,-500000000.0,-500000000.0,-102600000.0,-102600000.0,-8000000.0,,,-94600000.0,8300000.0,-102900000.0,384600000.0,384600000.0,-74300000.0,99300000.0,99300000.0,99300000.0,50000000.0,13500000.0,-237100000.0,-237100000.0,-100000.0,13500000.0,,,,61100000.0,61100000.0,,,384400000.0,2023-03-31
164900000.0,-73900000.0,-7900000.0,-130200000.0,9300000.0,169800000.0,816300000.0,816200000.0,-1400000.0,1500000.0,-141200000.0,-141200000.0,-800000.0,-58600000.0,-58600000.0,-73900000.0,-73900000.0,-7900000.0,,,-5700000.0,-5700000.0,-152400000.0,-152400000.0,800000.0,,,-129100000.0,1100000.0,-130200000.0,295100000.0,295100000.0,-172400000.0,-51700000.0,-51700000.0,-51700000.0,21100000.0,-215600000.0,73800000.0,73800000.0,-1500000.0,18100000.0,,,,60800000.0,60800000.0,,,386300000.0,2023-06-30
340500000.0,-126400000.0,0.0,-125500000.0,8800000.0,114200000.0,976900000.0,816300000.0,-2300000.0,162900000.0,-190300000.0,-190300000.0,-5200000.0,-58700000.0,,-126400000.0,-126400000.0,0.0,0.0,0.0,0.0,0.0,-112800000.0,-112800000.0,12200000.0,0.0,0.0,-125000000.0,500000.0,-125500000.0,466000000.0,466000000.0,87300000.0,-82600000.0,-82600000.0,-82600000.0,20000000.0,88600000.0,61300000.0,61300000.0,4900000.0,16800000.0,400000.0,,,60600000.0,60600000.0,,,296000000.0,2023-09-30
415400000.0,-240300000.0,1800000.0,-110200000.0,9300000.0,81100000.0,1080200000.0,976900000.0,5400000.0,97900000.0,-311600000.0,-311600000.0,-12100000.0,-58800000.0,,-240300000.0,-240300000.0,-400000.0,0.0,,-400000.0,-400000.0,-116100000.0,-116100000.0,-7200000.0,100000.0,100000.0,-109000000.0,1200000.0,-110200000.0,525600000.0,525600000.0,161300000.0,-54500000.0,-54500000.0,-54500000.0,-53800000.0,72000000.0,197600000.0,197600000.0,-4100000.0,16600000.0,-700000.0,,,62900000.0,62900000.0,,,273400000.0,2023-12-31
