ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,notes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,capital_lease_obligations,treasury_stock,long_term_capital_lease_obligation
458124262.0,458124262.0,4412000000.0,8074000000.0,4411000000.0,34643000000.0,7537000000.0,4411000000.0,26569000000.0,34343000000.0,27017000000.0,448000000.0,26569000000.0,-791000000.0,-791000000.0,-21065000000.0,48420000000.0,5000000.0,5000000.0,14338000000.0,10605000000.0,1151000000.0,,522000000.0,522000000.0,1158000000.0,1158000000.0,7774000000.0,7774000000.0,3733000000.0,146000000.0,300000000.0,300000000.0,300000000.0,0.0,3287000000.0,951000000.0,2336000000.0,233000000.0,233000000.0,2103000000.0,41355000000.0,30085000000.0,1354000000.0,109000000.0,109000000.0,733000000.0,733000000.0,22158000000.0,5495000000.0,16663000000.0,5731000000.0,-4448000000.0,10179000000.0,1055000000.0,6719000000.0,1973000000.0,432000000.0,0.0,11270000000.0,168000000.0,1291000000.0,,2329000000.0,1299000000.0,522000000.0,508000000.0,2518000000.0,716000000.0,235000000.0,,1567000000.0,-38000000.0,1605000000.0,4964000000.0,1302000000.0,3662000000.0,2022-12-31,,,,
459016898.0,459016898.0,4542000000.0,8067000000.0,4668000000.0,34804000000.0,7794000000.0,4668000000.0,26737000000.0,34504000000.0,27161000000.0,424000000.0,26737000000.0,-717000000.0,-717000000.0,-20807000000.0,48256000000.0,5000000.0,5000000.0,14047000000.0,10641000000.0,1162000000.0,40000000.0,527000000.0,527000000.0,1145000000.0,1145000000.0,7767000000.0,7767000000.0,3406000000.0,136000000.0,300000000.0,300000000.0,,,2970000000.0,863000000.0,2107000000.0,186000000.0,186000000.0,1921000000.0,41208000000.0,30008000000.0,1345000000.0,112000000.0,112000000.0,744000000.0,744000000.0,22069000000.0,5366000000.0,16703000000.0,5738000000.0,-4574000000.0,10312000000.0,,,,,,11200000000.0,157000000.0,1318000000.0,,2443000000.0,1365000000.0,542000000.0,536000000.0,2438000000.0,,,802000000.0,1636000000.0,,,4844000000.0,1319000000.0,3525000000.0,2023-03-31,,,,
459026579.0,459026579.0,3118000000.0,8003000000.0,4290000000.0,34126000000.0,7388000000.0,4290000000.0,26123000000.0,33826000000.0,26553000000.0,430000000.0,26123000000.0,-890000000.0,-890000000.0,-20938000000.0,47946000000.0,5000000.0,5000000.0,14244000000.0,10505000000.0,1173000000.0,72000000.0,529000000.0,529000000.0,1028000000.0,1028000000.0,7703000000.0,7703000000.0,3739000000.0,135000000.0,300000000.0,300000000.0,,,3304000000.0,1401000000.0,1903000000.0,135000000.0,135000000.0,1768000000.0,40797000000.0,29670000000.0,1267000000.0,112000000.0,112000000.0,757000000.0,757000000.0,21833000000.0,5190000000.0,16643000000.0,5701000000.0,-4663000000.0,10364000000.0,,,,,,11127000000.0,160000000.0,1315000000.0,111000000.0,2341000000.0,1311000000.0,518000000.0,512000000.0,2315000000.0,,,700000000.0,1615000000.0,,,4885000000.0,0.0,4885000000.0,2023-06-30,,,,
430011698.0,430011698.0,6759000000.0,8097000000.0,903000000.0,32289000000.0,4247000000.0,903000000.0,24192000000.0,31814000000.0,24627000000.0,435000000.0,24192000000.0,-1148000000.0,-1148000000.0,-22854000000.0,48190000000.0,4000000.0,4000000.0,14506000000.0,10818000000.0,1241000000.0,118000000.0,511000000.0,511000000.0,1326000000.0,1326000000.0,7622000000.0,7622000000.0,3688000000.0,137000000.0,475000000.0,475000000.0,,,3076000000.0,1272000000.0,1804000000.0,119000000.0,119000000.0,1685000000.0,39133000000.0,31198000000.0,1299000000.0,103000000.0,103000000.0,751000000.0,751000000.0,23289000000.0,6038000000.0,17251000000.0,5756000000.0,-4711000000.0,10467000000.0,,,,,,7935000000.0,196000000.0,1314000000.0,409000000.0,2279000000.0,1256000000.0,502000000.0,521000000.0,2399000000.0,,,754000000.0,1645000000.0,,,1338000000.0,0.0,1338000000.0,2023-09-30,,,,
430110140.0,430110140.0,5339000000.0,7741000000.0,1745000000.0,32010000000.0,4416000000.0,1745000000.0,24279000000.0,32010000000.0,24725000000.0,446000000.0,24279000000.0,-910000000.0,-910000000.0,-22874000000.0,48059000000.0,4000000.0,4000000.0,13827000000.0,10729000000.0,1234000000.0,59000000.0,565000000.0,565000000.0,1130000000.0,1130000000.0,7741000000.0,7731000000.0,3098000000.0,,,,,,3098000000.0,1269000000.0,1829000000.0,154000000.0,154000000.0,1675000000.0,38552000000.0,31038000000.0,1237000000.0,312000000.0,312000000.0,1071000000.0,1071000000.0,22534000000.0,5814000000.0,16720000000.0,5884000000.0,-4841000000.0,10725000000.0,849000000.0,7306000000.0,2121000000.0,449000000.0,0.0,7514000000.0,194000000.0,0.0,411000000.0,2147000000.0,1184000000.0,487000000.0,476000000.0,2370000000.0,556000000.0,301000000.0,,1513000000.0,-40000000.0,1553000000.0,2392000000.0,0.0,2392000000.0,2023-12-31,0.0,10000000.0,0.0,10000000.0
