free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,cash_flow_from_discontinued_operation,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date,short_term_debt_payments,short_term_debt_issuance,purchase_of_ppe
-311000000.0,-3250000000.0,-2500000000.0,0.0,5000000.0,-185000000.0,3772000000.0,1934000000.0,43000000.0,1795000000.0,,-7187000000.0,-7187000000.0,-3000000.0,-152000000.0,-152000000.0,-3245000000.0,-3250000000.0,5000000.0,-3787000000.0,-1287000000.0,-2500000000.0,-2500000000.0,0.0,9108000000.0,9108000000.0,8000000.0,-1302000000.0,0.0,-1302000000.0,10587000000.0,10587000000.0,-185000000.0,-126000000.0,-126000000.0,-453000000.0,-398000000.0,-325000000.0,-325000000.0,-325000000.0,119000000.0,151000000.0,34000000.0,763000000.0,763000000.0,274000000.0,274000000.0,-4982000000.0,-1000000.0,49000000.0,4238000000.0,2022-12-31,,,
102000000.0,0.0,,,12000000.0,-241000000.0,3636000000.0,3772000000.0,-7000000.0,-129000000.0,,-213000000.0,-213000000.0,-60000000.0,-165000000.0,-165000000.0,12000000.0,0.0,12000000.0,0.0,0.0,,,,-259000000.0,-259000000.0,-1000000.0,-17000000.0,,-17000000.0,0.0,0.0,-241000000.0,343000000.0,343000000.0,-190000000.0,-53000000.0,-52000000.0,-52000000.0,-52000000.0,-133000000.0,48000000.0,21000000.0,-9000000.0,-9000000.0,277000000.0,277000000.0,-21000000.0,8000000.0,-10000000.0,265000000.0,2023-03-31,,,
348000000.0,0.0,,,0.0,-114000000.0,4996000000.0,3636000000.0,-22000000.0,1382000000.0,,-164000000.0,-164000000.0,1000000.0,-165000000.0,-165000000.0,0.0,0.0,0.0,0.0,0.0,,,,1210000000.0,1210000000.0,5000000.0,1319000000.0,,-15000000.0,0.0,0.0,-114000000.0,462000000.0,462000000.0,-133000000.0,-196000000.0,-73000000.0,-73000000.0,-73000000.0,98000000.0,38000000.0,45000000.0,-16000000.0,-16000000.0,282000000.0,282000000.0,7000000.0,7000000.0,-11000000.0,277000000.0,2023-06-30,,,
-1140000000.0,-2000000000.0,,,10000000.0,-1880000000.0,1747000000.0,4996000000.0,-27000000.0,-3222000000.0,-110000000.0,-1982000000.0,-1982000000.0,-2000000.0,-165000000.0,-165000000.0,-1990000000.0,-2000000000.0,10000000.0,175000000.0,175000000.0,,,,-1870000000.0,-1870000000.0,-6000000.0,0.0,0.0,0.0,-1745000000.0,16000000.0,-119000000.0,740000000.0,740000000.0,158000000.0,118000000.0,-66000000.0,-66000000.0,-66000000.0,92000000.0,14000000.0,-4000000.0,-15000000.0,-15000000.0,294000000.0,294000000.0,16000000.0,8000000.0,8000000.0,291000000.0,2023-09-30,,,
228000000.0,0.0,-300000000.0,-175000000.0,5000000.0,-145000000.0,2803000000.0,1747000000.0,19000000.0,1037000000.0,,-630000000.0,-630000000.0,-4000000.0,-156000000.0,-156000000.0,5000000.0,0.0,5000000.0,-475000000.0,-175000000.0,,,,1058000000.0,1091000000.0,8000000.0,0.0,0.0,0.0,1228000000.0,1228000000.0,-145000000.0,373000000.0,646000000.0,10000000.0,-143000000.0,-119000000.0,-119000000.0,-119000000.0,170000000.0,102000000.0,149000000.0,-341000000.0,-341000000.0,294000000.0,294000000.0,30000000.0,8000000.0,33000000.0,-300000000.0,2023-12-31,0.0,-175000000.0,0.0
