ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
289014487.0,289014487.0,1709012000.0,1823038000.0,-1956705000.0,2353446000.0,-212463000.0,-1956705000.0,42342000.0,572750000.0,2348446000.0,573454000.0,704000.0,572750000.0,-89740000.0,-89740000.0,-370866000.0,1030466000.0,2890000.0,2890000.0,0.0,2591551000.0,1963193000.0,7355000.0,8105000.0,144367000.0,16118000.0,51235000.0,1803366000.0,27670000.0,1775696000.0,628358000.0,204712000.0,242742000.0,240675000.0,19672000.0,14672000.0,5000000.0,5000000.0,90154000.0,71078000.0,41629000.0,29449000.0,13720000.0,14273000.0,4507000.0,15176000.0,3165005000.0,2749110000.0,72249000.0,52636000.0,52636000.0,22270000.0,,,22270000.0,22270000.0,2529455000.0,292271000.0,2237184000.0,72500000.0,-77707000.0,150207000.0,40405000.0,71274000.0,35717000.0,2811000.0,0.0,415895000.0,38732000.0,18406000.0,287073000.0,287073000.0,-9303000.0,296376000.0,71684000.0,71684000.0,2022-12-31
291501271.0,291501271.0,1581464000.0,1715829000.0,-1918280000.0,2288517000.0,-288009000.0,-1918280000.0,40798000.0,613486000.0,2282267000.0,614190000.0,704000.0,613486000.0,-89374000.0,-89374000.0,-360897000.0,1060842000.0,2915000.0,2915000.0,0.0,2573832000.0,1854082000.0,7313000.0,8127000.0,143210000.0,15972000.0,46564000.0,1695432000.0,26651000.0,1668781000.0,719750000.0,267791000.0,251574000.0,249441000.0,20397000.0,14147000.0,6250000.0,6250000.0,90889000.0,89099000.0,36695000.0,52404000.0,,23623000.0,14862000.0,28781000.0,3188022000.0,2756281000.0,68037000.0,52484000.0,52484000.0,32010000.0,31914000.0,31914000.0,96000.0,96000.0,2531766000.0,283969000.0,2247797000.0,71984000.0,-79467000.0,151451000.0,39102000.0,73322000.0,36216000.0,2811000.0,0.0,431741000.0,39849000.0,21169000.0,277156000.0,277156000.0,-8036000.0,285192000.0,93567000.0,93567000.0,2023-03-31
294712983.0,294712983.0,1554267000.0,1681789000.0,-1881403000.0,2280051000.0,-317738000.0,-1881403000.0,44806000.0,643068000.0,2272551000.0,643772000.0,704000.0,643068000.0,-87828000.0,-87828000.0,-357117000.0,1085066000.0,2947000.0,2947000.0,0.0,2520155000.0,1810960000.0,5192000.0,7316000.0,136696000.0,16282000.0,37773000.0,1661756000.0,32273000.0,1629483000.0,709195000.0,263783000.0,248397000.0,246159000.0,20033000.0,12533000.0,7500000.0,7500000.0,80683000.0,96299000.0,32763000.0,63536000.0,,26113000.0,21383000.0,37423000.0,3163927000.0,2772470000.0,73553000.0,68681000.0,68681000.0,26997000.0,26906000.0,26906000.0,91000.0,91000.0,2524471000.0,271639000.0,2252832000.0,78768000.0,-81791000.0,160559000.0,43399000.0,78408000.0,35941000.0,2811000.0,0.0,391457000.0,44043000.0,20491000.0,244207000.0,244207000.0,-8656000.0,252863000.0,82716000.0,82716000.0,2023-06-30
295244206.0,295244206.0,1522539000.0,1632287000.0,-1819834000.0,2280959000.0,-306452000.0,-1819834000.0,42785000.0,691457000.0,2272209000.0,692161000.0,704000.0,691457000.0,-95128000.0,-95128000.0,-325183000.0,1108816000.0,2952000.0,2952000.0,0.0,2442682000.0,1761991000.0,4311000.0,7317000.0,138256000.0,15189000.0,43530000.0,1612107000.0,31355000.0,1580752000.0,680691000.0,273016000.0,230735000.0,228553000.0,20180000.0,11430000.0,8750000.0,8750000.0,78133000.0,78627000.0,27555000.0,51072000.0,,24683000.0,18879000.0,26389000.0,3134843000.0,2760604000.0,77574000.0,61664000.0,61664000.0,30332000.0,27957000.0,27957000.0,2375000.0,2375000.0,2511291000.0,259979000.0,2251312000.0,79743000.0,-82413000.0,162156000.0,41527000.0,81525000.0,36293000.0,2811000.0,0.0,374239000.0,46128000.0,25972000.0,235176000.0,235176000.0,-8312000.0,243488000.0,66963000.0,66963000.0,2023-09-30
295922170.0,295922170.0,1459991000.0,1570674000.0,-1634845000.0,2411681000.0,-340806000.0,-1634845000.0,42271000.0,883278000.0,2401681000.0,883982000.0,704000.0,883278000.0,-84987000.0,-84987000.0,-161932000.0,1127234000.0,2963000.0,2963000.0,0.0,2435868000.0,1675505000.0,5378000.0,7337000.0,113761000.0,15862000.0,9718000.0,1549029000.0,30626000.0,1518403000.0,760363000.0,287852000.0,273064000.0,270709000.0,21645000.0,11645000.0,10000000.0,10000000.0,93425000.0,84377000.0,46070000.0,38307000.0,,20213000.0,9491000.0,18094000.0,3319850000.0,2900293000.0,67283000.0,212831000.0,212831000.0,23480000.0,,,23480000.0,23480000.0,2518123000.0,248787000.0,2269336000.0,78576000.0,-51864000.0,130440000.0,38565000.0,58039000.0,31025000.0,2811000.0,0.0,419557000.0,44797000.0,12812000.0,293536000.0,293536000.0,-8965000.0,302501000.0,68412000.0,68412000.0,2023-12-31
