date,open,close,high,low,volume
2021-04-30,48.77000045776367,48.4900016784668,49.06999969482422,48.27999877929688,1258100
2021-05-03,48.65999984741211,48.720001220703125,49.470001220703125,48.380001068115234,1630300
2021-05-04,48.52999877929688,48.86000061035156,48.95000076293945,48.16999816894531,1188500
2021-05-05,48.709999084472656,48.91999816894531,49.36000061035156,48.380001068115234,1076200
2021-05-06,49.34000015258789,49.18000030517578,49.5,48.650001525878906,1287300
2021-05-07,49.13999938964844,49.59000015258789,50.15999984741211,48.619998931884766,1806600
2021-05-10,49.59999847412109,49.970001220703125,50.650001525878906,49.59999847412109,1589200
2021-05-11,49.150001525878906,49.09999847412109,49.68999862670898,48.02000045776367,1553100
2021-05-12,48.77000045776367,46.72999954223633,48.869998931884766,46.52000045776367,1492600
2021-05-13,47.22999954223633,47.47999954223633,48.0,46.77000045776367,783900
2021-05-14,47.310001373291016,48.5,48.83000183105469,47.310001373291016,1259800
2021-05-17,48.91999816894531,49.18000030517578,49.380001068115234,48.38999938964844,1030900
2021-05-18,49.09000015258789,47.95000076293945,49.5,47.83000183105469,1062800
2021-05-19,47.0099983215332,46.65999984741211,47.16999816894531,46.290000915527344,1181300
2021-05-20,46.68000030517578,46.43999862670898,46.77999877929688,45.4900016784668,1216200
2021-05-21,46.810001373291016,45.63999938964844,46.91999816894531,45.5,1509300
2021-05-24,46.16999816894531,46.66999816894531,46.81999969482422,45.75,1119100
2021-05-25,46.93999862670898,46.59999847412109,47.290000915527344,46.560001373291016,738300
2021-05-26,47.060001373291016,47.43000030517578,47.959999084472656,46.79999923706055,1496200
2021-05-27,47.900001525878906,47.68999862670898,47.93000030517578,47.18000030517578,914900
2021-05-28,47.88999938964844,47.5,47.93000030517578,46.91999816894531,638300
2021-06-01,47.7599983215332,47.34000015258789,47.81999969482422,47.08000183105469,709300
2021-06-02,47.20000076293945,46.41999816894531,47.43000030517578,46.130001068115234,999800
2021-06-03,46.2400016784668,46.630001068115234,46.68000030517578,45.68999862670898,788700
2021-06-04,46.75,46.38999938964844,46.7599983215332,45.650001525878906,961700
2021-06-07,46.41999816894531,46.709999084472656,47.20000076293945,46.310001373291016,1835800
2021-06-08,46.91999816894531,48.560001373291016,48.810001373291016,46.560001373291016,1548800
2021-06-09,48.41999816894531,48.150001525878906,48.7400016784668,47.93999862670898,1182600
2021-06-10,48.47999954223633,47.84000015258789,48.54999923706055,47.13999938964844,873600
2021-06-11,47.9900016784668,49.959999084472656,50.08000183105469,47.93999862670898,1558100
2021-06-14,50.0099983215332,48.959999084472656,50.369998931884766,48.540000915527344,1167800
2021-06-15,48.95000076293945,49.09999847412109,49.11000061035156,47.88999938964844,823600
2021-06-16,49.119998931884766,49.25,49.459999084472656,47.90999984741211,1084600
2021-06-17,48.45000076293945,47.810001373291016,49.22999954223633,47.13999938964844,1378600
2021-06-18,47.36000061035156,47.02000045776367,47.790000915527344,46.81999969482422,1619900
2021-06-21,47.459999084472656,48.18000030517578,48.2599983215332,47.18999862670898,756100
2021-06-22,47.84000015258789,48.15999984741211,48.5,47.459999084472656,916700
