tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.096378,129665000.0,75515000.0,43028000.0,969105000.0,129665000.0,86637000.0,75515000.0,75515000.0,1792148000.0,86637000.0,156278000.0,155162000.0,0.48,0.49,75515000.0,75515000.0,75515000.0,-16987000.0,92502000.0,92502000.0,9866000.0,102368000.0,15731000.0,15731000.0,86637000.0,823043000.0,823043000.0,157951000.0,665092000.0,665092000.0,909680000.0,969105000.0,1878785000.0,1878785000.0,2022-12-31
0.0,0.185,265001000.0,160443000.0,41424000.0,1023349000.0,265001000.0,223577000.0,160443000.0,160443000.0,1778351000.0,223577000.0,156755000.0,155140000.0,1.02,1.03,160443000.0,160443000.0,160443000.0,-29841000.0,190284000.0,190284000.0,43216000.0,233500000.0,9923000.0,9923000.0,223577000.0,755002000.0,755002000.0,128560000.0,626442000.0,626442000.0,978579000.0,1023349000.0,2001928000.0,2001928000.0,2023-03-31
0.0,0.177,261704000.0,152759000.0,43971000.0,951992000.0,261704000.0,217733000.0,152759000.0,152759000.0,1794783000.0,217733000.0,156571000.0,154970000.0,0.98,0.99,152759000.0,152759000.0,152759000.0,-28824000.0,181583000.0,181583000.0,38942000.0,220525000.0,2792000.0,2792000.0,217733000.0,842791000.0,842791000.0,187118000.0,655673000.0,655673000.0,1060524000.0,951992000.0,2012516000.0,2012516000.0,2023-06-30
0.0,0.195,259323000.0,145415000.0,46140000.0,953040000.0,259323000.0,213183000.0,145415000.0,145415000.0,1811775000.0,213183000.0,156200000.0,154525000.0,0.93,0.94,145415000.0,145415000.0,145415000.0,-20511000.0,165926000.0,165926000.0,40202000.0,206128000.0,-7055000.0,-7055000.0,213183000.0,858735000.0,858735000.0,178286000.0,680449000.0,680449000.0,1071918000.0,953040000.0,2024958000.0,2024958000.0,2023-09-30
0.0,0.203164,180683000.0,87182000.0,50390000.0,919557000.0,180683000.0,130293000.0,87182000.0,87182000.0,1830647000.0,130293000.0,155571000.0,153516000.0,0.56,0.57,87182000.0,87182000.0,87182000.0,-24948000.0,112130000.0,112130000.0,28589000.0,140719000.0,10426000.0,10426000.0,130293000.0,911090000.0,911090000.0,182926000.0,728164000.0,728164000.0,1041383000.0,919557000.0,1960940000.0,1960940000.0,2023-12-31
