ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
155283000.0,155283000.0,1641673000.0,3476491000.0,3909295000.0,2033233000.0,3476491000.0,1302366000.0,3569988000.0,3786476000.0,3871586000.0,301598000.0,3569988000.0,-84897000.0,-84897000.0,3250931000.0,403799000.0,155000.0,155000.0,0.0,3021901000.0,1408861000.0,120045000.0,8656000.0,8656000.0,1280160000.0,1063672000.0,216488000.0,1613040000.0,361513000.0,238694000.0,122819000.0,122819000.0,60482000.0,1191045000.0,233661000.0,957384000.0,957384000.0,6893487000.0,3247214000.0,83094000.0,454190000.0,454190000.0,70498000.0,93497000.0,93497000.0,2545935000.0,-827399000.0,3373334000.0,612610000.0,1200565000.0,803043000.0,634683000.0,122433000.0,0.0,3646273000.0,176035000.0,,1818016000.0,934323000.0,86036000.0,848287000.0,-59472000.0,907759000.0,717899000.0,102166000.0,615733000.0,76003000.0,539730000.0,2022-12-31
154733000.0,154733000.0,1701337000.0,3621354000.0,4076066000.0,2170352000.0,3621354000.0,1340122000.0,3714851000.0,3945126000.0,4046295000.0,331444000.0,3714851000.0,-80217000.0,-80217000.0,3411374000.0,383540000.0,154000.0,154000.0,0.0,2998176000.0,1458543000.0,126835000.0,8722000.0,8722000.0,1322986000.0,1092711000.0,230275000.0,1539633000.0,378351000.0,247411000.0,130940000.0,130940000.0,66338000.0,1094944000.0,202887000.0,892057000.0,892057000.0,7044471000.0,3334486000.0,81822000.0,461614000.0,461614000.0,80743000.0,93497000.0,93497000.0,2616810000.0,,2616810000.0,,2616810000.0,,,,,3709985000.0,222556000.0,,1502247000.0,1135635000.0,82948000.0,1052687000.0,-61984000.0,1114671000.0,849547000.0,89507000.0,760040000.0,79624000.0,680416000.0,2023-03-31
154755000.0,154755000.0,1681143000.0,3737866000.0,4189154000.0,2192388000.0,3737866000.0,1331338000.0,3839349000.0,4076112000.0,4191462000.0,352113000.0,3839349000.0,-87707000.0,-87707000.0,3564133000.0,362769000.0,154000.0,154000.0,0.0,2916195000.0,1438894000.0,112523000.0,20224000.0,20224000.0,1306147000.0,1069384000.0,236763000.0,1477301000.0,374996000.0,261954000.0,113042000.0,113042000.0,80072000.0,1022233000.0,219999000.0,802234000.0,802234000.0,7107657000.0,3437968000.0,131013000.0,461021000.0,461021000.0,96591000.0,101483000.0,101483000.0,2647860000.0,,2647860000.0,,2647860000.0,,,,,3669689000.0,197007000.0,,1486012000.0,1009508000.0,69307000.0,940201000.0,-68501000.0,1008702000.0,977162000.0,80648000.0,896514000.0,107018000.0,789496000.0,2023-06-30
153960000.0,153960000.0,1663915000.0,3850904000.0,4303597000.0,2274218000.0,3850904000.0,1312452000.0,3952134000.0,4191724000.0,4304263000.0,352129000.0,3952134000.0,-98044000.0,-98044000.0,3709548000.0,340476000.0,154000.0,154000.0,0.0,2935001000.0,1441470000.0,133781000.0,20203000.0,20203000.0,1287486000.0,1047896000.0,239590000.0,1493531000.0,376429000.0,264556000.0,111873000.0,111873000.0,80086000.0,1037016000.0,216227000.0,820789000.0,820789000.0,7239264000.0,3471515000.0,140635000.0,442875000.0,442875000.0,108517000.0,101230000.0,101230000.0,2678258000.0,,2678258000.0,,2678258000.0,,,,,3767749000.0,,226565000.0,1382027000.0,994691000.0,65323000.0,929368000.0,-66115000.0,995483000.0,1164466000.0,64065000.0,1100401000.0,104194000.0,996207000.0,2023-09-30
153981264.0,153981264.0,1683815000.0,3918112000.0,4320751000.0,2291737000.0,3918112000.0,1382406000.0,4019342000.0,4262286000.0,4400042000.0,380700000.0,4019342000.0,-73388000.0,-73388000.0,3796730000.0,295847000.0,153000.0,153000.0,0.0,3147309000.0,1486442000.0,122794000.0,12594000.0,12594000.0,1351054000.0,1108110000.0,242944000.0,1660867000.0,332761000.0,274296000.0,58465000.0,58465000.0,80968000.0,1247138000.0,239137000.0,1008001000.0,1008001000.0,7547351000.0,3594747000.0,136086000.0,450574000.0,450574000.0,123996000.0,101230000.0,101230000.0,2782861000.0,-960774000.0,3743635000.0,669886000.0,1276171000.0,954482000.0,720663000.0,122433000.0,0.0,3952604000.0,222137000.0,,1525409000.0,942553000.0,82253000.0,860300000.0,-57867000.0,918167000.0,1262505000.0,72595000.0,1189910000.0,217632000.0,972278000.0,2023-12-31
