tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,interest_income,interest_income_non_operating
0.0,0.274142,208944000.0,,,126300000.0,27978000.0,2495022000.0,208944000.0,180966000.0,-4204000.0,6965000.0,126300000.0,126300000.0,2772640000.0,177182000.0,47936737.0,47710479.0,2.63,2.65,126300000.0,126300000.0,126300000.0,0.0,126300000.0,126300000.0,47701000.0,174001000.0,1023000.0,1023000.0,,,-4204000.0,6965000.0,177182000.0,277618000.0,277618000.0,454800000.0,2495022000.0,2949822000.0,2949822000.0,2022-12-31,,
0.0,0.27,183134000.0,,,111473000.0,28498000.0,2454370000.0,183134000.0,154636000.0,-1832000.0,1832000.0,111473000.0,111473000.0,2735522000.0,154910000.0,47945815.0,47775819.0,2.32,2.33,111473000.0,111473000.0,111473000.0,,111473000.0,111473000.0,41331000.0,152804000.0,-274000.0,-274000.0,,,-1832000.0,1832000.0,154910000.0,281152000.0,281152000.0,436062000.0,2454370000.0,2890432000.0,2890432000.0,2023-03-31,,
0.0,0.274,225380000.0,,,140595000.0,28995000.0,2555562000.0,225380000.0,196385000.0,-2692000.0,2692000.0,140595000.0,140595000.0,2848955000.0,196667000.0,47588669.0,47393493.0,2.95,2.97,140595000.0,140595000.0,140595000.0,,140595000.0,140595000.0,53098000.0,193693000.0,-282000.0,-282000.0,,,-2692000.0,2692000.0,196667000.0,293393000.0,293393000.0,490060000.0,2555562000.0,3045622000.0,3045622000.0,2023-06-30,,
-650950.0,0.277,267335000.0,-2350000.0,-2350000.0,169409000.0,30286000.0,2662126000.0,264985000.0,234699000.0,-90000.0,90000.0,171108050.0,169409000.0,2970265000.0,234983000.0,47398197.0,47173974.0,3.57,3.59,169409000.0,169409000.0,169409000.0,-337000.0,169746000.0,169746000.0,64863000.0,234609000.0,-2634000.0,-284000.0,-2350000.0,2350000.0,-90000.0,90000.0,237333000.0,308139000.0,308139000.0,545472000.0,2662126000.0,3207598000.0,3207598000.0,2023-09-30,,
0.0,0.275005,335518000.0,0.0,0.0,211517000.0,31186000.0,2821476000.0,335518000.0,304332000.0,2830000.0,12585000.0,211517000.0,211517000.0,3150025000.0,289196000.0,,,,,211517000.0,211517000.0,211517000.0,2000.0,211515000.0,211515000.0,80232000.0,291747000.0,-279000.0,-279000.0,0.0,0.0,2830000.0,12585000.0,289196000.0,328549000.0,328549000.0,617745000.0,2821476000.0,3439221000.0,3439221000.0,2023-12-31,,
0.0,0.264,289541000.0,,,197149000.0,29588000.0,2842967000.0,289541000.0,259953000.0,7541000.0,,197149000.0,197149000.0,3172323000.0,259953000.0,47316497.0,47138185.0,4.17,4.18,197149000.0,197149000.0,197149000.0,,197149000.0,197149000.0,70567000.0,267716000.0,222000.0,222000.0,,,7541000.0,,259953000.0,329356000.0,329356000.0,589309000.0,2842967000.0,3432276000.0,3432276000.0,2024-03-31,7541000.0,7541000.0
