tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,gain_on_sale_of_security,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,total_revenue,operating_revenue,date
0.0,0.21,557854000.0,14809000.0,2303000.0,100329000.0,102632000.0,557854000.0,557854000.0,742929727.0,742742919.0,0.75,0.75,557854000.0,557854000.0,557854000.0,-185487000.0,743341000.0,743341000.0,-141146000.0,602195000.0,489561000.0,916326000.0,-21535000.0,310871000.0,310871000.0,1518521000.0,1518521000.0,2022-12-31
0.0,0.185,85812000.0,12996000.0,-13956000.0,104441000.0,90485000.0,85812000.0,85812000.0,746643929.0,746064922.0,0.11,0.12,85812000.0,85812000.0,85812000.0,-124869000.0,210681000.0,210681000.0,47675000.0,258356000.0,826016000.0,1043286000.0,5208000.0,321793000.0,321793000.0,1301642000.0,1301642000.0,2023-03-31
0.0,0.156,601274000.0,9066000.0,40409000.0,108096000.0,148505000.0,601274000.0,601274000.0,758548248.0,758479943.0,0.79,0.79,601274000.0,601274000.0,601274000.0,-602433000.0,1203707000.0,1203707000.0,223269000.0,1426976000.0,637419000.0,1036541000.0,-7095000.0,306619000.0,306619000.0,2463517000.0,2463517000.0,2023-06-30
0.0,0.176,551994000.0,9011000.0,-1466000.0,110599000.0,109133000.0,551994000.0,551994000.0,758046096.0,757958602.0,0.73,0.73,551994000.0,551994000.0,551994000.0,-368748000.0,920742000.0,920742000.0,196560000.0,1117302000.0,498925000.0,1018388000.0,,318120000.0,318120000.0,2135690000.0,2135690000.0,2023-09-30
0.0,0.296344,151800000.0,9002000.0,59642000.0,108732000.0,168374000.0,151800000.0,151800000.0,758278385.0,758151673.0,0.2,0.2,151800000.0,151800000.0,151800000.0,42677000.0,109123000.0,109123000.0,45957000.0,155080000.0,508503000.0,950720000.0,29083000.0,289760000.0,289760000.0,1105800000.0,1105800000.0,2023-12-31
