ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,preferred_securities_outside_stock_equity,long_term_debt_and_capital_lease_obligation,payables,other_payable,accounts_payable,total_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,prepaid_assets,receivables,cash_and_cash_equivalents,date
742653758.0,742653758.0,8187525000.0,13460982000.0,5548422000.0,20095439000.0,5548422000.0,7655911000.0,20095439000.0,17966061000.0,10310150000.0,7655911000.0,1748106000.0,5935273000.0,7000.0,7000.0,0.0,24558166000.0,1715006000.0,13460982000.0,3276552000.0,2118481000.0,1158071000.0,42524227000.0,27755928000.0,202677000.0,,27553251000.0,2107489000.0,217287000.0,1890202000.0,1308694000.0,-336621000.0,1645315000.0,165079000.0,4609611000.0,4252003000.0,2022-12-31
745916828.0,745916828.0,9500061000.0,13347840000.0,4970340000.0,19421869000.0,4970340000.0,7090837000.0,19421869000.0,18713825000.0,11622988000.0,7090837000.0,1156109000.0,5957054000.0,7000.0,7000.0,0.0,22372614000.0,,13347840000.0,3550120000.0,1974182000.0,1575938000.0,41086439000.0,27170755000.0,10054453000.0,9812056000.0,17116302000.0,2120497000.0,230295000.0,1890202000.0,1352396000.0,-338777000.0,1691173000.0,168701000.0,5024699000.0,2830971000.0,2023-03-31
758148528.0,758148528.0,9037913000.0,13331930000.0,5110024000.0,19537564000.0,5110024000.0,7219447000.0,19537564000.0,19090479000.0,11871032000.0,7219447000.0,1160278000.0,6076367000.0,7000.0,7000.0,0.0,22492305000.0,,13331930000.0,3470675000.0,2092837000.0,1377838000.0,41582784000.0,27234684000.0,10152837000.0,9887691000.0,17081847000.0,2109423000.0,219221000.0,1890202000.0,1383331000.0,-355673000.0,1739004000.0,201700000.0,4958465000.0,3280204000.0,2023-06-30
757781111.0,757781111.0,9139763000.0,13092993000.0,5032411000.0,19244200000.0,5032411000.0,7132823000.0,19244200000.0,18810721000.0,11677898000.0,7132823000.0,1114009000.0,6057065000.0,7000.0,7000.0,0.0,22853102000.0,,13092993000.0,3776972000.0,2188224000.0,1588748000.0,41663823000.0,27561860000.0,10366737000.0,10071614000.0,17195123000.0,2100412000.0,210210000.0,1890202000.0,1401136000.0,-372231000.0,1773367000.0,190392000.0,5092119000.0,2971614000.0,2023-09-30
758039099.0,758039099.0,8348193000.0,12293882000.0,4725388000.0,18120857000.0,4725388000.0,6816798000.0,18120857000.0,18075214000.0,11258416000.0,6816798000.0,660734000.0,6175190000.0,7000.0,7000.0,0.0,22212316000.0,,12293882000.0,4670668000.0,2393410000.0,2277258000.0,40287530000.0,26317512000.0,9617882000.0,9427803000.0,16699630000.0,2091410000.0,201208000.0,1890202000.0,1384060000.0,-394602000.0,1778662000.0,207886000.0,4659886000.0,2955866000.0,2023-12-31
