free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payable,change_in_receivables,other_non_cash_items,depreciation_and_amortization,amortization_cash_flow,depreciation,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
666421000.0,-4197000.0,-30667000.0,1485280000.0,-48714000.0,4493715000.0,3574361000.0,14387000.0,904967000.0,238546000.0,-23967000.0,-1187903000.0,-1187903000.0,-4197000.0,-4197000.0,1454613000.0,1454613000.0,-30667000.0,1485280000.0,-48714000.0,,,-48714000.0,-48714000.0,715135000.0,-381434000.0,-880856000.0,115557000.0,22891000.0,360974000.0,297637000.0,14809000.0,14809000.0,0.0,40782000.0,743341000.0,2022-12-31
283171000.0,-108101000.0,-400000000.0,78000.0,-69557000.0,3021293000.0,4493715000.0,1284000.0,-1473706000.0,-1751464000.0,-106101000.0,-1137340000.0,-1137340000.0,-108101000.0,-108101000.0,-399922000.0,-399922000.0,-400000000.0,78000.0,-74970000.0,-5413000.0,-5413000.0,-69557000.0,-69557000.0,352728000.0,-805994000.0,-554323000.0,-101304000.0,168689000.0,-319056000.0,735267000.0,12996000.0,12996000.0,0.0,199778000.0,210681000.0,2023-03-31
1664897000.0,-91131000.0,-29698000.0,-78000.0,-60679000.0,3495648000.0,3021293000.0,-942000.0,475297000.0,-1189593000.0,-15945000.0,-1052741000.0,-1052741000.0,-91131000.0,-91131000.0,-29776000.0,-29776000.0,-29698000.0,-78000.0,-60686000.0,-7000.0,-7000.0,-60679000.0,-60679000.0,1725576000.0,-200435000.0,-61366000.0,-34282000.0,-175500000.0,70713000.0,387584000.0,9066000.0,9066000.0,0.0,325654000.0,1203707000.0,2023-06-30
1020246000.0,-175169000.0,-39762000.0,0.0,-62668000.0,3109795000.0,3495648000.0,-5527000.0,-380326000.0,-1400572000.0,-146595000.0,-1039046000.0,-1039046000.0,-175169000.0,-175169000.0,-39762000.0,-39762000.0,-39762000.0,0.0,-62668000.0,0.0,0.0,-62668000.0,-62668000.0,1082914000.0,286358000.0,105175000.0,-22730000.0,90866000.0,113047000.0,303614000.0,9011000.0,9011000.0,0.0,-436811000.0,920742000.0,2023-09-30
864361000.0,-43623000.0,-33000000.0,494975000.0,-31327000.0,3272063000.0,3109795000.0,10173000.0,152095000.0,-712266000.0,-91298000.0,-1039320000.0,-1039320000.0,-43623000.0,-43623000.0,461975000.0,461975000.0,-33000000.0,494975000.0,-31327000.0,0.0,0.0,-31327000.0,-31327000.0,895688000.0,102320000.0,-561045000.0,-2572000.0,-38605000.0,704542000.0,890886000.0,9002000.0,9002000.0,0.0,-215643000.0,109123000.0,2023-12-31
