tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
628975.778157,0.117478,218659000.0,5354000.0,5354000.0,172301000.0,27761000.0,288295000.0,224013000.0,196252000.0,2392000.0,1015000.0,3407000.0,167575975.778157,172301000.0,567618000.0,166587000.0,165468000.0,155762000.0,1.04,1.11,172301000.0,172301000.0,172301000.0,172301000.0,172301000.0,22936000.0,195237000.0,28912000.0,23558000.0,5354000.0,-16654000.0,2392000.0,1015000.0,3407000.0,164218000.0,256232000.0,4670000.0,4670000.0,4670000.0,4670000.0,108810000.0,142752000.0,420450000.0,311386000.0,731836000.0,731836000.0,2022-12-31
-285180.0,0.14,127714000.0,-2037000.0,-2037000.0,83531000.0,27606000.0,238305000.0,125677000.0,98071000.0,4271000.0,987000.0,5258000.0,85282820.0,83531000.0,522628000.0,92864000.0,166308000.0,155904000.0,0.5,0.54,83531000.0,83531000.0,83531000.0,83531000.0,83531000.0,13553000.0,97084000.0,-2088000.0,-51000.0,-2037000.0,2037000.0,4271000.0,987000.0,5258000.0,94901000.0,261519000.0,4802000.0,4802000.0,4802000.0,4802000.0,105762000.0,150955000.0,356420000.0,261109000.0,617529000.0,617529000.0,2023-03-31
-1074502.0,0.169,179010000.0,-6358000.0,-6358000.0,120050000.0,27205000.0,259565000.0,172652000.0,145447000.0,5309000.0,1045000.0,6354000.0,125333498.0,120050000.0,538171000.0,139908000.0,164751000.0,154760000.0,0.73,0.78,120050000.0,120050000.0,120050000.0,120050000.0,120050000.0,24352000.0,144402000.0,-7173000.0,-815000.0,-6358000.0,6358000.0,5309000.0,1045000.0,6354000.0,146266000.0,256226000.0,4825000.0,4825000.0,4825000.0,4825000.0,105706000.0,145695000.0,402492000.0,281945000.0,684437000.0,684437000.0,2023-06-30
-767872.0,0.112,180229000.0,-6856000.0,-6856000.0,128116000.0,28130000.0,282031000.0,173373000.0,145243000.0,5910000.0,963000.0,6873000.0,134204128.0,128116000.0,552904000.0,143972000.0,164050000.0,153762000.0,0.78,0.83,128116000.0,128116000.0,128116000.0,128116000.0,128116000.0,16164000.0,144280000.0,-12458000.0,-5602000.0,-6856000.0,6856000.0,5910000.0,963000.0,6873000.0,150828000.0,247463000.0,4720000.0,4720000.0,4720000.0,4720000.0,104413000.0,138330000.0,398291000.0,305441000.0,703732000.0,703732000.0,2023-09-30
-2219483.751148,0.113931,349828000.0,-19481000.0,-19481000.0,265267000.0,27945000.0,784181000.0,330347000.0,302402000.0,23003000.0,3027000.0,26030000.0,282528516.248852,265267000.0,1560183000.0,269561000.0,162106000.0,152812000.0,0.72,0.77,265267000.0,265267000.0,265267000.0,265267000.0,265267000.0,34108000.0,299375000.0,-12670000.0,6811000.0,-19481000.0,19481000.0,23003000.0,3027000.0,26030000.0,289042000.0,762327000.0,14270000.0,14270000.0,14270000.0,14270000.0,306374000.0,441683000.0,1051369000.0,797856000.0,1849225000.0,1849225000.0,2023-12-31
