ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,liabilities_heldfor_sale_non_current,other_current_liabilities,assets_held_for_sale_current
155759000.0,155759000.0,132885000.0,1994621000.0,2501409000.0,1511652000.0,1994621000.0,82770000.0,2451294000.0,2451294000.0,2451294000.0,2451294000.0,-49868000.0,-11178000.0,-39849000.0,1159000.0,725729000.0,1755963000.0,19470000.0,19470000.0,1049958000.0,303695000.0,116005000.0,116005000.0,15981000.0,59135000.0,48398000.0,45131000.0,3267000.0,64176000.0,64176000.0,746263000.0,148285000.0,148285000.0,68709000.0,18594000.0,50115000.0,50115000.0,212266000.0,317003000.0,112271000.0,204732000.0,65010000.0,65010000.0,139722000.0,3501252000.0,1243337000.0,28925000.0,11761000.0,142784000.0,142784000.0,110777000.0,110777000.0,110777000.0,456673000.0,53478000.0,403195000.0,492417000.0,-905699000.0,1398116000.0,64631000.0,22470000.0,73734000.0,1089809000.0,128991000.0,18481000.0,0.0,2257915000.0,547366000.0,532962000.0,325019000.0,30972000.0,37982000.0,256065000.0,491145000.0,491145000.0,-1955000.0,493100000.0,894385000.0,39612000.0,854773000.0,,,2022-12-31,,,
155445000.0,155445000.0,120176000.0,1990388000.0,2484571000.0,1483884000.0,1990388000.0,85067000.0,2449462000.0,2449462000.0,2449462000.0,2449462000.0,-36466000.0,-36466000.0,,,694145000.0,1772352000.0,19431000.0,19431000.0,933945000.0,305853000.0,121303000.0,121303000.0,16211000.0,59135000.0,44122000.0,41797000.0,2325000.0,65082000.0,65082000.0,628092000.0,119355000.0,119355000.0,55094000.0,19985000.0,35109000.0,35109000.0,119433000.0,334210000.0,114739000.0,219471000.0,77089000.0,77089000.0,142382000.0,3383407000.0,1271431000.0,27922000.0,11650000.0,148527000.0,148527000.0,116938000.0,116938000.0,116938000.0,459074000.0,49246000.0,409828000.0,507320000.0,,507320000.0,,,507320000.0,,,,,2111976000.0,562481000.0,,352058000.0,44036000.0,43987000.0,264035000.0,455334000.0,455334000.0,-1973000.0,457307000.0,742103000.0,92895000.0,649208000.0,404666000.0,244542000.0,2023-03-31,,,
154148000.0,154148000.0,118097000.0,1978162000.0,2467689000.0,1454055000.0,1978162000.0,85291000.0,2434883000.0,2434883000.0,2434883000.0,2434883000.0,-30472000.0,-30472000.0,,,661496000.0,1784590000.0,19269000.0,19269000.0,960013000.0,290228000.0,124040000.0,124040000.0,16475000.0,44331000.0,40303000.0,38999000.0,1304000.0,65079000.0,65079000.0,669785000.0,120085000.0,120085000.0,53018000.0,20212000.0,32806000.0,32806000.0,163653000.0,333029000.0,114435000.0,218594000.0,65437000.0,65437000.0,153157000.0,3394896000.0,1271056000.0,32699000.0,11514000.0,152471000.0,152471000.0,104685000.0,104685000.0,104685000.0,456721000.0,44611000.0,412110000.0,512966000.0,,512966000.0,,,512966000.0,,,,,2123840000.0,14222000.0,560682000.0,347295000.0,53188000.0,43685000.0,250422000.0,493234000.0,493234000.0,-2232000.0,495466000.0,708407000.0,95199000.0,613208000.0,301405000.0,311803000.0,2023-06-30,,,
153235000.0,153235000.0,110919000.0,2000995000.0,2464829000.0,1458700000.0,2000995000.0,87390000.0,2441300000.0,2441300000.0,2441300000.0,2441300000.0,-47928000.0,-47928000.0,,,653937000.0,1816137000.0,19154000.0,19154000.0,929355000.0,288696000.0,123244000.0,123244000.0,17114000.0,44331000.0,34643000.0,34405000.0,238000.0,69364000.0,69364000.0,640659000.0,109445000.0,109445000.0,41555000.0,18026000.0,23529000.0,23529000.0,155246000.0,334413000.0,122609000.0,211804000.0,35687000.0,35687000.0,176117000.0,3370655000.0,1271296000.0,37581000.0,11403000.0,162669000.0,162669000.0,103911000.0,103911000.0,103911000.0,440305000.0,39165000.0,401140000.0,515427000.0,,515427000.0,,,515427000.0,,,,,2099359000.0,10952000.0,593366000.0,322632000.0,39102000.0,40128000.0,243402000.0,455878000.0,455878000.0,-2191000.0,458069000.0,716531000.0,79570000.0,636961000.0,327613000.0,309348000.0,2023-09-30,,,
152698000.0,152698000.0,82614000.0,2074841000.0,2525897000.0,1502084000.0,2074841000.0,82614000.0,2525897000.0,2525897000.0,2525897000.0,2525897000.0,-26978000.0,-26978000.0,,,706514000.0,1827274000.0,19087000.0,19087000.0,960927000.0,300976000.0,132090000.0,132090000.0,19998000.0,44331000.0,37465000.0,37282000.0,183000.0,65092000.0,65092000.0,659951000.0,99804000.0,99804000.0,17522000.0,17522000.0,,,191750000.0,343496000.0,114712000.0,228784000.0,48653000.0,48653000.0,180131000.0,3486824000.0,1324789000.0,50111000.0,11504000.0,175775000.0,175775000.0,117434000.0,117434000.0,117434000.0,451056000.0,35404000.0,415652000.0,518909000.0,-898604000.0,1417513000.0,66777000.0,54799000.0,73417000.0,1075328000.0,127705000.0,19487000.0,0.0,2162035000.0,37992000.0,548970000.0,309974000.0,24701000.0,26851000.0,258422000.0,422124000.0,422124000.0,-1988000.0,424112000.0,819725000.0,62154000.0,757571000.0,459415000.0,298156000.0,2023-12-31,2000000.0,7379000.0,23250000.0
