free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
327605000000.0,0.0,-266199000000.0,0.0,-50624000000.0,685141000000.0,798137000000.0,-9579000000.0,-103417000000.0,-434955000000.0,-434955000000.0,-5922000000.0,-33844000000.0,-128990000000.0,-128990000000.0,0.0,0.0,-266199000000.0,0.0,0.0,,-266199000000.0,-266199000000.0,0.0,-46690000000.0,-46690000000.0,390000000.0,1336000000.0,819000000.0,1406000000.0,2153000000.0,-747000000.0,0.0,0.0,0.0,-17159000000.0,-17159000000.0,-33482000000.0,-17000000.0,-33465000000.0,378229000000.0,378230000000.0,-55849000000.0,51304000000.0,24544000000.0,40162000000.0,-7711000000.0,-7711000000.0,-18462000000.0,12771000000.0,71214000000.0,16488000000.0,3877000000.0,6019000000.0,-11996000000.0,-11996000000.0,176880000000.0,176880000000.0,1142000000.0,1767000000.0,-306000000.0,-319000000.0,119150000000.0,2022-12-31
-150387000000.0,0.0,-85976000000.0,75000000000.0,-444080000000.0,533530000000.0,685141000000.0,-212000000.0,-151399000000.0,-6600000000.0,-6601000000.0,-3213000000.0,-21992000000.0,-10419000000.0,-10419000000.0,0.0,0.0,29024000000.0,40000000000.0,,,-10976000000.0,-85976000000.0,75000000000.0,-438492000000.0,-438492000000.0,-2833000000.0,2262000000.0,328000000.0,-3009000000.0,1701000000.0,-4710000000.0,7958000000.0,7958000000.0,0.0,-408311000000.0,-408311000000.0,-34887000000.0,882000000.0,-35769000000.0,293693000000.0,293692000000.0,-20900000000.0,143392000000.0,20294000000.0,39575000000.0,60167000000.0,60167000000.0,-44915000000.0,68271000000.0,-74885000000.0,14849000000.0,-332000000.0,22425000000.0,16779000000.0,16779000000.0,161410000000.0,161410000000.0,-180000000.0,5497000000.0,171000000.0,-5848000000.0,31135000000.0,2023-03-31
-176837000000.0,-2326000000.0,-110634000000.0,210000000000.0,-269237000000.0,316380000000.0,533530000000.0,14759000000.0,-231909000000.0,-57778000000.0,-57778000000.0,-4257000000.0,-19815000000.0,-130746000000.0,-130746000000.0,-2326000000.0,-2326000000.0,99366000000.0,110000000000.0,,110000000000.0,-10634000000.0,-110634000000.0,100000000000.0,-266530000000.0,-266531000000.0,-14000000.0,2322000000.0,147000000.0,-131000000.0,543000000.0,-674000000.0,372000000.0,372000000.0,,-223280000000.0,-223280000000.0,-45946000000.0,11000000.0,-45957000000.0,92400000000.0,92399000000.0,-52580000000.0,-150947000000.0,-22583000000.0,25254000000.0,-34656000000.0,-34656000000.0,-28589000000.0,-90373000000.0,-34519000000.0,15442000000.0,44000000.0,7829000000.0,45627000000.0,45627000000.0,171501000000.0,171501000000.0,597000000.0,418000000.0,326000000.0,-147000000.0,89406000000.0,2023-06-30
128862000000.0,0.0,-157070000000.0,0.0,-70043000000.0,318051000000.0,316380000000.0,4000000000.0,-2329000000.0,-140655000000.0,-140654000000.0,55376000000.0,-29896000000.0,-9065000000.0,,0.0,0.0,-157070000000.0,0.0,,0.0,-157070000000.0,-157070000000.0,0.0,-60579000000.0,-60579000000.0,-133000000.0,2780000000.0,0.0,-1502000000.0,88000000.0,-1590000000.0,-7000000.0,-7000000.0,,-32196000000.0,-32196000000.0,-29521000000.0,8326000000.0,-37847000000.0,198905000000.0,198907000000.0,-66349000000.0,1590000000.0,39746000000.0,8924000000.0,-15023000000.0,-15023000000.0,-49349000000.0,17292000000.0,41926000000.0,18535000000.0,-194000000.0,118874000000.0,-48009000000.0,-48009000000.0,182696000000.0,182696000000.0,-2194000000.0,-2025000000.0,-22000000.0,-147000000.0,-47970000000.0,2023-09-30
69327000000.0,0.0,-96507000000.0,170000000000.0,-77124000000.0,288359000000.0,318051000000.0,-3115000000.0,-26577000000.0,-97760000000.0,-97760000000.0,-4028000000.0,-28974000000.0,-138251000000.0,,0.0,0.0,73493000000.0,170000000000.0,,170000000000.0,-96507000000.0,-96507000000.0,0.0,-75269000000.0,-75266000000.0,63000000.0,3143000000.0,384000000.0,-2002000000.0,458000000.0,-2460000000.0,0.0,0.0,,-30044000000.0,-30044000000.0,-46813000000.0,267000000.0,-47080000000.0,146451000000.0,146452000000.0,-47379000000.0,-166022000000.0,-155832000000.0,-44192000000.0,70266000000.0,70266000000.0,-50552000000.0,14288000000.0,71912000000.0,18706000000.0,12923000000.0,7578000000.0,-44496000000.0,-44496000000.0,187061000000.0,187061000000.0,413000000.0,-1124000000.0,1684000000.0,-147000000.0,105755000000.0,2023-12-31
