tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.232,363782000000.0,119127000000.0,176880000000.0,294669000000.0,363782000000.0,186902000000.0,-38070000000.0,79749000000.0,41679000000.0,119127000000.0,119127000000.0,949561000000.0,146990000000.0,3140832000.0,3109048000.0,37.93,38.315,119127000000.0,119127000000.0,119127000000.0,-22000000.0,119149000000.0,119149000000.0,-11996000000.0,107153000000.0,-1767000000.0,-1767000000.0,-38070000000.0,79749000000.0,41679000000.0,146990000000.0,613588000000.0,41084000000.0,135576000000.0,135576000000.0,135576000000.0,135576000000.0,174629000000.0,262299000000.0,760578000000.0,335973000000.0,1096551000000.0,1096551000000.0,2022-12-31
0.0,0.350183,199533000000.0,31134000000.0,161410000000.0,281586000000.0,199533000000.0,38123000000.0,-64006000000.0,-9792000000.0,-49622000000.0,31134000000.0,31134000000.0,804992000000.0,88562000000.0,,,,,31134000000.0,31134000000.0,31134000000.0,-2000000.0,31135000000.0,31136000000.0,16779000000.0,47915000000.0,-39241000000.0,16919000000.0,-64006000000.0,-9792000000.0,-49622000000.0,151164000000.0,495220000000.0,-53744000000.0,133224000000.0,133224000000.0,133224000000.0,133224000000.0,160944000000.0,254796000000.0,646384000000.0,309772000000.0,956156000000.0,956156000000.0,2023-03-31
0.0,0.337895,366109000000.0,89395000000.0,171501000000.0,279036000000.0,366109000000.0,194608000000.0,-33120000000.0,59575000000.0,26455000000.0,89395000000.0,89395000000.0,890047000000.0,168571000000.0,3130077031.0,3108838906.0,28.56,28.755,89395000000.0,89395000000.0,89395000000.0,-11000000.0,89406000000.0,89406000000.0,45627000000.0,135033000000.0,-418000000.0,-418000000.0,-33120000000.0,59575000000.0,26455000000.0,168571000000.0,568933000000.0,28656000000.0,129423000000.0,129423000000.0,129423000000.0,129423000000.0,162741000000.0,248113000000.0,737504000000.0,321114000000.0,1058618000000.0,1058618000000.0,2023-06-30
0.0,0.232,202284000000.0,-48030000000.0,182696000000.0,401128000000.0,202284000000.0,-37958000000.0,-48663000000.0,58022000000.0,9359000000.0,-48030000000.0,-48030000000.0,1092431000000.0,-49342000000.0,3130592000.0,3130592000.0,-15.34,-15.34,-48030000000.0,-48030000000.0,-48030000000.0,-59000000.0,-47971000000.0,-47971000000.0,-48009000000.0,-95980000000.0,2025000000.0,2025000000.0,-48663000000.0,58022000000.0,9359000000.0,-49342000000.0,748849000000.0,71709000000.0,240242000000.0,240242000000.0,240242000000.0,240242000000.0,183946000000.0,252952000000.0,699507000000.0,343582000000.0,1043089000000.0,1043089000000.0,2023-09-30
0.0,0.232,314889000000.0,105720000000.0,187061000000.0,329758000000.0,314889000000.0,127828000000.0,-44779000000.0,66568000000.0,21789000000.0,105720000000.0,105720000000.0,1044771000000.0,104914000000.0,,,,,105720000000.0,105720000000.0,105720000000.0,-35000000.0,105755000000.0,105756000000.0,-44496000000.0,61260000000.0,39624000000.0,1124000000.0,-44779000000.0,66568000000.0,21789000000.0,66415000000.0,665290000000.0,73051000000.0,137338000000.0,137338000000.0,137338000000.0,137338000000.0,187381000000.0,267520000000.0,731705000000.0,379481000000.0,1111186000000.0,1111186000000.0,2023-12-31
