tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.201574,0.0,0.0,382223000.0,9835000.0,510322000.0,-31901000.0,31901000.0,382223000.0,382223000.0,2501251000.0,278888000.0,276625000.0,1.37,1.38,382223000.0,382223000.0,382223000.0,239000.0,381984000.0,381984000.0,96437000.0,478421000.0,165937000.0,0.0,-31901000.0,31901000.0,222948000.0,2979672000.0,2979672000.0,2022-12-31
0.0,0.214,,,294126000.0,9737000.0,407907000.0,-31836000.0,31836000.0,294126000.0,294126000.0,2509438000.0,277339000.0,274977000.0,1.06,1.07,294126000.0,294126000.0,294126000.0,-1603000.0,295729000.0,295729000.0,80342000.0,376071000.0,124307000.0,,-31836000.0,31836000.0,195391000.0,2885509000.0,2885509000.0,2023-03-31
0.0,0.222,,,356308000.0,-2837000.0,489040000.0,-31856000.0,31856000.0,356308000.0,356308000.0,2527504000.0,273095000.0,270864000.0,1.3,1.32,356308000.0,356308000.0,356308000.0,584000.0,355724000.0,355724000.0,101460000.0,457184000.0,113910000.0,,-31856000.0,31856000.0,183829000.0,2984688000.0,2984688000.0,2023-06-30
0.0,0.206,,,333586000.0,-3606000.0,451837000.0,-31888000.0,31888000.0,333586000.0,333586000.0,2633187000.0,271439000.0,269191000.0,1.23,1.24,333586000.0,333586000.0,333586000.0,156000.0,333430000.0,333430000.0,86519000.0,419949000.0,137244000.0,,-31888000.0,31888000.0,196874000.0,3053136000.0,3053136000.0,2023-09-30
0.0,0.203981,,,397339000.0,-24155000.0,533077000.0,-31879000.0,31879000.0,397339000.0,397339000.0,2686608000.0,271015000.0,269053000.0,1.47,1.48,397339000.0,397339000.0,397339000.0,-1624000.0,398963000.0,398963000.0,102235000.0,501198000.0,160429000.0,,-31879000.0,31879000.0,234642000.0,3187806000.0,3187806000.0,2023-12-31
