treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,goodwill,net_ppe,prepaid_assets,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,long_term_equity_investment,investments_in_other_ventures_under_equity_method
264468528.0,264546100.0,529014628.0,1387848000.0,2837194000.0,6562823000.0,9585526000.0,6562823000.0,6748332000.0,9585526000.0,6768161000.0,19829000.0,6748332000.0,-1264581000.0,-1264581000.0,3251429000.0,10161005000.0,997534000.0,105803000.0,105803000.0,0.0,27092938000.0,11646000.0,11646000.0,2837194000.0,2837194000.0,557481000.0,557481000.0,34350000.0,34350000.0,523131000.0,33861099000.0,19717473000.0,185509000.0,185509000.0,423232000.0,696468000.0,6239960000.0,233863000.0,39123000.0,193002000.0,5966974000.0,19036695000.0,17587349000.0,1449346000.0,2022-12-31,,,,,
266478098.0,262536530.0,529014628.0,1594175000.0,2836532000.0,6758506000.0,9780547000.0,6758506000.0,6944015000.0,9780547000.0,6965623000.0,21608000.0,6944015000.0,-1078917000.0,-1078917000.0,3387538000.0,10296539000.0,1008128000.0,105803000.0,105803000.0,,27330441000.0,,,2836532000.0,2836532000.0,539333000.0,539333000.0,,,539333000.0,34296064000.0,19980069000.0,185509000.0,185509000.0,421102000.0,701295000.0,6886053000.0,583970000.0,205291000.0,194944000.0,6096792000.0,19333470000.0,18091113000.0,1242357000.0,2023-03-31,,,,,
271498056.0,257516572.0,529014628.0,1012252000.0,2835810000.0,6712588000.0,9722995000.0,6712588000.0,6887185000.0,9722995000.0,6908352000.0,21167000.0,6887185000.0,-1181673000.0,-1181673000.0,3682281000.0,10624518000.0,1020818000.0,105803000.0,105803000.0,0.0,28400342000.0,,,2835810000.0,2835810000.0,598162000.0,598162000.0,,,598162000.0,35308694000.0,20019302000.0,174597000.0,174597000.0,421049000.0,753094000.0,7285879000.0,484457000.0,313837000.0,181562000.0,6487585000.0,19826870000.0,18003312000.0,1823558000.0,2023-06-30,,,,,
270971091.0,258043531.0,529014622.0,1190882000.0,2836956000.0,6740982000.0,9752535000.0,6740982000.0,6915579000.0,9752535000.0,6929909000.0,14330000.0,6915579000.0,-1322819000.0,-1322819000.0,3676403000.0,10800697000.0,1008301000.0,105803000.0,105803000.0,0.0,29181439000.0,,,2836956000.0,2836956000.0,626448000.0,626448000.0,,,626448000.0,36111348000.0,21042415000.0,174597000.0,174597000.0,423279000.0,756236000.0,7224150000.0,401982000.0,291363000.0,177750000.0,6530805000.0,20628551000.0,18982477000.0,1646074000.0,2023-09-30,,,,,
272469871.0,256544757.0,529014628.0,1473846000.0,2837041000.0,7280834000.0,10292472000.0,7280834000.0,7455431000.0,10287072000.0,7469237000.0,13806000.0,7455431000.0,-925838000.0,-925838000.0,3783133000.0,11040908000.0,1017691000.0,105803000.0,105803000.0,0.0,29732778000.0,42660000.0,42660000.0,2831641000.0,2831641000.0,678689000.0,678689000.0,47525000.0,47525000.0,631164000.0,37202015000.0,23828359000.0,174597000.0,174597000.0,426803000.0,758927000.0,6948793000.0,,1318000.0,201271000.0,6947475000.0,21488131000.0,20124936000.0,1363195000.0,2023-12-31,5400000.0,5400000.0,5400000.0,1621655000.0,1621655000.0
