treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
25917558.0,37862970.0,63780528.0,264000000.0,13037000000.0,-1854000000.0,15267000000.0,7324000000.0,-1854000000.0,552000000.0,2782000000.0,14767000000.0,2782000000.0,2782000000.0,-267000000.0,-267000000.0,30983000000.0,27541000000.0,6491000000.0,0.0,0.0,22579000000.0,14105000000.0,172000000.0,711000000.0,685000000.0,685000000.0,12537000000.0,552000000.0,11985000000.0,8474000000.0,2223000000.0,2223000000.0,500000000.0,500000000.0,,500000000.0,5751000000.0,3244000000.0,2507000000.0,2507000000.0,25361000000.0,9563000000.0,824000000.0,2789000000.0,2789000000.0,565000000.0,2789000000.0,4636000000.0,1829000000.0,2807000000.0,1314000000.0,-1324000000.0,2638000000.0,277000000.0,0.0,645000000.0,1716000000.0,0.0,15798000000.0,1173000000.0,,2229000000.0,2229000000.0,-117000000.0,2346000000.0,12396000000.0,175000000.0,12221000000.0,2022-12-31
26796116.0,37212219.0,64008335.0,,12665000000.0,-3519000000.0,13200000000.0,6562000000.0,-3519000000.0,539000000.0,1074000000.0,12346000000.0,1074000000.0,1074000000.0,-267000000.0,-267000000.0,33178000000.0,27807000000.0,6712000000.0,0.0,0.0,24132000000.0,13062000000.0,172000000.0,711000000.0,368000000.0,368000000.0,11811000000.0,539000000.0,11272000000.0,11070000000.0,4500000000.0,4500000000.0,854000000.0,854000000.0,854000000.0,,5716000000.0,3584000000.0,2132000000.0,2132000000.0,25206000000.0,7574000000.0,854000000.0,806000000.0,806000000.0,374000000.0,806000000.0,4593000000.0,1777000000.0,2816000000.0,1321000000.0,,1321000000.0,,,1321000000.0,,,17632000000.0,430000000.0,655000000.0,2048000000.0,2048000000.0,-93000000.0,2141000000.0,14499000000.0,359000000.0,14140000000.0,2023-03-31
27973942.0,36040590.0,64014532.0,,14586000000.0,-5208000000.0,13388000000.0,6868000000.0,-5208000000.0,533000000.0,-665000000.0,12533000000.0,-665000000.0,-665000000.0,-291000000.0,-291000000.0,36319000000.0,29097000000.0,6848000000.0,0.0,0.0,27223000000.0,14742000000.0,157000000.0,516000000.0,338000000.0,338000000.0,13731000000.0,533000000.0,13198000000.0,12481000000.0,6040000000.0,6040000000.0,855000000.0,855000000.0,855000000.0,,5586000000.0,3463000000.0,2123000000.0,2123000000.0,26558000000.0,7209000000.0,886000000.0,440000000.0,440000000.0,36000000.0,404000000.0,4543000000.0,1722000000.0,2821000000.0,1340000000.0,,1340000000.0,,,1340000000.0,,,19349000000.0,453000000.0,849000000.0,2805000000.0,2805000000.0,-87000000.0,2892000000.0,15242000000.0,640000000.0,14602000000.0,2023-06-30
28843826.0,35188336.0,64032162.0,475000000.0,14316000000.0,-5089000000.0,13144000000.0,5647000000.0,-5089000000.0,547000000.0,-625000000.0,11231000000.0,-625000000.0,-625000000.0,-285000000.0,-285000000.0,38944000000.0,31608000000.0,6996000000.0,0.0,0.0,26260000000.0,13428000000.0,160000000.0,515000000.0,350000000.0,350000000.0,12403000000.0,547000000.0,11856000000.0,12832000000.0,3717000000.0,3717000000.0,1913000000.0,1913000000.0,1913000000.0,,7202000000.0,4182000000.0,3020000000.0,3020000000.0,25635000000.0,7156000000.0,896000000.0,420000000.0,420000000.0,,420000000.0,4464000000.0,1660000000.0,2804000000.0,1376000000.0,,1376000000.0,,,1376000000.0,,,18479000000.0,434000000.0,680000000.0,3447000000.0,3447000000.0,-116000000.0,3563000000.0,13918000000.0,624000000.0,13294000000.0,2023-09-30
29650351.0,34397649.0,64048000.0,2077000000.0,14783000000.0,-7183000000.0,11440000000.0,3704000000.0,-7183000000.0,599000000.0,-2744000000.0,9479000000.0,-2744000000.0,-2744000000.0,-323000000.0,-323000000.0,41426000000.0,31830000000.0,7175000000.0,0.0,0.0,27086000000.0,13756000000.0,161000000.0,515000000.0,258000000.0,258000000.0,12822000000.0,599000000.0,12223000000.0,13330000000.0,3254000000.0,3254000000.0,1961000000.0,1961000000.0,,,8115000000.0,4635000000.0,3480000000.0,3480000000.0,24342000000.0,7308000000.0,940000000.0,440000000.0,440000000.0,,440000000.0,4439000000.0,1613000000.0,2826000000.0,1489000000.0,-1219000000.0,2708000000.0,228000000.0,,705000000.0,1775000000.0,0.0,17034000000.0,1098000000.0,,3253000000.0,3253000000.0,-137000000.0,3390000000.0,12683000000.0,576000000.0,12107000000.0,2023-12-31
