free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
2098000000.0,-2343000000.0,-778000000.0,3621000000.0,-75000000.0,140000000.0,99000000.0,12251000000.0,9046000000.0,43000000.0,3162000000.0,479000000.0,479000000.0,-21000000.0,,-2343000000.0,-2343000000.0,2843000000.0,2843000000.0,-778000000.0,3621000000.0,510000000.0,510000000.0,-1000000.0,-15000000.0,2000000.0,-17000000.0,526000000.0,-75000000.0,2173000000.0,2173000000.0,1028000000.0,691000000.0,207000000.0,130000000.0,130000000.0,-2000000.0,102000000.0,53000000.0,-11000000.0,-11000000.0,163000000.0,163000000.0,163000000.0,-395000000.0,-179000000.0,24000000.0,1235000000.0,2022-12-31
2801000000.0,-2150000000.0,-500000000.0,,-88000000.0,142000000.0,311000000.0,14172000000.0,12251000000.0,8000000.0,1913000000.0,-2562000000.0,-2562000000.0,-17000000.0,105000000.0,-2150000000.0,-2150000000.0,-500000000.0,-500000000.0,-500000000.0,,1586000000.0,1586000000.0,-9000000.0,1683000000.0,1683000000.0,,-88000000.0,-88000000.0,2889000000.0,2889000000.0,2476000000.0,2200000000.0,118000000.0,158000000.0,158000000.0,,113000000.0,54000000.0,-340000000.0,-340000000.0,161000000.0,161000000.0,161000000.0,159000000.0,133000000.0,26000000.0,266000000.0,2023-03-31
1645000000.0,-3099000000.0,0.0,,-92000000.0,214000000.0,1013000000.0,14630000000.0,14172000000.0,-15000000.0,473000000.0,-1225000000.0,-1225000000.0,-23000000.0,4000000.0,-3099000000.0,-3099000000.0,1893000000.0,1893000000.0,0.0,,-39000000.0,-39000000.0,11000000.0,42000000.0,54000000.0,,-92000000.0,-92000000.0,1737000000.0,1737000000.0,85000000.0,1123000000.0,-208000000.0,-830000000.0,-830000000.0,,128000000.0,81000000.0,-49000000.0,-49000000.0,160000000.0,160000000.0,160000000.0,42000000.0,34000000.0,8000000.0,1290000000.0,2023-06-30
1301000000.0,-2640000000.0,0.0,0.0,-71000000.0,201000000.0,249000000.0,13326000000.0,14630000000.0,-22000000.0,-1282000000.0,-2632000000.0,-2632000000.0,-5000000.0,13000000.0,-2640000000.0,-2640000000.0,0.0,0.0,0.0,0.0,-22000000.0,-22000000.0,1000000.0,48000000.0,48000000.0,0.0,-71000000.0,-71000000.0,1372000000.0,1372000000.0,-1456000000.0,-808000000.0,186000000.0,-834000000.0,-834000000.0,,128000000.0,89000000.0,-20000000.0,-20000000.0,169000000.0,169000000.0,169000000.0,-52000000.0,-16000000.0,-36000000.0,2511000000.0,2023-09-30
1252000000.0,-2488000000.0,0.0,0.0,-94000000.0,285000000.0,216000000.0,12135000000.0,13326000000.0,-8000000.0,-1183000000.0,-2490000000.0,-2490000000.0,-14000000.0,12000000.0,-2488000000.0,-2488000000.0,0.0,0.0,0.0,0.0,-39000000.0,-39000000.0,0.0,55000000.0,55000000.0,0.0,-94000000.0,-94000000.0,1346000000.0,1346000000.0,604000000.0,369000000.0,59000000.0,176000000.0,176000000.0,2000000.0,161000000.0,106000000.0,-69000000.0,-69000000.0,175000000.0,175000000.0,175000000.0,145000000.0,-20000000.0,165000000.0,222000000.0,2023-12-31
