tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
54250000.0,0.149449,1397000000.0,363000000.0,363000000.0,1235000000.0,163000000.0,1760000000.0,1597000000.0,-14000000.0,145000000.0,131000000.0,926250000.0,1235000000.0,2943000000.0,1345000000.0,38709000.0,38524000.0,31.92,32.07,1235000000.0,1235000000.0,1235000000.0,1235000000.0,1235000000.0,217000000.0,1452000000.0,360000000.0,-3000000.0,239000000.0,-239000000.0,124000000.0,-14000000.0,145000000.0,131000000.0,1106000000.0,2943000000.0,126000000.0,124000000.0,124000000.0,2693000000.0,1788000000.0,905000000.0,307000000.0,598000000.0,4049000000.0,4049000000.0,2022-12-31
-23188000.0,0.124,845000000.0,-187000000.0,-187000000.0,266000000.0,161000000.0,658000000.0,497000000.0,34000000.0,194000000.0,228000000.0,429812000.0,266000000.0,3327000000.0,450000000.0,37983000.0,37621000.0,7.0,7.07,266000000.0,266000000.0,266000000.0,266000000.0,266000000.0,37000000.0,303000000.0,-182000000.0,5000000.0,-1000000.0,1000000.0,-186000000.0,34000000.0,194000000.0,228000000.0,451000000.0,3327000000.0,137000000.0,120000000.0,120000000.0,3070000000.0,2059000000.0,1011000000.0,289000000.0,722000000.0,3778000000.0,3778000000.0,2023-03-31
-16849000.0,0.203,2102000000.0,-83000000.0,-83000000.0,1290000000.0,160000000.0,2019000000.0,1859000000.0,25000000.0,241000000.0,266000000.0,1356151000.0,1290000000.0,3788000000.0,1673000000.0,36964000.0,36678000.0,34.89,35.16,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,328000000.0,1618000000.0,-81000000.0,2000000.0,-1000000.0,1000000.0,-82000000.0,25000000.0,241000000.0,266000000.0,1674000000.0,3788000000.0,144000000.0,121000000.0,121000000.0,3523000000.0,2467000000.0,1056000000.0,304000000.0,752000000.0,5462000000.0,5462000000.0,2023-06-30
2639000.0,0.203,3559000000.0,13000000.0,13000000.0,2511000000.0,169000000.0,3572000000.0,3403000000.0,35000000.0,254000000.0,289000000.0,2500639000.0,2511000000.0,4236000000.0,3103000000.0,35987000.0,35570000.0,69.8,70.62,2511000000.0,2511000000.0,2511000000.0,2511000000.0,2511000000.0,638000000.0,3149000000.0,9000000.0,-4000000.0,-2000000.0,2000000.0,15000000.0,35000000.0,254000000.0,289000000.0,3105000000.0,4236000000.0,187000000.0,129000000.0,129000000.0,3920000000.0,2745000000.0,1175000000.0,387000000.0,788000000.0,7341000000.0,7341000000.0,2023-09-30
-46620000.0,0.21,1016000000.0,-222000000.0,-222000000.0,222000000.0,175000000.0,794000000.0,619000000.0,29000000.0,208000000.0,237000000.0,397380000.0,222000000.0,4179000000.0,609000000.0,,,,,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,189000000.0,411000000.0,-223000000.0,-1000000.0,4000000.0,,-226000000.0,29000000.0,208000000.0,237000000.0,605000000.0,4179000000.0,192000000.0,134000000.0,134000000.0,3853000000.0,2246000000.0,1607000000.0,575000000.0,1032000000.0,4784000000.0,4784000000.0,2023-12-31
