ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,commercial_paper
44344206.0,44344206.0,660601000.0,1285616000.0,817666000.0,3626930000.0,754488000.0,817666000.0,413907000.0,2755221000.0,3435299000.0,2757675000.0,2454000.0,2755221000.0,-71558000.0,-71558000.0,2382564000.0,431429000.0,12786000.0,12786000.0,6457976000.0,2180687000.0,86384000.0,54480000.0,660276000.0,20482000.0,41272000.0,290040000.0,217075000.0,72965000.0,1024663000.0,344585000.0,680078000.0,3090000.0,4277289000.0,107581000.0,1807371000.0,1777161000.0,30210000.0,260953000.0,69322000.0,191631000.0,98327000.0,93304000.0,80529000.0,316980000.0,1703875000.0,339337000.0,1364538000.0,245460000.0,51260000.0,32048000.0,1067818000.0,9215651000.0,4183874000.0,227786000.0,29208000.0,20025000.0,431501000.0,36572000.0,166599000.0,6995000.0,6995000.0,159604000.0,1937555000.0,435061000.0,1502494000.0,1354653000.0,-1381178000.0,2735831000.0,405446000.0,1488397000.0,841988000.0,0.0,5031777000.0,47187000.0,310208000.0,1743829000.0,-16900000.0,1760729000.0,2718405000.0,-7741000.0,1742855000.0,983291000.0,212148000.0,1040000.0,211108000.0,2022-12-31,
44347648.0,44347648.0,785883000.0,1332908000.0,864077000.0,3716093000.0,806657000.0,864077000.0,395552000.0,2778737000.0,3414165000.0,2781343000.0,2606000.0,2778737000.0,,,,,,,6683406000.0,2121207000.0,274936000.0,,595310000.0,,,286180000.0,227870000.0,58310000.0,964781000.0,329353000.0,635428000.0,,4562199000.0,,1831397000.0,1831397000.0,,368127000.0,66199000.0,301928000.0,301928000.0,,,,2362675000.0,,2362675000.0,1236072000.0,,,1126603000.0,9464749000.0,4095893000.0,214192000.0,23329000.0,23329000.0,322239000.0,,254158000.0,93363000.0,93363000.0,160795000.0,1914660000.0,,,1367315000.0,,1367315000.0,1367315000.0,,,,5368856000.0,,,2171691000.0,,,3043631000.0,,314934000.0,2728697000.0,153534000.0,2061000.0,151473000.0,2023-03-31,
44347648.0,44347648.0,1033886000.0,1564302000.0,888592000.0,3937836000.0,515824000.0,888592000.0,418736000.0,2792270000.0,3170434000.0,2794486000.0,2216000.0,2792270000.0,,,,,,,6765019000.0,1858243000.0,279459000.0,,582726000.0,,,263385000.0,200806000.0,62579000.0,732673000.0,354509000.0,378164000.0,,4906776000.0,,1808462000.0,1808462000.0,,831629000.0,64227000.0,767402000.0,767402000.0,,,,2266685000.0,,2266685000.0,1208126000.0,,,1058559000.0,9559505000.0,4136905000.0,209137000.0,26482000.0,26482000.0,311652000.0,,251938000.0,86651000.0,86651000.0,165287000.0,1903678000.0,,,1434018000.0,,1434018000.0,1434018000.0,,,,5422600000.0,,,2215706000.0,,,3068779000.0,,297406000.0,2771373000.0,138115000.0,26435000.0,111680000.0,2023-06-30,
44402711.0,44402711.0,1097208000.0,1627240000.0,949942000.0,4060331000.0,570478000.0,949942000.0,409744000.0,2842835000.0,3211855000.0,2845129000.0,2294000.0,2842835000.0,,,,,,,6770122000.0,1924599000.0,281289000.0,,566562000.0,,,360830000.0,298566000.0,62264000.0,715918000.0,346898000.0,369020000.0,,4845523000.0,,1568218000.0,1568218000.0,,911322000.0,62846000.0,848476000.0,72141000.0,776335000.0,,,2365983000.0,,2365983000.0,1265494000.0,,,1100489000.0,9615251000.0,4199250000.0,203160000.0,22769000.0,22769000.0,355398000.0,,244407000.0,90072000.0,90072000.0,154335000.0,1892893000.0,,,1480623000.0,,1480623000.0,1480623000.0,,,,5416001000.0,,,2291626000.0,,,2977505000.0,,282972000.0,2694533000.0,146870000.0,26582000.0,120288000.0,2023-09-30,
44453850.0,44453850.0,838525000.0,1466444000.0,1057918000.0,3983457000.0,684234000.0,1057918000.0,430490000.0,2947503000.0,3331577000.0,2950291000.0,2788000.0,2947503000.0,-17797000.0,-17797000.0,2508914000.0,443570000.0,12816000.0,12816000.0,6789291000.0,1965445000.0,74032000.0,47376000.0,552489000.0,11028000.0,123787000.0,409559000.0,354319000.0,55240000.0,747174000.0,363100000.0,384074000.0,,4823846000.0,69036000.0,1684490000.0,1656103000.0,28387000.0,719270000.0,67390000.0,651880000.0,237320000.0,100940000.0,83393000.0,352684000.0,1914973000.0,332282000.0,1582691000.0,258960000.0,69605000.0,40006000.0,1254126000.0,9739582000.0,4231502000.0,206943000.0,33915000.0,23423000.0,420466000.0,14279000.0,152480000.0,7130000.0,7130000.0,145350000.0,1889585000.0,390520000.0,1499065000.0,1513834000.0,-1468880000.0,2982714000.0,425884000.0,1616126000.0,940704000.0,0.0,5508080000.0,36070000.0,373486000.0,2031814000.0,-34820000.0,2066634000.0,2858763000.0,-8024000.0,2099698000.0,767089000.0,207947000.0,10518000.0,197429000.0,2023-12-31,313620000.0
