tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.23,133595000.0,85296000.0,40162000.0,1125800000.0,133595000.0,93433000.0,-26759000.0,14327000.0,85296000.0,85296000.0,1386099000.0,120331000.0,44583000.0,44343000.0,1.91,1.92,85296000.0,85296000.0,85296000.0,-175000.0,85471000.0,85471000.0,1818000.0,-4547000.0,79106000.0,-14466000.0,6328000.0,-26759000.0,,14327000.0,120331000.0,260299000.0,-28644000.0,125425000.0,163518000.0,87745000.0,75773000.0,75773000.0,380630000.0,1125800000.0,1506430000.0,1506430000.0,2022-12-31
0.0,0.128169,134956000.0,62069000.0,41058000.0,1031972000.0,134956000.0,93898000.0,-24212000.0,,62069000.0,62069000.0,1299590000.0,93898000.0,44459000.0,44345000.0,1.4,1.4,62069000.0,62069000.0,62069000.0,-104000.0,62173000.0,62173000.0,3028000.0,8695000.0,67840000.0,-1846000.0,-1846000.0,-24212000.0,24212000.0,,93898000.0,267618000.0,,110318000.0,157300000.0,80160000.0,77140000.0,77140000.0,361516000.0,1031972000.0,1393488000.0,1393488000.0,2023-03-31
0.0,0.136307,139581000.0,62351000.0,39677000.0,1081739000.0,139581000.0,99904000.0,-32057000.0,32057000.0,62351000.0,62351000.0,1352313000.0,101582000.0,44637000.0,44348000.0,1.4,1.41,62351000.0,62351000.0,62351000.0,-72000.0,62423000.0,62423000.0,3824000.0,9248000.0,67847000.0,-1678000.0,-1678000.0,-32057000.0,,32057000.0,101582000.0,270574000.0,,93432000.0,177142000.0,101718000.0,75424000.0,75424000.0,372156000.0,1081739000.0,1453895000.0,1453895000.0,2023-06-30
0.0,0.146239,146941000.0,60703000.0,42742000.0,1134393000.0,146941000.0,104199000.0,-35722000.0,35722000.0,60703000.0,60703000.0,1395517000.0,106050000.0,44642000.0,44360000.0,1.36,1.37,60703000.0,60703000.0,60703000.0,-155000.0,60858000.0,60858000.0,2395000.0,10014000.0,68477000.0,-1851000.0,-1851000.0,-35722000.0,,35722000.0,106050000.0,261124000.0,,103315000.0,157809000.0,85967000.0,71842000.0,71842000.0,367174000.0,1134393000.0,1501567000.0,1501567000.0,2023-09-30
0.0,0.23,48128000.0,30008000.0,41322000.0,1243686000.0,48128000.0,6806000.0,-45836000.0,-15524000.0,30008000.0,30008000.0,1564812000.0,67578000.0,,,,,30008000.0,30008000.0,30008000.0,-394000.0,30402000.0,30402000.0,3028000.0,-5044000.0,22330000.0,7184000.0,4947000.0,-45836000.0,,-15524000.0,60982000.0,321126000.0,,117355000.0,203771000.0,91296000.0,112475000.0,105879000.0,382108000.0,1243686000.0,1625794000.0,1625794000.0,2023-12-31
