tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-375232015.245355,0.306813,3997000000.0,-1223000000.0,-1223000000.0,1454000000.0,558000000.0,11802000000.0,2774000000.0,2216000000.0,-48000000.0,117000000.0,69000000.0,2301767984.754645,1454000000.0,13992000000.0,1680000000.0,520900000.0,517400000.0,2.79,2.81,1454000000.0,1454000000.0,1454000000.0,0.0,1454000000.0,1454000000.0,-1000000.0,644000000.0,2099000000.0,-458000000.0,765000000.0,-298000000.0,-48000000.0,117000000.0,69000000.0,2605000000.0,2190000000.0,310000000.0,401000000.0,1479000000.0,4795000000.0,11802000000.0,16597000000.0,16597000000.0,2022-12-31
-22327000.0,0.269,3378000000.0,-83000000.0,-83000000.0,1943000000.0,532000000.0,10320000000.0,3295000000.0,2763000000.0,-36000000.0,129000000.0,93000000.0,2003673000.0,1943000000.0,13131000000.0,2731000000.0,519400000.0,516200000.0,3.74,3.76,1943000000.0,1943000000.0,1943000000.0,1000000.0,1942000000.0,1942000000.0,16000000.0,708000000.0,2634000000.0,-61000000.0,22000000.0,-83000000.0,-36000000.0,129000000.0,93000000.0,2731000000.0,2811000000.0,876000000.0,472000000.0,1463000000.0,5542000000.0,10320000000.0,15862000000.0,15862000000.0,2023-03-31
6180000.0,0.206,4291000000.0,30000000.0,30000000.0,2922000000.0,542000000.0,11310000000.0,4321000000.0,3779000000.0,-31000000.0,127000000.0,96000000.0,2898180000.0,2922000000.0,13666000000.0,3652000000.0,515000000.0,512900000.0,5.67,5.7,2922000000.0,2922000000.0,2922000000.0,-2000000.0,2924000000.0,2924000000.0,24000000.0,752000000.0,3652000000.0,31000000.0,1000000.0,30000000.0,-31000000.0,127000000.0,96000000.0,3652000000.0,2356000000.0,300000000.0,528000000.0,1528000000.0,6008000000.0,11310000000.0,17318000000.0,17318000000.0,2023-06-30
4807000.0,0.209,4146000000.0,23000000.0,23000000.0,2794000000.0,525000000.0,10863000000.0,4169000000.0,3644000000.0,6000000.0,129000000.0,135000000.0,2775807000.0,2794000000.0,13361000000.0,3449000000.0,512600000.0,509800000.0,5.45,5.48,2794000000.0,2794000000.0,2794000000.0,1000000.0,2793000000.0,2793000000.0,12000000.0,734000000.0,3515000000.0,60000000.0,37000000.0,23000000.0,6000000.0,129000000.0,135000000.0,3449000000.0,2498000000.0,320000000.0,554000000.0,1624000000.0,5947000000.0,10863000000.0,16810000000.0,16810000000.0,2023-09-30
-9936903.662665,0.180671,3975000000.0,-55000000.0,-55000000.0,2676000000.0,545000000.0,11304000000.0,3920000000.0,3375000000.0,44000000.0,126000000.0,170000000.0,2721063096.337335,2676000000.0,13936000000.0,3134000000.0,507000000.0,504400000.0,5.28,5.31,2676000000.0,2676000000.0,2676000000.0,3000000.0,2673000000.0,2673000000.0,11000000.0,587000000.0,3249000000.0,71000000.0,126000000.0,-55000000.0,44000000.0,126000000.0,170000000.0,3134000000.0,2632000000.0,322000000.0,554000000.0,1756000000.0,5766000000.0,11304000000.0,17070000000.0,17070000000.0,2023-12-31
