free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
2031000000.0,-921000000.0,-2439000000.0,1104000000.0,49000000.0,-708000000.0,7013000000.0,6355000000.0,-115000000.0,773000000.0,-1123000000.0,-1123000000.0,-9000000.0,-620000000.0,-620000000.0,-872000000.0,-921000000.0,49000000.0,378000000.0,1713000000.0,-1335000000.0,-2439000000.0,1104000000.0,-843000000.0,-843000000.0,120000000.0,-419000000.0,303000000.0,-722000000.0,0.0,0.0,,164000000.0,164000000.0,-708000000.0,2739000000.0,2739000000.0,-133000000.0,17000000.0,-131000000.0,-267000000.0,334000000.0,322000000.0,12000000.0,12000000.0,499000000.0,-585000000.0,569000000.0,-28000000.0,-28000000.0,558000000.0,558000000.0,,,1454000000.0,2022-12-31
823000000.0,-425000000.0,-1475000000.0,1517000000.0,,-750000000.0,6796000000.0,7013000000.0,-1000000.0,-216000000.0,-1106000000.0,-1106000000.0,,-620000000.0,-620000000.0,-425000000.0,-425000000.0,,-61000000.0,-103000000.0,42000000.0,-1475000000.0,1517000000.0,-683000000.0,-683000000.0,199000000.0,-302000000.0,239000000.0,-541000000.0,-14000000.0,,-14000000.0,184000000.0,184000000.0,-750000000.0,1573000000.0,1573000000.0,-1399000000.0,365000000.0,296000000.0,107000000.0,-435000000.0,-912000000.0,477000000.0,477000000.0,-1403000000.0,-329000000.0,117000000.0,-191000000.0,-191000000.0,532000000.0,532000000.0,572000000.0,572000000.0,1942000000.0,2023-03-31
2542000000.0,-1426000000.0,-828000000.0,1782000000.0,,-707000000.0,7394000000.0,6796000000.0,-59000000.0,657000000.0,-1393000000.0,-1393000000.0,,-618000000.0,-618000000.0,-1426000000.0,-1426000000.0,,651000000.0,-303000000.0,954000000.0,-828000000.0,1782000000.0,-1199000000.0,-1199000000.0,-343000000.0,-333000000.0,224000000.0,-557000000.0,0.0,,0.0,184000000.0,184000000.0,-707000000.0,3249000000.0,3249000000.0,-42000000.0,-81000000.0,70000000.0,-26000000.0,288000000.0,731000000.0,-443000000.0,-443000000.0,-157000000.0,-136000000.0,-11000000.0,-164000000.0,-164000000.0,542000000.0,542000000.0,0.0,0.0,2924000000.0,2023-06-30
3279000000.0,-358000000.0,-2156000000.0,3061000000.0,,-781000000.0,6560000000.0,7394000000.0,-59000000.0,-775000000.0,-1400000000.0,-1400000000.0,,-663000000.0,-663000000.0,-322000000.0,-358000000.0,,-415000000.0,-1320000000.0,905000000.0,-2156000000.0,3061000000.0,-3435000000.0,-3435000000.0,-475000000.0,-2374000000.0,284000000.0,-2658000000.0,0.0,,0.0,195000000.0,195000000.0,-781000000.0,4060000000.0,4060000000.0,736000000.0,232000000.0,-28000000.0,47000000.0,203000000.0,769000000.0,-566000000.0,-566000000.0,136000000.0,146000000.0,99000000.0,-93000000.0,-93000000.0,525000000.0,525000000.0,0.0,0.0,2793000000.0,2023-09-30
3149000000.0,-2766000000.0,-1859000000.0,1897000000.0,-24000000.0,-854000000.0,6985000000.0,6560000000.0,9000000.0,416000000.0,-3033000000.0,-3033000000.0,,-662000000.0,-662000000.0,-2790000000.0,-2766000000.0,-24000000.0,419000000.0,381000000.0,38000000.0,-1859000000.0,1897000000.0,-554000000.0,-554000000.0,-348000000.0,420000000.0,1144000000.0,-724000000.0,10000000.0,,10000000.0,218000000.0,218000000.0,-854000000.0,4003000000.0,4003000000.0,856000000.0,-436000000.0,101000000.0,-223000000.0,472000000.0,694000000.0,-222000000.0,-222000000.0,1060000000.0,-118000000.0,170000000.0,-144000000.0,-144000000.0,545000000.0,545000000.0,-97000000.0,0.0,2673000000.0,2023-12-31
