treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
298549134.0,516345490.0,814894624.0,30101000000.0,36993000000.0,9823000000.0,52974000000.0,12254000000.0,9823000000.0,-112000000.0,15869000000.0,41695000000.0,15891000000.0,22000000.0,15869000000.0,-2457000000.0,-2457000000.0,31748000000.0,43514000000.0,6560000000.0,6560000000.0,66052000000.0,34521000000.0,4604000000.0,4203000000.0,4203000000.0,25714000000.0,-112000000.0,25826000000.0,31531000000.0,2690000000.0,1860000000.0,1860000000.0,11279000000.0,11279000000.0,5322000000.0,5455000000.0,502000000.0,15702000000.0,6393000000.0,9309000000.0,620000000.0,8689000000.0,81943000000.0,38158000000.0,4593000000.0,2213000000.0,2213000000.0,13278000000.0,6046000000.0,758000000.0,5288000000.0,12028000000.0,-16036000000.0,28064000000.0,1020000000.0,5568000000.0,13838000000.0,7016000000.0,622000000.0,0.0,43785000000.0,2642000000.0,2642000000.0,16270000000.0,8138000000.0,1452000000.0,6680000000.0,17869000000.0,17869000000.0,7004000000.0,7004000000.0,2022-12-31
298974563.0,515920061.0,814894624.0,30249000000.0,37038000000.0,12146000000.0,55187000000.0,13818000000.0,12146000000.0,,18149000000.0,43022000000.0,18170000000.0,21000000.0,18149000000.0,-1746000000.0,-1746000000.0,32108000000.0,45457000000.0,6546000000.0,6546000000.0,65479000000.0,33637000000.0,4695000000.0,4069000000.0,4069000000.0,24873000000.0,,24873000000.0,31842000000.0,3035000000.0,2202000000.0,2202000000.0,12165000000.0,12165000000.0,12165000000.0,,,14440000000.0,5489000000.0,8951000000.0,0.0,8951000000.0,83649000000.0,37989000000.0,4554000000.0,2405000000.0,2405000000.0,13054000000.0,6003000000.0,694000000.0,5309000000.0,11973000000.0,,,,,,,,,45660000000.0,2889000000.0,,17633000000.0,8868000000.0,1656000000.0,7109000000.0,18349000000.0,18349000000.0,6789000000.0,6789000000.0,2023-03-31
304751527.0,510143097.0,814894624.0,30312000000.0,37699000000.0,12312000000.0,55934000000.0,11686000000.0,12312000000.0,,18235000000.0,41220000000.0,18256000000.0,21000000.0,18235000000.0,-1946000000.0,-1946000000.0,33391000000.0,47094000000.0,6478000000.0,6478000000.0,67171000000.0,31857000000.0,4788000000.0,4084000000.0,4084000000.0,22985000000.0,,22985000000.0,35314000000.0,3109000000.0,2137000000.0,2137000000.0,14714000000.0,14714000000.0,14714000000.0,,,15354000000.0,6248000000.0,9106000000.0,663000000.0,8443000000.0,85427000000.0,38427000000.0,4590000000.0,2607000000.0,2607000000.0,13183000000.0,5923000000.0,630000000.0,5293000000.0,12124000000.0,,,,,,,,,47000000000.0,3163000000.0,,17746000000.0,8979000000.0,1640000000.0,7127000000.0,18704000000.0,18704000000.0,7387000000.0,7387000000.0,2023-06-30
305809881.0,509084743.0,814894624.0,30594000000.0,37139000000.0,14617000000.0,57628000000.0,14881000000.0,14617000000.0,,20489000000.0,44748000000.0,20507000000.0,18000000.0,20489000000.0,-2232000000.0,-2232000000.0,33865000000.0,49888000000.0,6698000000.0,6698000000.0,66284000000.0,33160000000.0,4841000000.0,4060000000.0,4060000000.0,24259000000.0,,24259000000.0,33124000000.0,3115000000.0,2333000000.0,2333000000.0,12880000000.0,12880000000.0,12880000000.0,,,14796000000.0,6969000000.0,7827000000.0,0.0,7827000000.0,86791000000.0,38786000000.0,4891000000.0,2719000000.0,2719000000.0,13017000000.0,5872000000.0,604000000.0,5268000000.0,12287000000.0,,,,,,,,,48005000000.0,5138000000.0,,17580000000.0,8788000000.0,1650000000.0,7142000000.0,18742000000.0,18742000000.0,6545000000.0,6545000000.0,2023-09-30
315517355.0,499377269.0,814894624.0,30961000000.0,37878000000.0,13622000000.0,57433000000.0,12221000000.0,13622000000.0,-61000000.0,19494000000.0,44027000000.0,19503000000.0,9000000.0,19494000000.0,-1820000000.0,-1820000000.0,36339000000.0,51250000000.0,6403000000.0,6403000000.0,67973000000.0,33245000000.0,4675000000.0,4098000000.0,4098000000.0,24472000000.0,-61000000.0,24533000000.0,34728000000.0,3123000000.0,1929000000.0,1929000000.0,13406000000.0,13406000000.0,8763000000.0,4069000000.0,574000000.0,16270000000.0,7715000000.0,8555000000.0,649000000.0,7906000000.0,87476000000.0,40527000000.0,5257000000.0,2816000000.0,2816000000.0,13902000000.0,5872000000.0,564000000.0,5308000000.0,12680000000.0,-15943000000.0,28623000000.0,1259000000.0,5837000000.0,13757000000.0,7154000000.0,616000000.0,0.0,46949000000.0,4586000000.0,,16565000000.0,8308000000.0,1411000000.0,6846000000.0,18820000000.0,18820000000.0,6978000000.0,6978000000.0,2023-12-31
