free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,income_tax_paid_supplemental_data
-114900000.0,-195900000.0,476300000.0,-834200000.0,3131000000.0,2711000000.0,42500000.0,377500000.0,-85600000.0,-85600000.0,-16500000.0,14000000.0,-359400000.0,-359400000.0,276300000.0,-4100000.0,280400000.0,-195900000.0,476300000.0,-256200000.0,-256200000.0,5700000.0,572300000.0,591500000.0,-19200000.0,0.0,0.0,-834200000.0,-834200000.0,719300000.0,719300000.0,-337600000.0,-10900000.0,-257600000.0,-102800000.0,33700000.0,40400000.0,118400000.0,16100000.0,13800000.0,13800000.0,321500000.0,321500000.0,14900000.0,17200000.0,,572200000.0,2022-12-31,
-368200000.0,-400100000.0,1415300000.0,-1006900000.0,2242400000.0,3131000000.0,3500000.0,-892100000.0,689000000.0,689000000.0,42700000.0,3100000.0,-359800000.0,-359800000.0,1003000000.0,-12200000.0,1015200000.0,-400100000.0,1415300000.0,-2219800000.0,-2219800000.0,-49700000.0,-251200000.0,20100000.0,-271300000.0,-912000000.0,-912000000.0,-1006900000.0,-1006900000.0,638700000.0,638700000.0,-251700000.0,-113800000.0,-193700000.0,-9500000.0,65300000.0,121600000.0,-8000000.0,15100000.0,15200000.0,15200000.0,339600000.0,339600000.0,88700000.0,-95300000.0,,439800000.0,2023-03-31,
-477000000.0,-9800000.0,224700000.0,-1322400000.0,1637700000.0,2242400000.0,-21800000.0,-582900000.0,495500000.0,495500000.0,83300000.0,2400000.0,-388700000.0,-388700000.0,798500000.0,583600000.0,214900000.0,-9800000.0,224700000.0,-1923800000.0,-1923800000.0,-602900000.0,1500000.0,154400000.0,-152900000.0,0.0,0.0,-1322400000.0,-1322400000.0,845400000.0,845400000.0,-170100000.0,21900000.0,75900000.0,-21200000.0,-246700000.0,-211200000.0,102800000.0,14600000.0,-43100000.0,-43100000.0,339900000.0,339900000.0,5700000.0,-52000000.0,59000000.0,595600000.0,2023-06-30,
-460000000.0,-9600000.0,1399900000.0,-1462900000.0,1617000000.0,1637700000.0,-17700000.0,-3000000.0,510700000.0,510700000.0,-196300000.0,4500000.0,-388700000.0,-388700000.0,1091200000.0,-299100000.0,1390300000.0,-9600000.0,1399900000.0,-1516600000.0,-1516600000.0,12000000.0,-65700000.0,131000000.0,-196700000.0,0.0,0.0,-1462900000.0,-1462900000.0,1002900000.0,1002300000.0,334600000.0,-16200000.0,162100000.0,4100000.0,184600000.0,179900000.0,-236600000.0,14100000.0,-10600000.0,-10600000.0,357300000.0,357300000.0,-141700000.0,-131100000.0,0.0,685200000.0,2023-09-30,
-818900000.0,-54800000.0,810400000.0,-1445500000.0,1962600000.0,1617000000.0,21800000.0,323800000.0,1362800000.0,1362800000.0,-30100000.0,5300000.0,-388900000.0,-388900000.0,1776500000.0,1020900000.0,755600000.0,-54800000.0,810400000.0,-1665600000.0,-1665600000.0,-284700000.0,64600000.0,120100000.0,-55500000.0,,,-1445500000.0,-1445500000.0,626600000.0,626600000.0,-369600000.0,200000.0,-268500000.0,-48600000.0,-52700000.0,11800000.0,53300000.0,13800000.0,13500000.0,13500000.0,349200000.0,349200000.0,-42900000.0,-41500000.0,,609300000.0,2023-12-31,90100000.0
