ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,current_deferred_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number
154313000.0,154313000.0,518465000.0,3102094000.0,3110021000.0,2463962000.0,3102094000.0,518465000.0,3110021000.0,3110021000.0,3113535000.0,3514000.0,3110021000.0,-202553000.0,-202553000.0,3310892000.0,139000.0,1543000.0,1543000.0,0.0,2476899000.0,422844000.0,422844000.0,422844000.0,2054055000.0,323101000.0,323101000.0,95621000.0,95621000.0,1635333000.0,479262000.0,1156071000.0,47075000.0,47075000.0,1108996000.0,5590434000.0,1072417000.0,17622000.0,37449000.0,37449000.0,7927000.0,7927000.0,1009419000.0,-567758000.0,1577177000.0,4029000.0,507503000.0,420485000.0,505525000.0,139635000.0,4518017000.0,118696000.0,257545000.0,2107645000.0,2107645000.0,-9466000.0,2117111000.0,2034131000.0,2034131000.0,995228000.0,1038903000.0,2022-12-31,
152712000.0,152712000.0,520622000.0,3139242000.0,3147169000.0,2496955000.0,3139242000.0,520622000.0,3147169000.0,3147169000.0,3150368000.0,3199000.0,3147169000.0,-190498000.0,-190498000.0,3336140000.0,0.0,1527000.0,1527000.0,0.0,2182209000.0,422153000.0,422153000.0,422153000.0,1760056000.0,244667000.0,244667000.0,98469000.0,98469000.0,1416920000.0,432816000.0,984104000.0,33197000.0,33197000.0,950907000.0,5332577000.0,1075566000.0,20045000.0,38093000.0,38093000.0,7927000.0,7927000.0,1009501000.0,-577841000.0,1587342000.0,,1587342000.0,,,,4257011000.0,106080000.0,195670000.0,1604467000.0,1604467000.0,-8358000.0,1612825000.0,2350794000.0,2350794000.0,1081488000.0,1269306000.0,2023-03-31,
147222000.0,147222000.0,526791000.0,2548005000.0,2555932000.0,1903439000.0,2548005000.0,526791000.0,2555932000.0,2555932000.0,2558104000.0,2172000.0,2555932000.0,-198001000.0,-198001000.0,2752461000.0,0.0,1472000.0,1472000.0,0.0,2005936000.0,426829000.0,426829000.0,426829000.0,1579107000.0,218561000.0,218561000.0,99962000.0,99962000.0,1260584000.0,422134000.0,838450000.0,22936000.0,22936000.0,815514000.0,4564040000.0,1081494000.0,20520000.0,43550000.0,43550000.0,7927000.0,7927000.0,1009497000.0,-590490000.0,1599987000.0,,1599987000.0,,,,3482546000.0,184614000.0,175723000.0,1423622000.0,1423622000.0,-5802000.0,1429424000.0,1698587000.0,1698587000.0,791660000.0,906927000.0,2023-06-30,
145386000.0,145386000.0,519478000.0,2481853000.0,2489780000.0,1844871000.0,2481853000.0,519478000.0,2489780000.0,2489780000.0,2491474000.0,1694000.0,2489780000.0,-213060000.0,-213060000.0,2701386000.0,0.0,1454000.0,1454000.0,0.0,2086647000.0,419602000.0,419602000.0,419602000.0,1667045000.0,283797000.0,283797000.0,99876000.0,99876000.0,1283372000.0,423685000.0,859687000.0,13226000.0,13226000.0,846461000.0,4578121000.0,1066205000.0,19577000.0,50796000.0,50796000.0,7927000.0,7927000.0,987905000.0,-579961000.0,1567866000.0,,1567866000.0,,,,3511916000.0,189737000.0,223768000.0,1458983000.0,1458983000.0,-5724000.0,1464707000.0,1639428000.0,1639428000.0,969574000.0,669854000.0,2023-09-30,
143866000.0,143866000.0,527733000.0,2382423000.0,2390350000.0,1730784000.0,2382423000.0,527733000.0,2390350000.0,2390350000.0,2391413000.0,1063000.0,2390350000.0,-192057000.0,-192057000.0,2580968000.0,0.0,1439000.0,1439000.0,0.0,2132396000.0,427984000.0,427984000.0,427984000.0,1704412000.0,280909000.0,280909000.0,99749000.0,99749000.0,1323754000.0,447336000.0,876418000.0,15562000.0,15562000.0,860856000.0,4523809000.0,1088613000.0,21491000.0,63690000.0,63690000.0,7927000.0,7927000.0,995505000.0,-597473000.0,1592978000.0,2306000.0,516280000.0,412195000.0,519129000.0,143068000.0,3435196000.0,170907000.0,218807000.0,1532599000.0,1532599000.0,-6550000.0,1539149000.0,1512883000.0,1512883000.0,911676000.0,601207000.0,2023-12-31,0.0
