tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.331137,379425000.0,219276000.0,14922000.0,3004662000.0,379425000.0,364503000.0,-10170000.0,,13107000.0,219276000.0,219276000.0,3111822000.0,54291000.0,329706000.0,158535000.0,157269000.0,1.38,1.39,219276000.0,219276000.0,219276000.0,4539000.0,214737000.0,214737000.0,106311000.0,321048000.0,1512000.0,1512000.0,-10170000.0,,13107000.0,329706000.0,107160000.0,99041000.0,8119000.0,8119000.0,436866000.0,3004662000.0,3441528000.0,3441528000.0,2022-12-31
0.0,0.248,318484000.0,226011000.0,15261000.0,2241843000.0,318484000.0,303223000.0,16130000.0,2645000.0,18775000.0,226011000.0,226011000.0,2316620000.0,57632000.0,275969000.0,155472000.0,154164000.0,1.45,1.47,226011000.0,226011000.0,226011000.0,13000.0,225998000.0,225998000.0,74580000.0,300578000.0,8479000.0,8479000.0,16130000.0,2645000.0,18775000.0,275969000.0,74777000.0,68393000.0,6384000.0,6384000.0,350746000.0,2241843000.0,2592589000.0,2592589000.0,2023-03-31
0.0,0.264,282084000.0,196800000.0,15506000.0,1921452000.0,282084000.0,266578000.0,17397000.0,395000.0,17792000.0,196800000.0,196800000.0,1991255000.0,58205000.0,248497000.0,151563000.0,150435000.0,1.3,1.31,196800000.0,196800000.0,196800000.0,1007000.0,195793000.0,195793000.0,70390000.0,266183000.0,289000.0,289000.0,17397000.0,395000.0,17792000.0,248497000.0,69803000.0,63489000.0,6314000.0,6314000.0,318300000.0,1921452000.0,2239752000.0,2239752000.0,2023-06-30
0.0,0.263,249099000.0,171353000.0,15607000.0,1888610000.0,249099000.0,233492000.0,15555000.0,1601000.0,17156000.0,171353000.0,171353000.0,1973932000.0,58387000.0,216069000.0,148001000.0,147099000.0,1.16,1.16,171353000.0,171353000.0,171353000.0,510000.0,170843000.0,170843000.0,61048000.0,231891000.0,267000.0,267000.0,15555000.0,1601000.0,17156000.0,216069000.0,85322000.0,79173000.0,6149000.0,6149000.0,301391000.0,1888610000.0,2190001000.0,2190001000.0,2023-09-30
0.0,0.264498,237921000.0,158719000.0,21386000.0,2002729000.0,237921000.0,216535000.0,16569000.0,159000.0,16728000.0,158719000.0,158719000.0,2078370000.0,58134000.0,199398000.0,145891000.0,144979000.0,1.09,1.09,158719000.0,158719000.0,158719000.0,-426000.0,159145000.0,159145000.0,57231000.0,216376000.0,409000.0,409000.0,16569000.0,159000.0,16728000.0,199398000.0,75641000.0,66575000.0,9066000.0,9066000.0,275039000.0,2002729000.0,2277768000.0,2277768000.0,2023-12-31
