tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-58502000.0,0.0,0.0,-99514000.0,19839000.0,82495000.0,-58502000.0,-78341000.0,-10218000.0,15730000.0,5512000.0,-99514000.0,-99514000.0,514264000.0,-80655000.0,228544000.0,228544000.0,-0.44,-0.44,-99514000.0,-99514000.0,-99514000.0,-99514000.0,-99514000.0,5443000.0,-94071000.0,-3198000.0,-3198000.0,0.0,-10218000.0,15730000.0,5512000.0,-80655000.0,431769000.0,149443000.0,282326000.0,236222000.0,46104000.0,46104000.0,351114000.0,82495000.0,433609000.0,433609000.0,2022-10-31
0.0,0.21,-31093000.0,0.0,0.0,-70790000.0,19640000.0,86805000.0,-31093000.0,-50733000.0,-6941000.0,15887000.0,8946000.0,-70790000.0,-70790000.0,543003000.0,-56508000.0,231924000.0,231924000.0,-0.31,-0.31,-70790000.0,-70790000.0,-70790000.0,-70790000.0,-70790000.0,4170000.0,-66620000.0,-3171000.0,-3171000.0,0.0,-6941000.0,15887000.0,8946000.0,-56508000.0,456198000.0,142301000.0,313897000.0,229788000.0,84109000.0,84109000.0,399690000.0,86805000.0,486495000.0,486495000.0,2023-01-31
0.0,0.21,-30020000.0,0.0,0.0,-70969000.0,19599000.0,82429000.0,-30020000.0,-49619000.0,-5010000.0,16189000.0,11179000.0,-70969000.0,-70969000.0,507221000.0,-58640000.0,234735000.0,234735000.0,-0.3,-0.3,-70969000.0,-70969000.0,-70969000.0,-70969000.0,-70969000.0,5161000.0,-65808000.0,-2158000.0,-2158000.0,0.0,-5010000.0,16189000.0,11179000.0,-58640000.0,424792000.0,143016000.0,281776000.0,229261000.0,52515000.0,52515000.0,366152000.0,82429000.0,448581000.0,448581000.0,2023-04-30
0.0,0.21,26531000.0,0.0,0.0,-13287000.0,17310000.0,80458000.0,26531000.0,9221000.0,-3517000.0,16307000.0,12790000.0,-13287000.0,-13287000.0,505557000.0,-11347000.0,237832000.0,237832000.0,-0.06,-0.06,-13287000.0,-13287000.0,-13287000.0,-13287000.0,-13287000.0,6201000.0,-7086000.0,7778000.0,7778000.0,0.0,-3517000.0,16307000.0,12790000.0,-11347000.0,425099000.0,146201000.0,278898000.0,229425000.0,49473000.0,49473000.0,413752000.0,80458000.0,494210000.0,494210000.0,2023-07-31
0.0,0.21,23553000.0,,,-15853000.0,18187000.0,81959000.0,23553000.0,5366000.0,-961000.0,16347000.0,15386000.0,-15853000.0,-15853000.0,516760000.0,-5706000.0,241490000.0,241490000.0,-0.07,-0.07,-15853000.0,-15853000.0,-15853000.0,-15853000.0,-15853000.0,4872000.0,-10981000.0,-4314000.0,-4314000.0,,-961000.0,16347000.0,15386000.0,-5706000.0,434801000.0,151975000.0,282826000.0,235323000.0,47503000.0,47503000.0,429095000.0,81959000.0,511054000.0,511054000.0,2023-10-31
0.0,0.162132,73994000.0,,,32795000.0,18202000.0,81556000.0,73994000.0,55792000.0,998000.0,16651000.0,17649000.0,32795000.0,32795000.0,528188000.0,37045000.0,298540000.0,243853000.0,0.12,0.13,32795000.0,32795000.0,32795000.0,32795000.0,32795000.0,6346000.0,39141000.0,1098000.0,1098000.0,,998000.0,16651000.0,17649000.0,37045000.0,446632000.0,160401000.0,286231000.0,236702000.0,49529000.0,49529000.0,483677000.0,81556000.0,565233000.0,565233000.0,2024-01-31
