free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
45811000.0,0.0,-1856000.0,0.0,-19702000.0,7635000.0,480617000.0,-2851000.0,405862000.0,77606000.0,20330000.0,20330000.0,,22186000.0,0.0,0.0,-1856000.0,-1856000.0,-1856000.0,0.0,-8237000.0,-8237000.0,11465000.0,267667000.0,-256202000.0,-19702000.0,-19702000.0,65513000.0,65513000.0,41220000.0,9604000.0,-10180000.0,-3076000.0,-7104000.0,-7104000.0,958000.0,40838000.0,40838000.0,23013000.0,80955000.0,19839000.0,19839000.0,-99514000.0,2022-10-31
63014000.0,0.0,-146192000.0,0.0,-11070000.0,8556000.0,406601000.0,-211000.0,480617000.0,-73805000.0,-145482000.0,-145482000.0,,710000.0,0.0,0.0,-146192000.0,-146192000.0,-146192000.0,0.0,-2407000.0,-2407000.0,8663000.0,261445000.0,-252782000.0,-11070000.0,-11070000.0,74084000.0,74084000.0,17436000.0,56797000.0,59432000.0,55499000.0,3933000.0,3933000.0,-29306000.0,-69487000.0,-69487000.0,22508000.0,85290000.0,19640000.0,19640000.0,-70790000.0,2023-01-31
52666000.0,0.0,-1367000.0,0.0,-21831000.0,5387000.0,439918000.0,258000.0,406601000.0,33059000.0,-11209000.0,-11209000.0,,372000.0,0.0,0.0,-1367000.0,-1367000.0,-1367000.0,0.0,-30229000.0,-30229000.0,-8398000.0,193871000.0,-202269000.0,-21831000.0,-21831000.0,74497000.0,74497000.0,32260000.0,14796000.0,-907000.0,1028000.0,-1935000.0,-1935000.0,-5510000.0,23881000.0,23881000.0,20699000.0,72908000.0,19599000.0,19599000.0,-70969000.0,2023-04-30
45508000.0,0.0,419000.0,0.0,-12801000.0,9203000.0,512929000.0,-38000.0,439918000.0,73049000.0,23652000.0,23652000.0,0.0,23233000.0,0.0,0.0,419000.0,419000.0,419000.0,0.0,-8912000.0,-8912000.0,-2020000.0,242057000.0,-244077000.0,-12801000.0,-12801000.0,58309000.0,58309000.0,-26451000.0,24805000.0,-4754000.0,-260000.0,-4494000.0,-4494000.0,-25385000.0,-21117000.0,-21117000.0,8145000.0,72592000.0,17310000.0,17310000.0,-13287000.0,2023-07-31
132453000.0,-17513000.0,-637000.0,,-13020000.0,8134000.0,612462000.0,-2197000.0,515771000.0,98888000.0,-4367000.0,-4367000.0,,13783000.0,-17513000.0,-17513000.0,-637000.0,-637000.0,-637000.0,,-42218000.0,-42218000.0,-29198000.0,248980000.0,-278178000.0,-13020000.0,-13020000.0,145473000.0,145473000.0,39241000.0,39965000.0,-85076000.0,-89029000.0,3953000.0,3953000.0,60696000.0,23656000.0,23656000.0,19900000.0,83998000.0,18187000.0,18187000.0,-15853000.0,2023-10-31
162644000.0,-41679000.0,-1121000.0,,-23764000.0,6034000.0,679246000.0,87000.0,612462000.0,66697000.0,-94610000.0,-94610000.0,,1370000.0,-41679000.0,-41679000.0,-1121000.0,-1121000.0,-1121000.0,,-25101000.0,-25101000.0,3163000.0,180239000.0,-177076000.0,-23764000.0,-23764000.0,186408000.0,186408000.0,29791000.0,85468000.0,7762000.0,3020000.0,4742000.0,4742000.0,-20121000.0,-43318000.0,-43318000.0,19651000.0,85969000.0,18202000.0,18202000.0,32795000.0,2024-01-31
