free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,change_in_other_working_capital,change_in_other_current_liabilities
442000000.0,-498000000.0,-13000000.0,0.0,-40000000.0,119000000.0,136000000.0,1286000000.0,1362000000.0,2000000.0,-78000000.0,-535000000.0,-535000000.0,4000000.0,13000000.0,-41000000.0,-41000000.0,-498000000.0,-498000000.0,-13000000.0,-13000000.0,-13000000.0,0.0,-25000000.0,-25000000.0,1000000.0,14000000.0,0.0,0.0,-40000000.0,482000000.0,482000000.0,162000000.0,-67000000.0,36000000.0,-20000000.0,-20000000.0,39000000.0,39000000.0,-1000000.0,,-1000000.0,333000000.0,2022-12-31,,
267000000.0,-450000000.0,-12000000.0,0.0,-63000000.0,90000000.0,,978000000.0,1286000000.0,-6000000.0,-302000000.0,-547000000.0,-547000000.0,-49000000.0,5000000.0,-41000000.0,-41000000.0,-450000000.0,-450000000.0,-12000000.0,-12000000.0,-12000000.0,0.0,-85000000.0,-85000000.0,-8000000.0,-12000000.0,-2000000.0,-2000000.0,-63000000.0,330000000.0,330000000.0,74000000.0,-95000000.0,33000000.0,-20000000.0,-20000000.0,37000000.0,37000000.0,92000000.0,92000000.0,0.0,209000000.0,2023-03-31,,
411000000.0,-470000000.0,-9000000.0,0.0,-53000000.0,,,883000000.0,978000000.0,-6000000.0,-89000000.0,-484000000.0,-484000000.0,12000000.0,23000000.0,-40000000.0,-40000000.0,-470000000.0,-470000000.0,-9000000.0,-9000000.0,-9000000.0,0.0,-69000000.0,-69000000.0,0.0,-14000000.0,-2000000.0,-2000000.0,-53000000.0,464000000.0,464000000.0,-11000000.0,-23000000.0,52000000.0,-10000000.0,-10000000.0,37000000.0,37000000.0,6000000.0,0.0,6000000.0,413000000.0,2023-06-30,,
626000000.0,-675000000.0,-19000000.0,3000000.0,-61000000.0,,,779000000.0,883000000.0,-4000000.0,-100000000.0,-713000000.0,-713000000.0,13000000.0,4000000.0,-39000000.0,-39000000.0,-675000000.0,-675000000.0,-16000000.0,-16000000.0,-19000000.0,3000000.0,-74000000.0,-74000000.0,0.0,-2000000.0,-11000000.0,-11000000.0,-61000000.0,687000000.0,687000000.0,235000000.0,-14000000.0,48000000.0,-8000000.0,-8000000.0,40000000.0,40000000.0,7000000.0,0.0,7000000.0,379000000.0,2023-09-30,,
395000000.0,-743000000.0,-143000000.0,606000000.0,-70000000.0,147000000.0,129000000.0,875000000.0,779000000.0,4000000.0,92000000.0,-296000000.0,-296000000.0,3000000.0,19000000.0,-38000000.0,-38000000.0,-743000000.0,-743000000.0,463000000.0,463000000.0,-143000000.0,606000000.0,-77000000.0,-77000000.0,-9000000.0,2000000.0,0.0,0.0,-70000000.0,465000000.0,465000000.0,557000000.0,-126000000.0,36000000.0,-226000000.0,-226000000.0,33000000.0,33000000.0,3000000.0,0.0,3000000.0,150000000.0,2023-12-31,121000000.0,319000000.0
312000000.0,-666000000.0,-209000000.0,1200000000.0,-34000000.0,120000000.0,18000000.0,1420000000.0,875000000.0,-12000000.0,557000000.0,238000000.0,238000000.0,-68000000.0,20000000.0,-39000000.0,,-666000000.0,-666000000.0,991000000.0,991000000.0,-209000000.0,1200000000.0,-27000000.0,-27000000.0,8000000.0,0.0,-1000000.0,-1000000.0,-34000000.0,346000000.0,346000000.0,62000000.0,-25000000.0,41000000.0,-30000000.0,-30000000.0,36000000.0,36000000.0,-6000000.0,0.0,1000000.0,268000000.0,2024-03-31,,
