tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.208278,306500000.0,179800000.0,61100000.0,1012400000.0,306500000.0,245400000.0,-15000000.0,18300000.0,3300000.0,179800000.0,174200000.0,1215000000.0,239600000.0,52100000.0,51500000.0,3.33,3.37,173800000.0,173800000.0,400000.0,174200000.0,174200000.0,-5600000.0,179800000.0,47300000.0,227100000.0,2500000.0,2500000.0,-15000000.0,18300000.0,3300000.0,239600000.0,202600000.0,900000.0,12800000.0,188900000.0,442200000.0,1012400000.0,1454600000.0,1454600000.0,2022-12-31
0.0,0.222,207300000.0,99600000.0,60500000.0,832100000.0,207300000.0,146800000.0,-14200000.0,18800000.0,4600000.0,99600000.0,101700000.0,1037800000.0,141000000.0,51700000.0,51100000.0,1.96,1.99,101500000.0,101500000.0,200000.0,101700000.0,101700000.0,2100000.0,99600000.0,28400000.0,128000000.0,1200000.0,1200000.0,-14200000.0,18800000.0,4600000.0,141000000.0,205700000.0,1600000.0,15500000.0,188600000.0,346700000.0,832100000.0,1178800000.0,1178800000.0,2023-03-31
0.0,0.229,390400000.0,241500000.0,58500000.0,995700000.0,390400000.0,331900000.0,-14300000.0,18800000.0,4500000.0,241500000.0,194600000.0,1198300000.0,327600000.0,51200000.0,50700000.0,3.79,3.83,241000000.0,241000000.0,100000.0,194600000.0,194600000.0,-46900000.0,241500000.0,71600000.0,313100000.0,-200000.0,-200000.0,-14300000.0,18800000.0,4500000.0,327600000.0,202600000.0,,13100000.0,189500000.0,530200000.0,995700000.0,1525900000.0,1525900000.0,2023-06-30
0.0,0.235,353200000.0,216900000.0,50300000.0,793700000.0,353200000.0,302900000.0,-15800000.0,19400000.0,3600000.0,216900000.0,265600000.0,959900000.0,299900000.0,50100000.0,49500000.0,5.29,5.35,264900000.0,264900000.0,100000.0,265600000.0,265600000.0,48700000.0,216900000.0,66600000.0,283500000.0,-600000.0,-600000.0,-15800000.0,19400000.0,3600000.0,299900000.0,166200000.0,-2700000.0,7200000.0,161700000.0,466100000.0,793700000.0,1259800000.0,1259800000.0,2023-09-30
0.0,0.215951,298500000.0,191700000.0,35400000.0,707800000.0,298500000.0,263100000.0,-11000000.0,18600000.0,7600000.0,191700000.0,205500000.0,873900000.0,253600000.0,48900000.0,48200000.0,4.2,4.25,205100000.0,205100000.0,1600000.0,205500000.0,205500000.0,13800000.0,191700000.0,52800000.0,244500000.0,1900000.0,1900000.0,-11000000.0,18600000.0,7600000.0,253600000.0,166100000.0,500000.0,8000000.0,157600000.0,419700000.0,707800000.0,1127500000.0,1127500000.0,2023-12-31
0.0,0.204376,272300000.0,170900000.0,38900000.0,697600000.0,272300000.0,233400000.0,-10700000.0,18600000.0,7900000.0,170900000.0,192300000.0,871300000.0,225200000.0,48400000.0,47800000.0,3.97,4.02,191900000.0,191900000.0,400000.0,192300000.0,192300000.0,21400000.0,170900000.0,43900000.0,214800000.0,300000.0,300000.0,-10700000.0,18600000.0,7900000.0,225200000.0,173700000.0,-2300000.0,9200000.0,166800000.0,398900000.0,697600000.0,1096500000.0,1096500000.0,2024-03-31
