treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
27500000.0,50900000.0,78400000.0,2183300000.0,2634100000.0,-1013600000.0,5607700000.0,1166600000.0,-1013600000.0,50800000.0,3024400000.0,5305900000.0,3024400000.0,3024400000.0,-157800000.0,-157800000.0,2436200000.0,5027100000.0,512600000.0,78700000.0,78700000.0,0.0,4197600000.0,3119200000.0,63100000.0,,36800000.0,23200000.0,687000000.0,270400000.0,395500000.0,2332300000.0,50800000.0,2281500000.0,1078400000.0,,40300000.0,40300000.0,301800000.0,301800000.0,,123000000.0,613300000.0,229300000.0,384000000.0,13500000.0,370500000.0,7222000000.0,4977000000.0,116300000.0,4038000000.0,1837300000.0,2200700000.0,822700000.0,-803400000.0,1626100000.0,174400000.0,903800000.0,477800000.0,70100000.0,0.0,2245000000.0,140800000.0,,35600000.0,748800000.0,-36000000.0,375700000.0,94100000.0,315000000.0,919800000.0,90700000.0,829100000.0,-6300000.0,835400000.0,400000000.0,400000000.0,2022-12-31
27600000.0,50800000.0,78400000.0,2160000000.0,2583900000.0,-947500000.0,5642200000.0,1222300000.0,-947500000.0,,3058300000.0,5340200000.0,3058300000.0,3058300000.0,-142600000.0,-142600000.0,2483600000.0,5089800000.0,516000000.0,78700000.0,78700000.0,0.0,4057100000.0,3127100000.0,569300000.0,,,,275900000.0,275900000.0,,2281900000.0,,2281900000.0,930000000.0,,38000000.0,38000000.0,302000000.0,302000000.0,302000000.0,71900000.0,518100000.0,135900000.0,382200000.0,15200000.0,367000000.0,7115400000.0,4963100000.0,116900000.0,4005800000.0,1802200000.0,2203600000.0,840400000.0,,,,,,,,2152300000.0,100700000.0,,28600000.0,781500000.0,-34100000.0,265500000.0,84000000.0,466100000.0,817600000.0,87300000.0,730300000.0,-6500000.0,736800000.0,423900000.0,423900000.0,2023-03-31
28400000.0,50000000.0,78400000.0,2204900000.0,2584200000.0,-538200000.0,5616200000.0,1647600000.0,-538200000.0,,3032000000.0,5314200000.0,3032000000.0,3032000000.0,-143500000.0,-143500000.0,2680900000.0,5246100000.0,531600000.0,78700000.0,78700000.0,0.0,4144200000.0,3098900000.0,534700000.0,0.0,,,282000000.0,282000000.0,,2282200000.0,,2282200000.0,1045300000.0,55900000.0,27000000.0,27000000.0,302000000.0,302000000.0,302000000.0,81900000.0,578500000.0,162200000.0,416300000.0,19100000.0,397200000.0,7176200000.0,4483300000.0,114300000.0,3570200000.0,1552000000.0,2018200000.0,798800000.0,,,,,,,,2692900000.0,85000000.0,564600000.0,24400000.0,599200000.0,-29800000.0,330700000.0,79900000.0,218400000.0,1040400000.0,80900000.0,959500000.0,-6100000.0,965600000.0,379300000.0,379300000.0,2023-06-30
29600000.0,48800000.0,78400000.0,2177500000.0,2285500000.0,483300000.0,5209300000.0,2781400000.0,483300000.0,,2923800000.0,5207000000.0,2923800000.0,2923800000.0,-159000000.0,-159000000.0,3009800000.0,5469500000.0,544400000.0,78700000.0,78700000.0,0.0,3892200000.0,3016600000.0,444300000.0,0.0,,,289100000.0,289100000.0,,2283200000.0,,2283200000.0,875600000.0,265200000.0,25700000.0,25700000.0,2300000.0,2300000.0,2300000.0,66000000.0,516400000.0,167300000.0,349100000.0,20700000.0,328400000.0,6816000000.0,3159000000.0,91300000.0,2440500000.0,1262700000.0,1177800000.0,627200000.0,,,,,,,,3657000000.0,102800000.0,2259400000.0,23900000.0,394800000.0,-8900000.0,257200000.0,17900000.0,128600000.0,768100000.0,,768100000.0,-5000000.0,773100000.0,108000000.0,108000000.0,2023-09-30
30900000.0,47700000.0,78600000.0,1712700000.0,2324200000.0,373600000.0,5118400000.0,2221800000.0,373600000.0,34800000.0,2829000000.0,4715700000.0,2829000000.0,2829000000.0,-111100000.0,-111100000.0,3326400000.0,5634000000.0,553800000.0,78700000.0,78700000.0,0.0,3791000000.0,2604700000.0,72500000.0,0.0,32900000.0,19500000.0,577800000.0,297600000.0,253000000.0,1921500000.0,34800000.0,1886700000.0,1186300000.0,218800000.0,26400000.0,26400000.0,402700000.0,402700000.0,402700000.0,77200000.0,461200000.0,195800000.0,265400000.0,19900000.0,245500000.0,6620000000.0,3211900000.0,101300000.0,2455400000.0,1252900000.0,1202500000.0,655200000.0,-648600000.0,1303800000.0,104800000.0,684600000.0,464600000.0,49800000.0,0.0,3408100000.0,107600000.0,1725600000.0,21200000.0,361700000.0,-7900000.0,222500000.0,26200000.0,120900000.0,615300000.0,,615300000.0,-3900000.0,619200000.0,576700000.0,576700000.0,2023-12-31
31000000.0,47600000.0,78600000.0,1737100000.0,2289700000.0,433200000.0,5149000000.0,2288700000.0,433200000.0,,2859300000.0,4746200000.0,2859300000.0,2859300000.0,-119300000.0,-119300000.0,3447700000.0,5784800000.0,562800000.0,78700000.0,78700000.0,0.0,3786600000.0,2611900000.0,422500000.0,,,,302500000.0,302500000.0,,1886900000.0,,1886900000.0,1174700000.0,203500000.0,26800000.0,26800000.0,402800000.0,402800000.0,402800000.0,56200000.0,485400000.0,142100000.0,343300000.0,20400000.0,322900000.0,6645900000.0,3182500000.0,102700000.0,2426100000.0,1226800000.0,1199300000.0,653700000.0,,,,,,,,3463400000.0,67500000.0,1723600000.0,19100000.0,399800000.0,-8600000.0,251600000.0,28400000.0,128400000.0,700800000.0,,700800000.0,-4800000.0,705600000.0,552600000.0,552600000.0,2024-03-31
