free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,cash_flow_from_discontinued_operation,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date,long_term_debt_payments
359300000.0,-198900000.0,-350000000.0,0.0,-53000000.0,400000000.0,625400000.0,1500000.0,-226900000.0,0.0,-588800000.0,-588800000.0,-2200000.0,1100000.0,-38800000.0,,-198900000.0,-198900000.0,-350000000.0,0.0,0.0,0.0,-350000000.0,0.0,-50400000.0,0.0,-50400000.0,2600000.0,0.0,0.0,0.0,0.0,-53000000.0,412300000.0,412300000.0,191100000.0,4900000.0,-900000.0,-119500000.0,12100000.0,-131600000.0,-131600000.0,-10400000.0,58200000.0,258800000.0,265400000.0,8600000.0,9800000.0,-32500000.0,-32500000.0,61100000.0,61100000.0,37100000.0,37100000.0,24000000.0,174200000.0,2022-12-31,
109400000.0,-50000000.0,,,-40200000.0,423900000.0,400000000.0,800000.0,23100000.0,,-94800000.0,-94800000.0,-10700000.0,4800000.0,-38900000.0,-38900000.0,-50000000.0,-50000000.0,,,,,,,-31700000.0,0.0,-31700000.0,8000000.0,500000.0,500000.0,0.0,0.0,-40200000.0,149600000.0,149600000.0,-34700000.0,3200000.0,-6500000.0,-126400000.0,-126100000.0,-300000.0,-300000.0,20200000.0,-28900000.0,103700000.0,100200000.0,9200000.0,11400000.0,1500000.0,1500000.0,60500000.0,60500000.0,37200000.0,37200000.0,23300000.0,101700000.0,2023-03-31,
191200000.0,-200000000.0,,,-29900000.0,379300000.0,423900000.0,0.0,-33300000.0,,-232300000.0,-232300000.0,-1000000.0,7000000.0,-38300000.0,-38300000.0,-200000000.0,-200000000.0,,,,,,,-24200000.0,0.0,-24200000.0,6000000.0,-300000.0,-300000.0,0.0,0.0,-29900000.0,221100000.0,221100000.0,-55400000.0,4300000.0,-8200000.0,104400000.0,57600000.0,46800000.0,46800000.0,47000000.0,88400000.0,-291300000.0,-296700000.0,34300000.0,13500000.0,-24400000.0,-24400000.0,58500000.0,58500000.0,35700000.0,35700000.0,22800000.0,194600000.0,2023-06-30,
405500000.0,-330000000.0,,,-36200000.0,108000000.0,379300000.0,-800000.0,-246600000.0,9900000.0,-667400000.0,-667400000.0,-1200000.0,5900000.0,-42100000.0,,-330000000.0,-330000000.0,,,,,,,-30800000.0,0.0,-30800000.0,4700000.0,700000.0,700000.0,0.0,0.0,-36200000.0,441700000.0,441700000.0,121400000.0,6500000.0,-11500000.0,31800000.0,28900000.0,2900000.0,2900000.0,-18400000.0,57500000.0,55500000.0,51200000.0,5500000.0,11500000.0,-12600000.0,-12600000.0,50300000.0,50300000.0,29500000.0,29500000.0,20800000.0,265600000.0,2023-09-30,
353000000.0,-320000000.0,0.0,0.0,-35900000.0,576700000.0,108000000.0,1500000.0,467200000.0,-5600000.0,-355200000.0,-355200000.0,-2200000.0,8000000.0,-41000000.0,,-320000000.0,-320000000.0,0.0,-84000000.0,,0.0,84000000.0,,439100000.0,510600000.0,-71500000.0,300000.0,200000.0,200000.0,-36100000.0,-36100000.0,-35900000.0,388900000.0,388900000.0,88100000.0,9400000.0,10800000.0,-46900000.0,29500000.0,-76400000.0,-76400000.0,-73500000.0,41000000.0,147300000.0,146800000.0,8500000.0,5100000.0,-36200000.0,-36200000.0,35400000.0,35400000.0,18000000.0,18000000.0,17400000.0,205500000.0,2023-12-31,84000000.0
131000000.0,-150000000.0,,,-32500000.0,552600000.0,576700000.0,-700000.0,-23400000.0,11200000.0,-166100000.0,-166100000.0,-17100000.0,42500000.0,-41500000.0,-41500000.0,-150000000.0,-150000000.0,,,,,,,-32000000.0,,-32000000.0,300000.0,200000.0,200000.0,,,-32500000.0,163500000.0,163500000.0,-88900000.0,4500000.0,-2400000.0,37700000.0,-40700000.0,78400000.0,78400000.0,2100000.0,-52800000.0,-78000000.0,-87200000.0,9300000.0,12000000.0,-100000.0,-100000.0,38900000.0,38900000.0,22300000.0,22300000.0,16600000.0,192300000.0,2024-03-31,
