treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,other_investments,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,assets_held_for_sale_current,restricted_cash,inventory,receivables,other_receivables,notes_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
4416070.0,245931275.0,250347345.0,44935813000.0,46668175000.0,12567844000.0,62650467000.0,4248406000.0,12567844000.0,135215000.0,16117507000.0,62650467000.0,16195050000.0,77543000.0,16117507000.0,108226000.0,254699000.0,7674922000.0,8586034000.0,3024000.0,3024000.0,53531868000.0,52172130000.0,806655000.0,0.0,2194098000.0,2194098000.0,46668175000.0,135215000.0,46532960000.0,2503202000.0,1359738000.0,547662000.0,547662000.0,812076000.0,2503202000.0,812076000.0,812076000.0,69726918000.0,64118774000.0,163683000.0,210334000.0,210334000.0,211993000.0,873738000.0,62519000.0,811219000.0,811219000.0,3549663000.0,3549663000.0,59109363000.0,-12448619000.0,71557982000.0,3806602000.0,81952000.0,67669428000.0,5608144000.0,292808000.0,159623000.0,55868000.0,3502698000.0,2532916000.0,486223000.0,351357000.0,132202000.0,1597147000.0,1597147000.0,2022-12-31
12809970.0,237537375.0,250347345.0,45206878000.0,46429299000.0,12710478000.0,62341340000.0,3852303000.0,12710478000.0,133375000.0,16045416000.0,62341340000.0,16123623000.0,78207000.0,16045416000.0,78439000.0,731517000.0,8104773000.0,8590697000.0,3024000.0,3024000.0,53560780000.0,52037162000.0,844958000.0,14903000.0,2260033000.0,2260033000.0,46429299000.0,133375000.0,46295924000.0,2487969000.0,1523618000.0,593588000.0,593588000.0,930030000.0,2487969000.0,930030000.0,930030000.0,69684403000.0,64308482000.0,159348000.0,214762000.0,214762000.0,175711000.0,914241000.0,72993000.0,841248000.0,841248000.0,3334938000.0,3334938000.0,59509482000.0,-12848330000.0,72357812000.0,3946422000.0,75792000.0,68335598000.0,5375921000.0,607485000.0,174621000.0,59163000.0,3445606000.0,2503217000.0,444366000.0,336396000.0,161627000.0,1089046000.0,1089046000.0,2023-03-31
17841852.0,232505493.0,250347345.0,45101921000.0,46387907000.0,13159979000.0,62567715000.0,4476983000.0,13159979000.0,132064000.0,16311872000.0,62567715000.0,16390508000.0,78636000.0,16311872000.0,132624000.0,1026074000.0,8598005000.0,8604293000.0,3024000.0,3024000.0,53537899000.0,52165862000.0,876556000.0,417000.0,2333875000.0,2333875000.0,46387907000.0,132064000.0,46255843000.0,2567107000.0,1372037000.0,582814000.0,582814000.0,789223000.0,,789223000.0,789223000.0,69928407000.0,64079387000.0,158927000.0,206221000.0,206221000.0,220597000.0,968471000.0,98159000.0,870312000.0,870312000.0,3151893000.0,3151893000.0,59373278000.0,-12965931000.0,72339209000.0,3697818000.0,70551000.0,68570840000.0,5849020000.0,808525000.0,163065000.0,72584000.0,3650924000.0,2641341000.0,497280000.0,449310000.0,62993000.0,1153922000.0,1153922000.0,2023-06-30
23163904.0,212379835.0,235543739.0,45077512000.0,47584475000.0,13272626000.0,63786463000.0,5251932000.0,13272626000.0,91666000.0,16293654000.0,63786463000.0,16372121000.0,78467000.0,16293654000.0,160013000.0,1359216000.0,9703259000.0,7786722000.0,2876000.0,2876000.0,55221543000.0,53695162000.0,945855000.0,193000.0,2444015000.0,2444015000.0,47584475000.0,91666000.0,47492809000.0,2720624000.0,1526381000.0,720350000.0,720350000.0,806031000.0,,806031000.0,806031000.0,71593664000.0,64815351000.0,155841000.0,201408000.0,201408000.0,244463000.0,1011224000.0,99456000.0,911768000.0,911768000.0,3021028000.0,3021028000.0,60181387000.0,-13268955000.0,73450342000.0,3883402000.0,60719000.0,69506221000.0,6778313000.0,420599000.0,191367000.0,76817000.0,3674233000.0,2496413000.0,654863000.0,435631000.0,87326000.0,2415297000.0,2415297000.0,2023-09-30
13050571.0,202493168.0,215543739.0,44856722000.0,46575986000.0,13695701000.0,63072733000.0,4419935000.0,13695701000.0,92083000.0,16588830000.0,63072733000.0,16589046000.0,216000.0,16588830000.0,8304000.0,819305000.0,10802599000.0,6594556000.0,2676000.0,2676000.0,54685513000.0,53065378000.0,1018702000.0,80840000.0,2526120000.0,2526120000.0,46575986000.0,92083000.0,46483903000.0,2863730000.0,1620135000.0,827525000.0,827525000.0,792610000.0,,792610000.0,792610000.0,71274559000.0,65234489000.0,152056000.0,275756000.0,275756000.0,130614000.0,1058572000.0,87055000.0,971517000.0,971517000.0,2893129000.0,2893129000.0,60724362000.0,-13789382000.0,74513744000.0,3576187000.0,57009000.0,70880548000.0,6040070000.0,296696000.0,198285000.0,85668000.0,3832240000.0,2440004000.0,663644000.0,654925000.0,73667000.0,1627181000.0,1627181000.0,2023-12-31
