tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-7040948.275862,0.213362,-1058000000.0,-33000000.0,-33000000.0,-1095000000.0,197000000.0,8779000000.0,-1091000000.0,-1288000000.0,-104000000.0,104000000.0,-1069040948.275862,-1095000000.0,9139000000.0,-1317000000.0,,,,,-1095000000.0,-1095000000.0,,-1095000000.0,-1095000000.0,-1095000000.0,-297000000.0,-1392000000.0,-4000000.0,23000000.0,-33000000.0,1000000.0,-198000000.0,26000000.0,6000000.0,-104000000.0,104000000.0,-1284000000.0,312000000.0,-92000000.0,149000000.0,149000000.0,255000000.0,-972000000.0,8827000000.0,7855000000.0,7855000000.0,2022-12-31
25728000.0,0.201,-1329000000.0,128000000.0,128000000.0,-1335000000.0,322000000.0,8646000000.0,-1201000000.0,-1523000000.0,-148000000.0,148000000.0,-1437272000.0,-1335000000.0,9394000000.0,-1544000000.0,230000000.0,230000000.0,-5.82,-5.82,-1339000000.0,-1339000000.0,4000000.0,-1335000000.0,-1335000000.0,-1335000000.0,-336000000.0,-1671000000.0,149000000.0,16000000.0,128000000.0,199000000.0,,71000000.0,5000000.0,-148000000.0,148000000.0,-1672000000.0,616000000.0,,190000000.0,190000000.0,426000000.0,-1056000000.0,8778000000.0,7722000000.0,7722000000.0,2023-03-31
-4256000.0,0.224,882000000.0,-19000000.0,-19000000.0,308000000.0,209000000.0,5068000000.0,863000000.0,548000000.0,-151000000.0,151000000.0,322744000.0,308000000.0,5799000000.0,530000000.0,232000000.0,231000000.0,1.25,1.26,291000000.0,291000000.0,17000000.0,308000000.0,308000000.0,308000000.0,89000000.0,397000000.0,-1000000.0,13000000.0,-19000000.0,3000000.0,0.0,22000000.0,5000000.0,-151000000.0,151000000.0,549000000.0,837000000.0,,315000000.0,315000000.0,522000000.0,1386000000.0,4962000000.0,6348000000.0,6348000000.0,2023-06-30
-2862000.0,0.159,1034000000.0,-18000000.0,-18000000.0,343000000.0,435000000.0,6294000000.0,1016000000.0,581000000.0,-173000000.0,173000000.0,358138000.0,343000000.0,7367000000.0,561000000.0,232000000.0,230000000.0,1.41,1.42,326000000.0,326000000.0,17000000.0,343000000.0,343000000.0,343000000.0,65000000.0,408000000.0,2000000.0,14000000.0,-18000000.0,0.0,0.0,18000000.0,6000000.0,-173000000.0,173000000.0,579000000.0,946000000.0,,308000000.0,308000000.0,638000000.0,1525000000.0,6421000000.0,7946000000.0,7771000000.0,2023-09-30
353260336.906585,0.261868,-156000000.0,1349000000.0,1349000000.0,482000000.0,345000000.0,6334000000.0,1193000000.0,848000000.0,-195000000.0,195000000.0,-513739663.093415,482000000.0,7312000000.0,837000000.0,,,,,466000000.0,466000000.0,16000000.0,482000000.0,482000000.0,482000000.0,171000000.0,653000000.0,1353000000.0,4000000.0,1349000000.0,1376000000.0,102000000.0,8000000.0,0.0,-195000000.0,195000000.0,-505000000.0,947000000.0,,314000000.0,314000000.0,382000000.0,442000000.0,6365000000.0,6807000000.0,6732000000.0,2023-12-31
