free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
-1521000000.0,-122000000.0,-1000000.0,0.0,0.0,-123000000.0,2178000000.0,3513000000.0,2000000.0,-1337000000.0,188000000.0,188000000.0,391000000.0,-80000000.0,-80000000.0,,,-122000000.0,-122000000.0,0.0,-1000000.0,,,4000000.0,,0.0,-127000000.0,-127000000.0,-56000000.0,-8000000.0,85000000.0,-93000000.0,60000000.0,,,,-117000000.0,-1398000000.0,-1398000000.0,0.0,-444000000.0,85000000.0,41000000.0,7000000.0,-92000000.0,8000000.0,197000000.0,197000000.0,36000000.0,36000000.0,161000000.0,-20000000.0,-1095000000.0,2022-12-31
-1758000000.0,-8000000.0,-4000000.0,1681000000.0,636000000.0,-160000000.0,769000000.0,2178000000.0,3000000.0,-1412000000.0,2536000000.0,2536000000.0,318000000.0,-87000000.0,-87000000.0,636000000.0,636000000.0,-8000000.0,-8000000.0,,1677000000.0,950000000.0,950000000.0,727000000.0,-4000000.0,731000000.0,-2350000000.0,-2350000000.0,290000000.0,12000000.0,99000000.0,-87000000.0,-2492000000.0,-2492000000.0,-18000000.0,-18000000.0,-142000000.0,-1598000000.0,-1598000000.0,-5000000.0,-484000000.0,-484000000.0,26000000.0,30000000.0,35000000.0,,322000000.0,322000000.0,119000000.0,119000000.0,203000000.0,-187000000.0,-1335000000.0,2023-03-31
381000000.0,-8000000.0,-6000000.0,-250000000.0,-1000000.0,-189000000.0,813000000.0,769000000.0,0.0,44000000.0,-374000000.0,-374000000.0,-22000000.0,-87000000.0,-87000000.0,-1000000.0,-1000000.0,-8000000.0,-8000000.0,,-256000000.0,-250000000.0,-250000000.0,-6000000.0,-6000000.0,0.0,-152000000.0,-152000000.0,60000000.0,-17000000.0,81000000.0,-98000000.0,-6000000.0,-6000000.0,-7000000.0,-7000000.0,-182000000.0,570000000.0,570000000.0,-4000000.0,-141000000.0,-143000000.0,122000000.0,31000000.0,45000000.0,,209000000.0,183000000.0,,,302000000.0,0.0,308000000.0,2023-06-30
397000000.0,-53000000.0,-5000000.0,-400000000.0,0.0,-169000000.0,675000000.0,813000000.0,-3000000.0,-135000000.0,-572000000.0,-572000000.0,7000000.0,-121000000.0,,0.0,0.0,-53000000.0,-53000000.0,,-405000000.0,-400000000.0,-400000000.0,-5000000.0,-5000000.0,0.0,-129000000.0,-129000000.0,52000000.0,-8000000.0,100000000.0,-108000000.0,-4000000.0,-4000000.0,0.0,0.0,-169000000.0,566000000.0,566000000.0,,-224000000.0,-222000000.0,-92000000.0,26000000.0,85000000.0,0.0,435000000.0,461000000.0,,,350000000.0,-16000000.0,343000000.0,2023-09-30
137000000.0,-1103000000.0,-3528000000.0,2720000000.0,0.0,-104000000.0,649000000.0,675000000.0,2000000.0,-28000000.0,-1990000000.0,-1990000000.0,7000000.0,-86000000.0,,0.0,0.0,-1103000000.0,-1103000000.0,,-808000000.0,-823000000.0,2720000000.0,15000000.0,,0.0,1721000000.0,1721000000.0,1845000000.0,1000000.0,75000000.0,-74000000.0,-21000000.0,-21000000.0,1000000.0,1000000.0,-105000000.0,241000000.0,241000000.0,,634000000.0,933000000.0,23000000.0,14000000.0,86000000.0,128000000.0,345000000.0,345000000.0,26000000.0,26000000.0,319000000.0,-1465000000.0,482000000.0,2023-12-31
