treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_inventories
194335971.0,229561030.0,423897001.0,7609000000.0,8302000000.0,46000000.0,11867000000.0,3249000000.0,46000000.0,263000000.0,3828000000.0,,11804000000.0,3828000000.0,3828000000.0,-177000000.0,-177000000.0,5864000000.0,1408000000.0,8457000000.0,4000000.0,4000000.0,,25318000000.0,12336000000.0,983000000.0,,2246000000.0,134000000.0,,134000000.0,8156000000.0,180000000.0,7976000000.0,817000000.0,12982000000.0,7903000000.0,,,146000000.0,83000000.0,63000000.0,63000000.0,4933000000.0,1290000000.0,3643000000.0,3643000000.0,29146000000.0,12915000000.0,256000000.0,1881000000.0,1881000000.0,4108000000.0,971000000.0,838000000.0,133000000.0,3782000000.0,2132000000.0,1650000000.0,1917000000.0,-1478000000.0,3395000000.0,197000000.0,3198000000.0,16231000000.0,383000000.0,7886000000.0,,2008000000.0,383000000.0,751000000.0,4773000000.0,4773000000.0,,,430000000.0,430000000.0,2022-12-31,
194335971.0,229956438.0,424292409.0,11896000000.0,12593000000.0,-7332000000.0,14733000000.0,-118000000.0,-6682000000.0,290000000.0,2430000000.0,650000000.0,14412000000.0,3080000000.0,3080000000.0,-176000000.0,-176000000.0,5864000000.0,-15000000.0,8481000000.0,654000000.0,4000000.0,650000000.0,26616000000.0,16290000000.0,1030000000.0,,1893000000.0,981000000.0,848000000.0,133000000.0,11528000000.0,196000000.0,11332000000.0,858000000.0,10326000000.0,4680000000.0,688000000.0,688000000.0,1065000000.0,94000000.0,971000000.0,971000000.0,3893000000.0,1563000000.0,2330000000.0,2330000000.0,29696000000.0,19488000000.0,354000000.0,2925000000.0,2925000000.0,3350000000.0,1015000000.0,879000000.0,136000000.0,9762000000.0,4419000000.0,5343000000.0,2082000000.0,-1518000000.0,3600000000.0,,3600000000.0,10208000000.0,505000000.0,4400000000.0,,655000000.0,,722000000.0,3519000000.0,3519000000.0,-115000000.0,3634000000.0,407000000.0,407000000.0,2023-03-31,
194249455.0,230425759.0,424675214.0,11634000000.0,12312000000.0,-6804000000.0,14738000000.0,245000000.0,-6154000000.0,256000000.0,2682000000.0,650000000.0,14069000000.0,3332000000.0,3332000000.0,-170000000.0,-170000000.0,5861000000.0,205000000.0,8504000000.0,654000000.0,4000000.0,650000000.0,25659000000.0,15783000000.0,988000000.0,947000000.0,1889000000.0,1057000000.0,927000000.0,130000000.0,10902000000.0,165000000.0,10737000000.0,,9876000000.0,4233000000.0,731000000.0,731000000.0,1410000000.0,91000000.0,1319000000.0,1319000000.0,3502000000.0,1395000000.0,2107000000.0,2107000000.0,28991000000.0,18870000000.0,1697000000.0,2711000000.0,2711000000.0,2910000000.0,139000000.0,0.0,139000000.0,9486000000.0,4343000000.0,5143000000.0,1927000000.0,-1351000000.0,3278000000.0,,3278000000.0,10121000000.0,580000000.0,4423000000.0,75000000.0,661000000.0,,686000000.0,3274000000.0,3274000000.0,-120000000.0,3394000000.0,422000000.0,422000000.0,2023-06-30,
195571596.0,229336853.0,424908449.0,11260000000.0,11900000000.0,-6481000000.0,14529000000.0,537000000.0,-5831000000.0,239000000.0,2868000000.0,650000000.0,14259000000.0,3518000000.0,3518000000.0,-177000000.0,-177000000.0,5911000000.0,425000000.0,8527000000.0,654000000.0,4000000.0,650000000.0,24392000000.0,15462000000.0,977000000.0,926000000.0,1552000000.0,1118000000.0,989000000.0,129000000.0,10889000000.0,148000000.0,10741000000.0,,8930000000.0,3435000000.0,731000000.0,731000000.0,1011000000.0,91000000.0,920000000.0,920000000.0,3753000000.0,1553000000.0,2200000000.0,2200000000.0,27910000000.0,18442000000.0,1892000000.0,2540000000.0,2540000000.0,2530000000.0,146000000.0,0.0,146000000.0,9349000000.0,4206000000.0,5143000000.0,1985000000.0,-1390000000.0,3375000000.0,,3375000000.0,9467000000.0,601000000.0,3710000000.0,86000000.0,276000000.0,,630000000.0,3763000000.0,3763000000.0,-121000000.0,3884000000.0,401000000.0,401000000.0,2023-09-30,
59199520.0,208130950.0,267330470.0,10212000000.0,10971000000.0,-6750000000.0,13009000000.0,227000000.0,-6100000000.0,218000000.0,2256000000.0,650000000.0,13039000000.0,2906000000.0,2906000000.0,-91000000.0,-91000000.0,1892000000.0,820000000.0,3416000000.0,653000000.0,3000000.0,650000000.0,23132000000.0,13632000000.0,947000000.0,,1488000000.0,936000000.0,914000000.0,22000000.0,10261000000.0,128000000.0,10133000000.0,,9500000000.0,4103000000.0,720000000.0,720000000.0,710000000.0,90000000.0,620000000.0,620000000.0,3967000000.0,1642000000.0,2325000000.0,2325000000.0,26038000000.0,16311000000.0,777000000.0,2251000000.0,2251000000.0,2293000000.0,42000000.0,0.0,42000000.0,9006000000.0,3927000000.0,5079000000.0,1942000000.0,-1295000000.0,3237000000.0,152000000.0,3085000000.0,9727000000.0,626000000.0,3862000000.0,,549000000.0,,607000000.0,3542000000.0,3542000000.0,,,541000000.0,541000000.0,2023-12-31,164000000.0
