treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_equity_adjustments,other_payable
2296089.0,52830381.0,55126470.0,593200000.0,2129900000.0,724000000.0,6358600000.0,724000000.0,4228700000.0,6358600000.0,4228700000.0,4228700000.0,-986200000.0,122800000.0,3699300000.0,1637800000.0,600000.0,600000.0,28895100000.0,2129900000.0,2129900000.0,,,,3436200000.0,3436200000.0,3436200000.0,33123800000.0,6720500000.0,3504700000.0,901700000.0,2603000000.0,645100000.0,9412300000.0,-9200000.0,110700000.0,9310800000.0,7975900000.0,6439200000.0,1536700000.0,2022-12-31,,
2296089.0,53133956.0,55430045.0,603200000.0,2128800000.0,966200000.0,6525200000.0,966200000.0,4396400000.0,6475200000.0,4396400000.0,4396400000.0,-899500000.0,122800000.0,3775900000.0,1642200000.0,600000.0,600000.0,28518800000.0,2078800000.0,2078800000.0,50000000.0,50000000.0,50000000.0,3188000000.0,3188000000.0,3188000000.0,32915200000.0,6997400000.0,3430200000.0,826700000.0,2603500000.0,671200000.0,8987300000.0,,,8987300000.0,8242500000.0,6716900000.0,1525600000.0,2023-03-31,,
2296089.0,53008641.0,55304730.0,727700000.0,2129400000.0,1104900000.0,6615400000.0,1104900000.0,4486000000.0,6565400000.0,4486000000.0,4486000000.0,-922700000.0,122800000.0,3877200000.0,1653700000.0,600000.0,600000.0,28618700000.0,2079400000.0,2079400000.0,50000000.0,50000000.0,50000000.0,3129600000.0,3129600000.0,3129600000.0,33104700000.0,7157100000.0,3381100000.0,774800000.0,2606300000.0,642700000.0,8978900000.0,,,8978900000.0,8299200000.0,6897500000.0,1401700000.0,2023-06-30,,
2296089.0,52737924.0,55034013.0,654700000.0,2080000000.0,1170800000.0,6570600000.0,1170800000.0,4490600000.0,6570600000.0,4490600000.0,4490600000.0,-1051000000.0,122800000.0,3990700000.0,1673100000.0,600000.0,600000.0,28718200000.0,2080000000.0,2080000000.0,0.0,0.0,0.0,3032800000.0,3032800000.0,3032800000.0,33208800000.0,7077400000.0,3319800000.0,714600000.0,2605200000.0,664400000.0,9094000000.0,,,9094000000.0,8246200000.0,6820900000.0,1425300000.0,2023-09-30,,
2296089.0,51955994.0,54252083.0,453000000.0,2080400000.0,1549700000.0,6889900000.0,1549700000.0,4809500000.0,6889900000.0,4809500000.0,4809500000.0,-765000000.0,122800000.0,4028200000.0,1668500000.0,600000.0,600000.0,28825700000.0,2080400000.0,2080400000.0,0.0,0.0,0.0,2962100000.0,2962100000.0,2419300000.0,33635200000.0,7393200000.0,3259800000.0,651000000.0,2608800000.0,685800000.0,8914800000.0,,78800000.0,8836000000.0,3733600000.0,2106200000.0,1627400000.0,2023-12-31,-765000000.0,542800000.0
