tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,other_operating_expenses,general_and_administrative_expense,other_gand_a,salaries_and_wages
794310.0,0.249,238197000.0,3190000.0,3190000.0,131344000.0,38334000.0,1101317000.0,241387000.0,203053000.0,-25529000.0,27918000.0,2389000.0,128948310.0,131344000.0,1591924000.0,128911000.0,127585000.0,1.02,1.02,131344000.0,676000.0,130668000.0,676000.0,131344000.0,-198000.0,131542000.0,131542000.0,43593000.0,175135000.0,880000.0,-2310000.0,-1272000.0,0.0,,1272000.0,4462000.0,-25529000.0,27918000.0,2389000.0,199784000.0,490607000.0,490607000.0,690391000.0,1101317000.0,1791708000.0,1791708000.0,2022-11-30,,,,
-5276941.0,0.359,126378000.0,-14699000.0,-14699000.0,26974000.0,38436000.0,978142000.0,111679000.0,73243000.0,-28490000.0,30756000.0,2266000.0,36396059.0,26974000.0,1428161000.0,128035000.0,127495000.0,0.21,0.21,26700000.0,0.0,26700000.0,274000.0,26974000.0,-265000.0,27239000.0,27239000.0,15248000.0,42487000.0,-17038000.0,-2339000.0,-15156000.0,25743000.0,36745000.0,4154000.0,457000.0,-28490000.0,30756000.0,2266000.0,88015000.0,450019000.0,450019000.0,538034000.0,978142000.0,1516176000.0,1516176000.0,2023-02-28,,,,
-1207950.522409,0.26601,284573000.0,-4541000.0,-4541000.0,151360000.0,39763000.0,1241062000.0,280032000.0,240269000.0,-31185000.0,33630000.0,2445000.0,154693049.477591,151360000.0,1771133000.0,,,,,151360000.0,563000.0,150797000.0,563000.0,151360000.0,-311000.0,151671000.0,151671000.0,54968000.0,206639000.0,-7253000.0,-2712000.0,-5934000.0,2751000.0,0.0,8685000.0,1393000.0,-31185000.0,33630000.0,2445000.0,245077000.0,530071000.0,530071000.0,775148000.0,1241062000.0,2016210000.0,2016210000.0,2023-05-31,,,,
123480.0,0.252,344021000.0,490000.0,490000.0,201082000.0,43539000.0,1183240000.0,344511000.0,300972000.0,-26367000.0,31818000.0,5451000.0,200715480.0,201082000.0,1714272000.0,128771000.0,127633000.0,1.56,1.57,201082000.0,872000.0,200210000.0,872000.0,201082000.0,-231000.0,201313000.0,201313000.0,67841000.0,269154000.0,-2064000.0,-2554000.0,-6498000.0,,,6498000.0,6988000.0,-26367000.0,31818000.0,5451000.0,297585000.0,531032000.0,531032000.0,828617000.0,1183240000.0,2011857000.0,2011857000.0,2023-08-31,,,,
-215985.0,0.255,267657000.0,-847000.0,-847000.0,145505000.0,40638000.0,1044047000.0,266810000.0,226172000.0,-25451000.0,30348000.0,4897000.0,146136015.0,145505000.0,1567336000.0,128249000.0,127758000.0,1.13,1.13,144800000.0,2000.0,144798000.0,707000.0,145505000.0,-310000.0,145815000.0,145815000.0,50009000.0,195824000.0,-3664000.0,-2817000.0,-1239000.0,,,1239000.0,392000.0,-25451000.0,30348000.0,4897000.0,224939000.0,523289000.0,523289000.0,748228000.0,1044047000.0,1792275000.0,1792275000.0,2023-11-30,,,,
1687488.0,0.264,148195000.0,6392000.0,6392000.0,61199000.0,42479000.0,915818000.0,154587000.0,112108000.0,-22613000.0,28527000.0,5914000.0,56494488.0,61199000.0,1423180000.0,128334000.0,127781000.0,0.47,0.48,60920000.0,0.0,60920000.0,279000.0,61199000.0,-279000.0,61478000.0,61478000.0,22103000.0,83581000.0,6392000.0,,-6359000.0,0.0,0.0,6359000.0,12751000.0,-22613000.0,28527000.0,5914000.0,99802000.0,507362000.0,507553000.0,607164000.0,915818000.0,1522982000.0,1522982000.0,2024-02-29,-191000.0,507553000.0,504760000.0,2793000.0
