treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
16010000.0,129090000.0,145100000.0,2612661000.0,3098996000.0,166972000.0,4935240000.0,2026826000.0,166972000.0,254217000.0,2090461000.0,4931527000.0,2092085000.0,1624000.0,2090461000.0,-601046000.0,-601046000.0,756872000.0,2334063000.0,1113025000.0,1291000.0,1291000.0,0.0,4757428000.0,3467394000.0,292101000.0,80010000.0,80010000.0,3095283000.0,254217000.0,2841066000.0,1290034000.0,3713000.0,3713000.0,197266000.0,1089055000.0,409459000.0,679596000.0,679596000.0,6849513000.0,3532653000.0,171710000.0,16201000.0,16201000.0,1923489000.0,581909000.0,1341580000.0,1421253000.0,-1061701000.0,2482954000.0,2482954000.0,,,,,3316860000.0,355024000.0,355024000.0,1389591000.0,811331000.0,578260000.0,1340127000.0,1340127000.0,-48041000.0,1388168000.0,232118000.0,232118000.0,2022-11-30
16167000.0,128933000.0,145100000.0,2628692000.0,3106543000.0,202354000.0,4875719000.0,1959867000.0,202354000.0,283981000.0,2053157000.0,4872589000.0,2054982000.0,1825000.0,2053157000.0,-604821000.0,-604821000.0,769933000.0,2306836000.0,1119786000.0,1289000.0,1289000.0,0.0,4554441000.0,3434933000.0,239046000.0,92474000.0,92474000.0,3103413000.0,283981000.0,2819432000.0,1119508000.0,3130000.0,3130000.0,204542000.0,911836000.0,334075000.0,577761000.0,577761000.0,6609423000.0,3530048000.0,169022000.0,17023000.0,17023000.0,1850803000.0,562732000.0,1288071000.0,1493200000.0,-1071722000.0,2564922000.0,2564922000.0,,,,,3079375000.0,340990000.0,,1341303000.0,819574000.0,521729000.0,1203212000.0,1203212000.0,-47322000.0,1250534000.0,193870000.0,193870000.0,2023-02-28
16358000.0,128766000.0,145124000.0,2468022000.0,2969333000.0,292261000.0,4824649000.0,1693367000.0,292261000.0,285524000.0,2140840000.0,4646061000.0,2143000000.0,2160000.0,2140840000.0,-604935000.0,-604935000.0,784463000.0,2404125000.0,1124825000.0,1288000.0,1288000.0,0.0,4639004000.0,3148203000.0,267111000.0,90347000.0,90347000.0,2790745000.0,285524000.0,2505221000.0,1490801000.0,178588000.0,178588000.0,257328000.0,1054885000.0,373947000.0,680938000.0,680938000.0,6782004000.0,3597836000.0,164729000.0,15470000.0,15470000.0,1848579000.0,554991000.0,1293588000.0,1569058000.0,-1093440000.0,2662498000.0,329582000.0,1687187000.0,552775000.0,92954000.0,0.0,3184168000.0,329845000.0,,1135496000.0,683992000.0,451504000.0,1503040000.0,1503040000.0,-49482000.0,1552522000.0,215787000.0,215787000.0,2023-05-31
16643000.0,128962000.0,145605000.0,2264725000.0,2784943000.0,438316000.0,4786454000.0,1843331000.0,438316000.0,279632000.0,2281143000.0,4779569000.0,2282836000.0,1693000.0,2281143000.0,-593189000.0,-593189000.0,812041000.0,2551142000.0,1133941000.0,1290000.0,1290000.0,0.0,4432441000.0,3163794000.0,287087000.0,98649000.0,98649000.0,2778058000.0,279632000.0,2498426000.0,1268647000.0,6885000.0,6885000.0,170333000.0,1091429000.0,407354000.0,684075000.0,684075000.0,6715277000.0,3603299000.0,170587000.0,19907000.0,19907000.0,1842827000.0,541994000.0,1300833000.0,1569978000.0,-1127209000.0,2697187000.0,2697187000.0,,,,,3111978000.0,335065000.0,,1117441000.0,686213000.0,431228000.0,1418886000.0,1418886000.0,-56584000.0,1475470000.0,240586000.0,240586000.0,2023-08-31
16836000.0,128872000.0,145708000.0,1989636000.0,2530410000.0,515242000.0,4612936000.0,1664652000.0,515242000.0,278028000.0,2360554000.0,4607388000.0,2362554000.0,2000000.0,2360554000.0,-589690000.0,-589690000.0,830402000.0,2637387000.0,1141970000.0,1289000.0,1289000.0,0.0,4174823000.0,2920468000.0,298257000.0,97349000.0,97349000.0,2524862000.0,278028000.0,2246834000.0,1254355000.0,5548000.0,5548000.0,204921000.0,1043886000.0,393115000.0,650771000.0,650771000.0,6537377000.0,3618370000.0,170474000.0,25201000.0,25201000.0,1845312000.0,533659000.0,1311653000.0,1577383000.0,-1154468000.0,2731851000.0,2731851000.0,,,,,2919007000.0,320106000.0,,1102815000.0,697717000.0,405098000.0,1233340000.0,1233340000.0,-57448000.0,1290788000.0,262746000.0,262746000.0,2023-11-30
16966017.0,128762983.0,145729000.0,1944460000.0,2471374000.0,513385000.0,4540171000.0,1544634000.0,513385000.0,278009000.0,2346806000.0,4533946000.0,2348213000.0,1407000.0,2346806000.0,-593729000.0,-593729000.0,844345000.0,2639310000.0,1144282000.0,1288000.0,1288000.0,0.0,4034191000.0,2832242000.0,268940000.0,98153000.0,98153000.0,2465149000.0,278009000.0,2187140000.0,1201949000.0,6225000.0,6225000.0,237951000.0,957773000.0,379912000.0,577861000.0,577861000.0,6382404000.0,3635821000.0,171004000.0,17517000.0,17517000.0,1833421000.0,523677000.0,1309744000.0,1613879000.0,-1172164000.0,2786043000.0,2786043000.0,,,,,2746583000.0,344948000.0,,1080698000.0,689990000.0,390708000.0,1072032000.0,1072032000.0,-58377000.0,1130409000.0,248905000.0,248905000.0,2024-02-29
