free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,repurchase_of_capital_stock,common_stock_payments,other_non_cash_items
96967000.0,-15000000.0,1020000000.0,22056000.0,-31669000.0,10338000.0,54548000.0,253199000.0,207163000.0,10910000.0,35126000.0,932902000.0,932902000.0,-29654000.0,-64500000.0,-64500000.0,22056000.0,22056000.0,1005000000.0,1005000000.0,-15000000.0,1020000000.0,-1026412000.0,-1026412000.0,-2618000.0,7181000.0,-9799000.0,-992125000.0,-992125000.0,-4319000.0,-4319000.0,-27350000.0,-27350000.0,128636000.0,128636000.0,-152738000.0,-17271000.0,-29862000.0,-86020000.0,-19585000.0,-19585000.0,16464000.0,45539000.0,45539000.0,45539000.0,-5543000.0,-5543000.0,,224914000.0,2022-12-31,,,
251341000.0,-215000000.0,0.0,983000.0,-31224000.0,14964000.0,37581000.0,227894000.0,253199000.0,-209000.0,-25096000.0,-279557000.0,-279557000.0,-900000.0,-64640000.0,-64640000.0,983000.0,983000.0,-215000000.0,-215000000.0,-215000000.0,0.0,-28104000.0,-28104000.0,3120000.0,15717000.0,-12597000.0,0.0,0.0,-2407000.0,-2407000.0,-28817000.0,-28817000.0,282565000.0,282565000.0,-14323000.0,40242000.0,-19961000.0,-21975000.0,-12629000.0,-12629000.0,17832000.0,52790000.0,52790000.0,52790000.0,-6234000.0,5272000.0,,232500000.0,2023-03-31,,,
198702000.0,-145000000.0,0.0,23493000.0,-38734000.0,14943000.0,71300000.0,227891000.0,227894000.0,-2325000.0,2322000.0,-188591000.0,-188591000.0,-2379000.0,-64705000.0,-64705000.0,23493000.0,23493000.0,-145000000.0,-145000000.0,-145000000.0,0.0,-46523000.0,-46523000.0,-6265000.0,-3765000.0,-2500000.0,-1524000.0,-1524000.0,-4285000.0,-4285000.0,-34449000.0,-34449000.0,237436000.0,237436000.0,-62989000.0,330000.0,-51518000.0,6258000.0,-18059000.0,-18059000.0,19927000.0,55199000.0,55199000.0,55199000.0,6685000.0,5101000.0,1584000.0,229664000.0,2023-06-30,,,
245417000.0,-185000000.0,105000000.0,983000.0,-40866000.0,14957000.0,76749000.0,209100000.0,227891000.0,-4962000.0,-13829000.0,-151132000.0,-151132000.0,-1518000.0,-70597000.0,-70597000.0,983000.0,983000.0,-80000000.0,-80000000.0,-185000000.0,105000000.0,-148980000.0,-148980000.0,-4931000.0,250000.0,-5181000.0,-103183000.0,-103183000.0,-10831000.0,-10831000.0,-30035000.0,-30035000.0,286283000.0,286283000.0,-9588000.0,-1018000.0,-42015000.0,26911000.0,6534000.0,6534000.0,18510000.0,53442000.0,53442000.0,53442000.0,4497000.0,4497000.0,,219422000.0,2023-09-30,,,
248274000.0,-130000000.0,0.0,19524000.0,-24558000.0,13805000.0,96688000.0,210247000.0,209100000.0,8416000.0,-7269000.0,-238958000.0,-238958000.0,-7797000.0,-70678000.0,-70678000.0,-30483000.0,19524000.0,-130000000.0,-130000000.0,-130000000.0,0.0,-41143000.0,-41143000.0,-9080000.0,0.0,-9080000.0,-7505000.0,-7505000.0,-1205000.0,-1205000.0,-23353000.0,-23353000.0,272832000.0,272832000.0,-43567000.0,-34373000.0,-32575000.0,50184000.0,-26803000.0,-26803000.0,19840000.0,53370000.0,53370000.0,53370000.0,1150000.0,1150000.0,,208800000.0,2023-12-31,,,
378922000.0,-220000000.0,0.0,4892000.0,-23109000.0,11025000.0,61808000.0,237910000.0,210247000.0,-5302000.0,32965000.0,-335914000.0,-335914000.0,-314000.0,-70492000.0,-70492000.0,-45108000.0,4892000.0,-220000000.0,-220000000.0,-220000000.0,0.0,-33152000.0,-33152000.0,-6964000.0,0.0,-6964000.0,-3079000.0,-3079000.0,-1918000.0,-1918000.0,-21191000.0,-21191000.0,402031000.0,402031000.0,40814000.0,35487000.0,-24386000.0,86199000.0,-56486000.0,-56486000.0,20442000.0,54642000.0,54642000.0,54642000.0,-14360000.0,-14360000.0,,300493000.0,2024-03-31,-50000000.0,-50000000.0,0.0
