tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1499180.184953,0.178219,342557000.0,-8412000.0,-8412000.0,224914000.0,45539000.0,418053000.0,334145000.0,288606000.0,-10338000.0,231826819.815047,224914000.0,745138000.0,280194000.0,147405000.0,146704000.0,1.53,1.53,224914000.0,224914000.0,224914000.0,224914000.0,224914000.0,48777000.0,273691000.0,-4577000.0,-1707000.0,-8412000.0,8412000.0,5542000.0,-10338000.0,10338000.0,288606000.0,291109000.0,9563000.0,9563000.0,9563000.0,9563000.0,69874000.0,211672000.0,579715000.0,454029000.0,1033744000.0,1033744000.0,2022-12-31
0.0,0.197,353461000.0,0.0,0.0,232500000.0,52790000.0,458544000.0,353461000.0,300671000.0,-14964000.0,232500000.0,232500000.0,816227000.0,300671000.0,147395000.0,146914000.0,1.58,1.58,232500000.0,232500000.0,232500000.0,232500000.0,232500000.0,56878000.0,289378000.0,3671000.0,-2564000.0,0.0,0.0,6235000.0,-14964000.0,14964000.0,300671000.0,317081000.0,12188000.0,12188000.0,12188000.0,12188000.0,76436000.0,228457000.0,617752000.0,499146000.0,1116898000.0,1116898000.0,2023-03-31
1576591.224052,0.170295,332179000.0,9258000.0,9258000.0,229664000.0,55199000.0,461790000.0,341437000.0,286238000.0,-14943000.0,221982591.224052,229664000.0,835819000.0,275269000.0,147554000.0,147015000.0,1.56,1.56,229664000.0,229664000.0,229664000.0,229664000.0,229664000.0,47138000.0,276802000.0,5507000.0,61000.0,9258000.0,10969000.0,-3812000.0,-14943000.0,14943000.0,286238000.0,331149000.0,12319000.0,12319000.0,12319000.0,12319000.0,78144000.0,240686000.0,617387000.0,504670000.0,1122057000.0,1122057000.0,2023-06-30
0.0,0.194,342439000.0,,,219422000.0,53442000.0,461298000.0,342439000.0,288997000.0,-14957000.0,219422000.0,219422000.0,813324000.0,288997000.0,147486000.0,147075000.0,1.49,1.49,219422000.0,219422000.0,219422000.0,219422000.0,219422000.0,52769000.0,272191000.0,-1849000.0,2648000.0,,,-4497000.0,-14957000.0,14957000.0,288997000.0,311063000.0,12479000.0,12479000.0,12479000.0,12479000.0,75710000.0,222874000.0,600060000.0,502261000.0,1102321000.0,1102321000.0,2023-09-30
-12539429.386327,0.195233,456920000.0,-64228000.0,-64228000.0,208800000.0,53370000.0,474074000.0,392692000.0,339322000.0,-13805000.0,260488570.613673,208800000.0,823479000.0,275094000.0,147545000.0,147132000.0,1.42,1.42,208800000.0,208800000.0,208800000.0,208800000.0,208800000.0,50654000.0,259454000.0,-66063000.0,-686000.0,-64228000.0,64228000.0,-1149000.0,-13805000.0,13805000.0,339322000.0,307612000.0,11577000.0,11577000.0,11577000.0,11577000.0,73880000.0,222155000.0,646934000.0,515867000.0,1162801000.0,1162801000.0,2023-12-31
0.0,0.2,429226000.0,0.0,0.0,300492000.0,54642000.0,460761000.0,429226000.0,374584000.0,-11026000.0,300492000.0,300492000.0,822396000.0,374584000.0,147450000.0,146959000.0,2.04,2.04,300492000.0,300492000.0,300492000.0,300492000.0,300492000.0,74929000.0,375421000.0,11863000.0,-2496000.0,0.0,0.0,14359000.0,-11026000.0,11026000.0,374584000.0,318197000.0,11204000.0,11204000.0,11204000.0,11204000.0,77074000.0,229919000.0,692781000.0,504199000.0,1196980000.0,1196980000.0,2024-03-31
