tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.242494,1968000000.0,312000000.0,3029000000.0,810000000.0,3839000000.0,1968000000.0,1968000000.0,1873000000.0,1864000000.0,0.97,0.98,1821000000.0,1821000000.0,147000000.0,1968000000.0,1968000000.0,1968000000.0,630000000.0,2598000000.0,0.0,312000000.0,312000000.0,136000000.0,136000000.0,176000000.0,967000000.0,123000000.0,844000000.0,,1488000000.0,5497000000.0,5497000000.0,2022-12-31
0.0,0.24,1603000000.0,312000000.0,2770000000.0,1246000000.0,4016000000.0,1603000000.0,1603000000.0,1842000000.0,1834000000.0,0.83,0.84,1533000000.0,1533000000.0,70000000.0,1603000000.0,1603000000.0,1603000000.0,507000000.0,2110000000.0,0.0,312000000.0,312000000.0,135000000.0,135000000.0,177000000.0,1955000000.0,88000000.0,1867000000.0,229000000.0,1638000000.0,5116000000.0,5116000000.0,2023-03-31
0.0,0.235,1294000000.0,325000000.0,2290000000.0,1815000000.0,4105000000.0,1294000000.0,1294000000.0,1825000000.0,1820000000.0,0.64,0.64,1173000000.0,1173000000.0,121000000.0,1294000000.0,1294000000.0,1294000000.0,397000000.0,1691000000.0,0.0,325000000.0,325000000.0,134000000.0,134000000.0,191000000.0,1601000000.0,103000000.0,1498000000.0,,1498000000.0,4656000000.0,4656000000.0,2023-06-30
0.0,0.187,1125000000.0,333000000.0,2237000000.0,1790000000.0,4027000000.0,1125000000.0,1125000000.0,1827000000.0,1821000000.0,0.56,0.56,1017000000.0,1017000000.0,108000000.0,1125000000.0,1125000000.0,1125000000.0,258000000.0,1383000000.0,0.0,333000000.0,333000000.0,135000000.0,135000000.0,198000000.0,1872000000.0,102000000.0,1770000000.0,,1770000000.0,4606000000.0,4606000000.0,2023-09-30
0.0,0.124791,1045000000.0,368000000.0,2130000000.0,1835000000.0,3965000000.0,1045000000.0,1045000000.0,1828000000.0,1823000000.0,0.51,0.51,926000000.0,926000000.0,119000000.0,1045000000.0,1045000000.0,1045000000.0,149000000.0,1194000000.0,0.0,368000000.0,368000000.0,130000000.0,130000000.0,238000000.0,1513000000.0,104000000.0,1409000000.0,,1409000000.0,4459000000.0,4459000000.0,2023-12-31
