treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
221033042.0,54000000.0,1853155833.0,2074188875.0,,37878000000.0,6162000000.0,64712000000.0,15868000000.0,68000000.0,26902000000.0,9706000000.0,57368000000.0,36608000000.0,36608000000.0,-22621000000.0,-22621000000.0,8639000000.0,31066000000.0,27075000000.0,9727000000.0,21000000.0,9706000000.0,515164000000.0,20828000000.0,68000000.0,20760000000.0,17050000000.0,17050000000.0,17050000000.0,97438000000.0,13124000000.0,97438000000.0,97438000000.0,551772000000.0,324507000000.0,173074000000.0,3562000000.0,20740000000.0,8789000000.0,11951000000.0,4608000000.0,-3233000000.0,7841000000.0,472000000.0,274000000.0,2253000000.0,2940000000.0,1693000000.0,209000000.0,71241000000.0,2171000000.0,69070000000.0,147871000000.0,40195000000.0,2022-12-31
255459169.0,54000000.0,1818729706.0,2074188875.0,23465000000.0,72687000000.0,6546000000.0,99783000000.0,15737000000.0,60000000.0,27156000000.0,9191000000.0,56303000000.0,36347000000.0,36347000000.0,-20690000000.0,-20690000000.0,11455000000.0,32144000000.0,27136000000.0,9212000000.0,21000000.0,9191000000.0,499205000000.0,20016000000.0,60000000.0,19956000000.0,52671000000.0,52671000000.0,52671000000.0,87553000000.0,13220000000.0,87553000000.0,87553000000.0,535552000000.0,311245000000.0,169911000000.0,,20610000000.0,8659000000.0,11951000000.0,3716000000.0,,3716000000.0,,,3716000000.0,,,,63187000000.0,,63187000000.0,141334000000.0,49162000000.0,2023-03-31
253803819.0,54000000.0,1820385056.0,2074188875.0,23610000000.0,71313000000.0,7481000000.0,99217000000.0,16672000000.0,52000000.0,27956000000.0,9191000000.0,59577000000.0,37147000000.0,37147000000.0,-20730000000.0,-20730000000.0,11420000000.0,32865000000.0,27220000000.0,9212000000.0,21000000.0,9191000000.0,474358000000.0,22482000000.0,52000000.0,22430000000.0,48831000000.0,48831000000.0,48831000000.0,84795000000.0,13836000000.0,84795000000.0,84795000000.0,511505000000.0,292097000000.0,166328000000.0,,20475000000.0,8524000000.0,11951000000.0,3686000000.0,,,,,,,,,65162000000.0,,65162000000.0,125769000000.0,47651000000.0,2023-06-30
252889055.0,54000000.0,1821299820.0,2074188875.0,30857000000.0,64153000000.0,8252000000.0,92701000000.0,17443000000.0,45000000.0,28593000000.0,9191000000.0,62542000000.0,37784000000.0,37784000000.0,-20752000000.0,-20752000000.0,11398000000.0,33429000000.0,27293000000.0,9212000000.0,21000000.0,9191000000.0,437420000000.0,24803000000.0,45000000.0,24758000000.0,39350000000.0,39350000000.0,39350000000.0,72818000000.0,,72818000000.0,72818000000.0,475204000000.0,265605000000.0,157106000000.0,,20341000000.0,8390000000.0,11951000000.0,3730000000.0,,,,,,,,,69062000000.0,,69062000000.0,108499000000.0,33251000000.0,2023-09-30
250678452.0,54000000.0,1823510423.0,2074188875.0,15659000000.0,59081000000.0,11556000000.0,90763000000.0,20747000000.0,85000000.0,31767000000.0,9191000000.0,67001000000.0,40958000000.0,40958000000.0,-18131000000.0,-18131000000.0,11354000000.0,33901000000.0,27330000000.0,9212000000.0,21000000.0,9191000000.0,452220000000.0,26128000000.0,85000000.0,26043000000.0,32953000000.0,32953000000.0,32953000000.0,84786000000.0,,84786000000.0,84786000000.0,493178000000.0,266719000000.0,155749000000.0,5057000000.0,20211000000.0,8260000000.0,11951000000.0,4320000000.0,-3756000000.0,8076000000.0,411000000.0,213000000.0,2143000000.0,3375000000.0,1720000000.0,214000000.0,73568000000.0,1764000000.0,71804000000.0,105913000000.0,43337000000.0,2023-12-31
