treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,properties,current_assets,other_current_assets,hedging_assets_current,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
10108003.0,288532257.0,298640260.0,2081253000.0,2211898000.0,2935748000.0,5076546000.0,-141779000.0,2935748000.0,71100000.0,2935748000.0,5076546000.0,5656296000.0,2720548000.0,2935748000.0,237226000.0,2698465000.0,57000.0,57000.0,2836296000.0,2230727000.0,3211000.0,4430000.0,4430000.0,2182139000.0,41341000.0,2140798000.0,40947000.0,605569000.0,13654000.0,29759000.0,29759000.0,33897000.0,528259000.0,224354000.0,45627000.0,303905000.0,252462000.0,51443000.0,8492592000.0,8028802000.0,74611000.0,7954191000.0,-2419692000.0,10373883000.0,79965000.0,10293918000.0,463790000.0,20602000.0,100797000.0,282846000.0,18205000.0,58375000.0,206266000.0,59545000.0,59545000.0,2022-12-31
7765067.0,313958894.0,321723961.0,2017323000.0,2119445000.0,3215262000.0,5258178000.0,-238003000.0,3215262000.0,76529000.0,3215262000.0,5258178000.0,5808686000.0,2593424000.0,3215262000.0,323677000.0,2891528000.0,57000.0,57000.0,2914472000.0,2232474000.0,50961000.0,50414000.0,50414000.0,2084486000.0,41570000.0,2042916000.0,46613000.0,681998000.0,27211000.0,34959000.0,34959000.0,14058000.0,605770000.0,203355000.0,33087000.0,402415000.0,266226000.0,136189000.0,8723158000.0,8279163000.0,76306000.0,8202857000.0,-2600676000.0,10803533000.0,86583000.0,10716950000.0,443995000.0,8528000.0,108293000.0,301581000.0,17585000.0,79099000.0,204897000.0,25593000.0,25593000.0,2023-03-31
5799888.0,319646487.0,325446375.0,2041790000.0,2124124000.0,3308723000.0,5368793000.0,-296687000.0,3308723000.0,64054000.0,3308723000.0,5368793000.0,5926010000.0,2617287000.0,3308723000.0,363881000.0,2944785000.0,57000.0,57000.0,3000315000.0,2277591000.0,66396000.0,78685000.0,78685000.0,2087964000.0,27894000.0,2060070000.0,44546000.0,722724000.0,24816000.0,36160000.0,36160000.0,10692000.0,651056000.0,272652000.0,45376000.0,378404000.0,275873000.0,102531000.0,8926325000.0,8500288000.0,104061000.0,8396227000.0,-2811580000.0,11207807000.0,100780000.0,11107027000.0,426037000.0,10396000.0,87737000.0,309624000.0,15653000.0,126513000.0,167458000.0,18280000.0,18280000.0,2023-06-30
3745204.0,350725718.0,354470922.0,2042475000.0,2314600000.0,3654836000.0,5909014000.0,-194821000.0,3654836000.0,60422000.0,3654836000.0,5909014000.0,5966936000.0,2312100000.0,3654836000.0,375933000.0,3278846000.0,57000.0,57000.0,3242862000.0,2482851000.0,74708000.0,83416000.0,83416000.0,2280334000.0,26156000.0,2254178000.0,44393000.0,760011000.0,60386000.0,34266000.0,34266000.0,13191000.0,652168000.0,260572000.0,38447000.0,391596000.0,290144000.0,101452000.0,9209798000.0,8644608000.0,99345000.0,8545263000.0,-3037676000.0,11582939000.0,97717000.0,11485222000.0,565190000.0,11330000.0,2662000.0,339495000.0,19008000.0,106201000.0,214286000.0,211703000.0,211703000.0,2023-09-30
3745204.0,540789758.0,544534962.0,3775491000.0,3910089000.0,6336097000.0,10184878000.0,-591161000.0,6336097000.0,61308000.0,6336097000.0,10184878000.0,9229748000.0,2893651000.0,6336097000.0,569139000.0,5766881000.0,77000.0,77000.0,5735830000.0,4494277000.0,73150000.0,422627000.0,422627000.0,3877083000.0,28302000.0,3848781000.0,121417000.0,1241553000.0,41022000.0,33006000.0,33006000.0,29836000.0,1137689000.0,515686000.0,100882000.0,622003000.0,527470000.0,94533000.0,14965578000.0,14315186000.0,176071000.0,14139115000.0,-3401895000.0,17541010000.0,103006000.0,17438004000.0,650392000.0,25451000.0,70591000.0,481060000.0,357900000.0,123160000.0,,73290000.0,73290000.0,2023-12-31
