free_cash_flow,repurchase_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
256173000.0,-90170000.0,-23738000.0,20290000.0,1036131000.0,868501000.0,3817000.0,163813000.0,-88948000.0,-88948000.0,-1992000.0,3214000.0,0.0,-90170000.0,-90170000.0,-27150000.0,-27150000.0,,-373000.0,2314000.0,-2687000.0,-3039000.0,-3039000.0,-23738000.0,-23738000.0,279911000.0,279911000.0,74645000.0,16161000.0,-44397000.0,12097000.0,-56494000.0,-56494000.0,104519000.0,-1638000.0,-1638000.0,1293000.0,15805000.0,,21188000.0,21188000.0,25339000.0,25339000.0,5929000.0,5929000.0,19410000.0,1488000.0,1488000.0,140153000.0,2022-12-31
193612000.0,-90615000.0,-23231000.0,6801000.0,1149023000.0,1036131000.0,-614000.0,113506000.0,-78318000.0,-78318000.0,-429000.0,12726000.0,0.0,-90615000.0,-90615000.0,-25019000.0,-25019000.0,,-57000.0,1459000.0,-1516000.0,-1731000.0,-1731000.0,-23231000.0,-23231000.0,216843000.0,216843000.0,127598000.0,-15284000.0,-152850000.0,-68647000.0,-84203000.0,-84203000.0,121000000.0,174732000.0,174732000.0,-406000.0,19042000.0,0.0,6486000.0,6486000.0,25845000.0,25845000.0,6234000.0,6234000.0,19611000.0,-3217000.0,1008000.0,41495000.0,2023-03-31
223557000.0,-95076000.0,-16238000.0,10019000.0,1251086000.0,1149023000.0,-3043000.0,105106000.0,-117159000.0,-117159000.0,-24196000.0,2113000.0,,-95076000.0,-95076000.0,-17530000.0,-17530000.0,-1260000.0,2000.0,1071000.0,-1069000.0,-34000.0,-34000.0,-16238000.0,-16238000.0,239795000.0,239795000.0,117423000.0,34342000.0,-92749000.0,-74329000.0,-18420000.0,-18420000.0,110440000.0,65390000.0,65390000.0,24000.0,21511000.0,,2962000.0,2962000.0,23325000.0,23325000.0,5827000.0,5827000.0,17498000.0,11823000.0,11823000.0,62727000.0,2023-06-30
204771000.0,-93865000.0,-18493000.0,7389000.0,1163904000.0,1251086000.0,-7715000.0,-79467000.0,-271110000.0,-271110000.0,-8146000.0,13206000.0,,-93865000.0,-93865000.0,-31621000.0,-31621000.0,,72000.0,1551000.0,-1479000.0,-14460000.0,-14460000.0,-18493000.0,-18493000.0,223264000.0,223264000.0,33752000.0,-22343000.0,120918000.0,14476000.0,106442000.0,106442000.0,35929000.0,-100752000.0,-100752000.0,76000.0,22068000.0,,8146000.0,8146000.0,22319000.0,22319000.0,5682000.0,5682000.0,16637000.0,-214000.0,-214000.0,137117000.0,2023-09-30
432098000.0,-187834000.0,-10854000.0,15369000.0,1412650000.0,1163904000.0,6678000.0,242068000.0,-190206000.0,-190206000.0,-2372000.0,0.0,0.0,-187834000.0,-187834000.0,-10678000.0,-10678000.0,,226000.0,5571000.0,-5345000.0,-50000.0,-50000.0,-10854000.0,-10854000.0,442952000.0,442952000.0,177625000.0,-8301000.0,105750000.0,73389000.0,32361000.0,32361000.0,91600000.0,-11424000.0,-11424000.0,236000.0,20613000.0,,-20623000.0,-20623000.0,19813000.0,19813000.0,5074000.0,5074000.0,14739000.0,604000.0,604000.0,244684000.0,2023-12-31
