tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1085150.916769,0.233366,212388000.0,-4650000.0,-4650000.0,140153000.0,25339000.0,770128000.0,207738000.0,182399000.0,4665000.0,4665000.0,143717849.083231,140153000.0,1087526000.0,176745000.0,162529000.0,161244000.0,0.86,0.87,140153000.0,140153000.0,140153000.0,140153000.0,140153000.0,42663000.0,182816000.0,-4248000.0,402000.0,-5654000.0,0.0,5654000.0,1004000.0,4665000.0,4665000.0,182399000.0,294869000.0,2810000.0,2810000.0,2810000.0,2810000.0,65640000.0,226419000.0,196653000.0,29766000.0,29766000.0,477268000.0,792657000.0,1269925000.0,1269925000.0,2022-12-31
-4619404.452373,0.212484,104531000.0,-21740000.0,-21740000.0,41495000.0,25845000.0,593159000.0,82791000.0,56946000.0,8758000.0,8758000.0,58615595.547627,41495000.0,903131000.0,38844000.0,161524000.0,160073000.0,0.26,0.26,41495000.0,41495000.0,41495000.0,41495000.0,41495000.0,11196000.0,52691000.0,-13013000.0,8727000.0,-18102000.0,0.0,18102000.0,-3638000.0,8758000.0,8758000.0,56946000.0,286918000.0,2791000.0,2791000.0,2791000.0,2791000.0,70630000.0,213497000.0,181060000.0,32437000.0,32437000.0,343864000.0,616213000.0,960077000.0,960077000.0,2023-03-31
-2905132.0,0.167,122637000.0,-17396000.0,-17396000.0,62727000.0,23325000.0,578217000.0,105241000.0,81916000.0,9826000.0,9826000.0,77217868.0,62727000.0,892583000.0,78405000.0,160155000.0,158859000.0,0.39,0.39,62727000.0,62727000.0,62727000.0,62727000.0,62727000.0,12532000.0,75259000.0,-16483000.0,913000.0,-3511000.0,,3511000.0,-13885000.0,9826000.0,9826000.0,81916000.0,293726000.0,2685000.0,2685000.0,2685000.0,2685000.0,70559000.0,220482000.0,179185000.0,41297000.0,41297000.0,375642000.0,598857000.0,974499000.0,974499000.0,2023-06-30
-6154.0,0.181,177204000.0,-34000.0,-34000.0,137117000.0,22319000.0,599385000.0,177170000.0,154851000.0,11856000.0,11856000.0,137144846.0,137117000.0,902157000.0,156639000.0,158934000.0,157911000.0,0.86,0.87,137117000.0,137117000.0,137117000.0,137117000.0,137117000.0,30334000.0,167451000.0,744000.0,778000.0,1788000.0,,-1788000.0,-1822000.0,11856000.0,11856000.0,154851000.0,283771000.0,3318000.0,3318000.0,3318000.0,3318000.0,68559000.0,211894000.0,176356000.0,35538000.0,35538000.0,438622000.0,618386000.0,1057008000.0,1057008000.0,2023-09-30
-104720.0,0.085,243959000.0,-1232000.0,-1232000.0,244684000.0,19813000.0,711156000.0,242727000.0,222914000.0,12826000.0,12826000.0,245811280.0,244684000.0,1032559000.0,222075000.0,157440000.0,155933000.0,1.55,1.57,244684000.0,244684000.0,244684000.0,244684000.0,244684000.0,-9594000.0,235090000.0,-650000.0,582000.0,-839000.0,,839000.0,-393000.0,12826000.0,12826000.0,222914000.0,303866000.0,2276000.0,2276000.0,2276000.0,2276000.0,72704000.0,228886000.0,189175000.0,39711000.0,39711000.0,526780000.0,728693000.0,1255473000.0,1255473000.0,2023-12-31
