treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,trading_securities,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
12470000.0,160636000.0,173106000.0,72991000.0,1734831000.0,2258666000.0,1564292000.0,1734831000.0,72991000.0,2258666000.0,2258666000.0,2258666000.0,2258666000.0,-116968000.0,-4694000.0,-108449000.0,-3825000.0,906606000.0,3136080000.0,116012000.0,30148000.0,30148000.0,1480580000.0,283523000.0,24254000.0,49082000.0,117608000.0,31165000.0,3500000.0,61414000.0,61414000.0,12632000.0,1197057000.0,228859000.0,11577000.0,11577000.0,29999000.0,956621000.0,394747000.0,561874000.0,18398000.0,51988000.0,17839000.0,491488000.0,3739246000.0,977897000.0,15103000.0,27665000.0,190558000.0,190558000.0,32600000.0,,,32600000.0,32600000.0,523835000.0,69364000.0,454471000.0,188136000.0,-378647000.0,566783000.0,,566783000.0,,,,2761349000.0,73407000.0,797695000.0,594897000.0,202798000.0,854116000.0,51681000.0,802435000.0,-318942000.0,1121377000.0,1036131000.0,1036131000.0,2022-12-31
13763000.0,159343000.0,173106000.0,71016000.0,1739777000.0,2257560000.0,1555067000.0,1739777000.0,71016000.0,2257560000.0,2257560000.0,2257560000.0,2257560000.0,-100277000.0,-100277000.0,,,977266000.0,3177575000.0,127380000.0,30148000.0,30148000.0,1303193000.0,253086000.0,24897000.0,32421000.0,106391000.0,31016000.0,2803000.0,58361000.0,58361000.0,12025000.0,1050107000.0,172160000.0,12655000.0,12655000.0,28861000.0,865292000.0,406208000.0,459084000.0,,52116000.0,18788000.0,406968000.0,3560753000.0,955579000.0,15438000.0,,171989000.0,171989000.0,61536000.0,28213000.0,28213000.0,33323000.0,33323000.0,517783000.0,63173000.0,454610000.0,188833000.0,-396855000.0,585688000.0,26399000.0,376481000.0,180013000.0,2795000.0,0.0,2605174000.0,82533000.0,682893000.0,511103000.0,171790000.0,690725000.0,60343000.0,630382000.0,-221194000.0,851576000.0,1149023000.0,1149023000.0,2023-03-31
14484000.0,158622000.0,173106000.0,72974000.0,1714923000.0,2226075000.0,1540461000.0,1714923000.0,72974000.0,2226075000.0,2226075000.0,2226075000.0,2226075000.0,-99528000.0,-99528000.0,,,994581000.0,3240302000.0,49734000.0,30148000.0,30148000.0,1213806000.0,256663000.0,24273000.0,31974000.0,107925000.0,32417000.0,2533000.0,60074000.0,60074000.0,,957143000.0,165857000.0,12900000.0,12900000.0,,778386000.0,353820000.0,424566000.0,,37967000.0,18901000.0,386599000.0,3439881000.0,942277000.0,5775000.0,29884000.0,172925000.0,172925000.0,31272000.0,,,31272000.0,31272000.0,511152000.0,57230000.0,453922000.0,191269000.0,-384165000.0,575434000.0,,575434000.0,,,,2497604000.0,69640000.0,572344000.0,435423000.0,136921000.0,604534000.0,41932000.0,562602000.0,-221887000.0,784489000.0,1251086000.0,1251086000.0,2023-06-30
16029000.0,157077000.0,173106000.0,73772000.0,1557783000.0,2077265000.0,1405277000.0,1557783000.0,73772000.0,2077265000.0,2077265000.0,2077265000.0,2077265000.0,-106946000.0,-106946000.0,,,1083468000.0,3190220000.0,47311000.0,30148000.0,30148000.0,1347765000.0,260818000.0,25595000.0,30241000.0,114235000.0,31074000.0,2528000.0,59673000.0,59673000.0,,1086947000.0,181208000.0,14099000.0,14099000.0,,891640000.0,349901000.0,541739000.0,,48834000.0,26354000.0,492905000.0,3425030000.0,932806000.0,6331000.0,28546000.0,163053000.0,163053000.0,31544000.0,,,31544000.0,31544000.0,519482000.0,58081000.0,461401000.0,183850000.0,-388854000.0,572704000.0,,572704000.0,,,,2492224000.0,86831000.0,532943000.0,440860000.0,92083000.0,708546000.0,51651000.0,656895000.0,-225712000.0,882607000.0,1163904000.0,1163904000.0,2023-09-30
18108000.0,154998000.0,173106000.0,77715000.0,1672399000.0,2190101000.0,1495020000.0,1672399000.0,77715000.0,2190101000.0,2190101000.0,2190101000.0,2190101000.0,-84529000.0,-84529000.0,,,1251314000.0,3434904000.0,60892000.0,30148000.0,30148000.0,1469838000.0,268415000.0,29045000.0,32212000.0,111924000.0,32434000.0,2529000.0,62800000.0,62800000.0,,1201423000.0,189185000.0,14915000.0,14915000.0,,997323000.0,403451000.0,593872000.0,,65884000.0,28136000.0,527988000.0,3659939000.0,963496000.0,6517000.0,29905000.0,197460000.0,197460000.0,30991000.0,,,30991000.0,30991000.0,517702000.0,53724000.0,463978000.0,180921000.0,-378794000.0,559715000.0,,559715000.0,,,,2696443000.0,94834000.0,447262000.0,375293000.0,71969000.0,741697000.0,55920000.0,685777000.0,-284772000.0,970549000.0,1412650000.0,1412650000.0,2023-12-31
