free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date,asset_impairment_charge
2866000000.0,-2002000000.0,-4754000000.0,5745000000.0,-708000000.0,6854000000.0,6710000000.0,53000000.0,91000000.0,-2993000000.0,-2993000000.0,,249000000.0,-2231000000.0,-2002000000.0,-2002000000.0,991000000.0,991000000.0,-4754000000.0,5745000000.0,0.0,0.0,,-490000000.0,-490000000.0,292000000.0,-74000000.0,-74000000.0,-708000000.0,3574000000.0,3574000000.0,-1075000000.0,-81000000.0,-1318000000.0,-1318000000.0,-1318000000.0,238000000.0,86000000.0,86000000.0,162000000.0,145000000.0,-268000000.0,-268000000.0,653000000.0,653000000.0,-2000000.0,3959000000.0,2022-12-31,
3133000000.0,-1351000000.0,-4502000000.0,5900000000.0,-730000000.0,7596000000.0,6854000000.0,12000000.0,730000000.0,-1753000000.0,-1753000000.0,,424000000.0,-2224000000.0,-1351000000.0,-1351000000.0,1398000000.0,-1171000000.0,-4502000000.0,3331000000.0,2569000000.0,0.0,2569000000.0,-1380000000.0,-1380000000.0,-12000000.0,-638000000.0,-638000000.0,-730000000.0,3863000000.0,3863000000.0,-585000000.0,-304000000.0,-786000000.0,-786000000.0,-786000000.0,152000000.0,353000000.0,353000000.0,139000000.0,156000000.0,38000000.0,38000000.0,692000000.0,692000000.0,-1000000.0,3424000000.0,2023-03-31,
4607000000.0,0.0,-6830000000.0,4818000000.0,-734000000.0,8246000000.0,7596000000.0,0.0,650000000.0,-3893000000.0,-3893000000.0,,408000000.0,-2289000000.0,0.0,0.0,-2012000000.0,-3439000000.0,-6829000000.0,3390000000.0,1427000000.0,-1000000.0,1428000000.0,-798000000.0,-798000000.0,-13000000.0,-51000000.0,-51000000.0,-734000000.0,5341000000.0,5341000000.0,1032000000.0,-268000000.0,922000000.0,922000000.0,922000000.0,384000000.0,-6000000.0,-6000000.0,201000000.0,139000000.0,-93000000.0,-93000000.0,706000000.0,706000000.0,-36000000.0,3392000000.0,2023-06-30,
3979000000.0,-1500000000.0,-2910000000.0,4351000000.0,-925000000.0,9733000000.0,8246000000.0,-156000000.0,1643000000.0,-2038000000.0,-2037000000.0,-1000000.0,312000000.0,-2290000000.0,-1500000000.0,-1500000000.0,1441000000.0,2445000000.0,-1906000000.0,4351000000.0,-1004000000.0,-1004000000.0,,-1222000000.0,-1222000000.0,-297000000.0,0.0,0.0,-925000000.0,4904000000.0,4904000000.0,-786000000.0,-671000000.0,857000000.0,857000000.0,857000000.0,-142000000.0,-830000000.0,-830000000.0,208000000.0,125000000.0,102000000.0,102000000.0,702000000.0,702000000.0,-3000000.0,4556000000.0,2023-09-30,
4283000000.0,-1003000000.0,-5287000000.0,2441000000.0,-817000000.0,7890000000.0,9733000000.0,107000000.0,-1950000000.0,-6049000000.0,-6052000000.0,3000000.0,85000000.0,-2288000000.0,-1003000000.0,-1003000000.0,-2846000000.0,-1769000000.0,-3956000000.0,2187000000.0,-1077000000.0,-1331000000.0,,-1002000000.0,-1001000000.0,-185000000.0,0.0,0.0,-817000000.0,5100000000.0,5100000000.0,-487000000.0,-33000000.0,-555000000.0,-555000000.0,-555000000.0,110000000.0,-9000000.0,-9000000.0,138000000.0,150000000.0,-256000000.0,-256000000.0,721000000.0,721000000.0,0.0,3493000000.0,2023-12-31,
3291000000.0,-987000000.0,-1661000000.0,98000000.0,-797000000.0,6828000000.0,7890000000.0,-119000000.0,-943000000.0,-4269000000.0,-4267000000.0,,568000000.0,-2285000000.0,-987000000.0,-987000000.0,-1563000000.0,-2907000000.0,-1661000000.0,-1246000000.0,1344000000.0,0.0,1344000000.0,-762000000.0,-763000000.0,56000000.0,-21000000.0,-21000000.0,-797000000.0,4088000000.0,4089000000.0,-606000000.0,-492000000.0,-246000000.0,-246000000.0,-246000000.0,-15000000.0,147000000.0,147000000.0,143000000.0,158000000.0,-52000000.0,-52000000.0,712000000.0,712000000.0,-48000000.0,3781000000.0,2024-03-31,0.0
