preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,total_partnership_capital,general_partnership_capital,limited_partnership_capital,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,financial_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,raw_materials,receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
67800000.0,3094445367.0,3094445367.0,48005000000.0,49105000000.0,25044000000.0,81287000000.0,1713000000.0,-7981000000.0,843000000.0,33025000000.0,81285000000.0,41152000000.0,8127000000.0,0.0,16000000.0,33025000000.0,-2000000.0,33011000000.0,64491000000.0,54123000000.0,1341000000.0,23000000.0,3701000000.0,3701000000.0,49058000000.0,798000000.0,48260000000.0,10368000000.0,23000000.0,490000000.0,490000000.0,47000000.0,45000000.0,2000000.0,2000000.0,9808000000.0,2096000000.0,559000000.0,7712000000.0,224000000.0,17000000.0,519000000.0,6952000000.0,105643000000.0,93562000000.0,800000000.0,129000000.0,140000000.0,,2893000000.0,2893000000.0,7981000000.0,5415000000.0,2566000000.0,81619000000.0,-25685000000.0,107304000000.0,2405000000.0,92652000000.0,7274000000.0,3546000000.0,1427000000.0,0.0,12081000000.0,,10000000.0,726000000.0,2461000000.0,2048000000.0,413000000.0,8627000000.0,93000000.0,68000000.0,8466000000.0,257000000.0,257000000.0,2022-12-31,
,3096700000.0,3096700000.0,46901000000.0,48067000000.0,25260000000.0,80379000000.0,1208000000.0,-7888000000.0,836000000.0,33148000000.0,80377000000.0,41163000000.0,8015000000.0,0.0,13000000.0,33148000000.0,-2000000.0,33137000000.0,63358000000.0,53196000000.0,1374000000.0,43000000.0,3759000000.0,3759000000.0,48020000000.0,791000000.0,47229000000.0,10162000000.0,4000000.0,,,47000000.0,45000000.0,2000000.0,2000000.0,10111000000.0,3168000000.0,,6943000000.0,,9000000.0,,6934000000.0,104521000000.0,93151000000.0,1585000000.0,,,,2861000000.0,2861000000.0,7888000000.0,5322000000.0,2566000000.0,80817000000.0,-26639000000.0,107456000000.0,,107456000000.0,,,,,11370000000.0,546000000.0,6000000.0,,2047000000.0,1603000000.0,444000000.0,8441000000.0,108000000.0,64000000.0,8269000000.0,330000000.0,330000000.0,2023-03-31,
,3143200000.0,3143200000.0,47801000000.0,48962000000.0,25686000000.0,81682000000.0,-2415000000.0,-7865000000.0,831000000.0,33551000000.0,78223000000.0,41457000000.0,7906000000.0,0.0,24000000.0,33551000000.0,-2000000.0,33529000000.0,63675000000.0,50662000000.0,1342000000.0,23000000.0,3839000000.0,3839000000.0,45458000000.0,786000000.0,44672000000.0,13013000000.0,7000000.0,,,3504000000.0,45000000.0,3459000000.0,3459000000.0,9502000000.0,3323000000.0,,6179000000.0,,10000000.0,,6169000000.0,105132000000.0,94534000000.0,1684000000.0,,,3000000.0,3007000000.0,3007000000.0,7865000000.0,5301000000.0,2564000000.0,81975000000.0,-27569000000.0,109544000000.0,,109544000000.0,,,,,10598000000.0,517000000.0,15000000.0,,2271000000.0,1801000000.0,470000000.0,7465000000.0,89000000.0,82000000.0,7294000000.0,330000000.0,330000000.0,2023-06-30,
,3145100000.0,3145100000.0,47567000000.0,48901000000.0,25356000000.0,81205000000.0,668000000.0,-7768000000.0,820000000.0,33124000000.0,80199000000.0,41059000000.0,7935000000.0,0.0,29000000.0,33124000000.0,-2000000.0,33097000000.0,66512000000.0,53757000000.0,2016000000.0,0.0,3891000000.0,3891000000.0,47850000000.0,775000000.0,47075000000.0,12755000000.0,4000000.0,,,1051000000.0,45000000.0,1006000000.0,1006000000.0,11700000000.0,3696000000.0,,8004000000.0,,7000000.0,,7997000000.0,107571000000.0,94148000000.0,1690000000.0,,,4000000.0,2993000000.0,2993000000.0,7768000000.0,5204000000.0,2564000000.0,81693000000.0,-28538000000.0,110231000000.0,,110231000000.0,,,,,13423000000.0,508000000.0,14000000.0,,2590000000.0,2120000000.0,470000000.0,9797000000.0,101000000.0,84000000.0,9612000000.0,514000000.0,514000000.0,2023-09-30,
,3367525806.0,3367525806.0,52227000000.0,53222000000.0,26424000000.0,89070000000.0,1156000000.0,-10258000000.0,834000000.0,36682000000.0,88062000000.0,44717000000.0,8035000000.0,0.0,28000000.0,36682000000.0,-2000000.0,36656000000.0,68981000000.0,57704000000.0,1611000000.0,4000000.0,3931000000.0,3931000000.0,52158000000.0,778000000.0,51380000000.0,11277000000.0,683000000.0,552000000.0,552000000.0,1064000000.0,56000000.0,1008000000.0,1008000000.0,8978000000.0,1485000000.0,637000000.0,7493000000.0,163000000.0,,646000000.0,6684000000.0,113698000000.0,101265000000.0,1440000000.0,145000000.0,148000000.0,,3097000000.0,3097000000.0,10258000000.0,6239000000.0,4019000000.0,86177000000.0,-29581000000.0,115758000000.0,2315000000.0,100088000000.0,7978000000.0,3848000000.0,1529000000.0,,12433000000.0,308000000.0,66000000.0,205000000.0,2478000000.0,1916000000.0,562000000.0,9215000000.0,,67000000.0,9148000000.0,161000000.0,161000000.0,2023-12-31,0.0
