treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
55100000.0,267300000.0,322400000.0,2378000000.0,3935000000.0,481000000.0,8109000000.0,1987000000.0,481000000.0,1279000000.0,5453000000.0,8075000000.0,5491000000.0,38000000.0,5453000000.0,-323000000.0,-323000000.0,2389000000.0,6656000000.0,1506000000.0,3000000.0,3000000.0,6547000000.0,4276000000.0,283000000.0,280000000.0,280000000.0,3713000000.0,1091000000.0,2622000000.0,2271000000.0,89000000.0,222000000.0,188000000.0,34000000.0,34000000.0,109000000.0,1851000000.0,512000000.0,1339000000.0,1339000000.0,12038000000.0,7780000000.0,204000000.0,141000000.0,141000000.0,4972000000.0,653000000.0,4319000000.0,2463000000.0,-1049000000.0,3512000000.0,398000000.0,52000000.0,1334000000.0,1102000000.0,409000000.0,217000000.0,0.0,4258000000.0,230000000.0,,2752000000.0,2752000000.0,46000000.0,998000000.0,998000000.0,-54000000.0,1052000000.0,278000000.0,278000000.0,2022-12-31
55200000.0,267600000.0,322800000.0,2386000000.0,4029000000.0,674000000.0,8419000000.0,2211000000.0,674000000.0,1301000000.0,5691000000.0,8375000000.0,5729000000.0,38000000.0,5691000000.0,-280000000.0,-280000000.0,2394000000.0,6852000000.0,1510000000.0,3000000.0,3000000.0,6779000000.0,4367000000.0,289000000.0,283000000.0,283000000.0,3795000000.0,1111000000.0,2684000000.0,2412000000.0,150000000.0,234000000.0,190000000.0,44000000.0,44000000.0,119000000.0,1909000000.0,538000000.0,1371000000.0,1371000000.0,12508000000.0,7885000000.0,198000000.0,156000000.0,156000000.0,5017000000.0,651000000.0,4366000000.0,2514000000.0,,2514000000.0,,,2514000000.0,,,,,4623000000.0,291000000.0,,2733000000.0,2733000000.0,50000000.0,1257000000.0,1257000000.0,-58000000.0,1315000000.0,342000000.0,342000000.0,2023-03-31
55200000.0,267700000.0,322900000.0,2096000000.0,5330000000.0,905000000.0,9953000000.0,3128000000.0,905000000.0,1330000000.0,5953000000.0,9374000000.0,5992000000.0,39000000.0,5953000000.0,-235000000.0,-235000000.0,2394000000.0,7059000000.0,1520000000.0,3000000.0,3000000.0,8163000000.0,5135000000.0,283000000.0,300000000.0,300000000.0,4552000000.0,1131000000.0,3421000000.0,3028000000.0,112000000.0,778000000.0,199000000.0,579000000.0,579000000.0,120000000.0,2018000000.0,543000000.0,1475000000.0,1475000000.0,14155000000.0,7999000000.0,221000000.0,155000000.0,155000000.0,5048000000.0,648000000.0,4400000000.0,2575000000.0,,2575000000.0,,,2575000000.0,,,,,6156000000.0,314000000.0,,2681000000.0,2681000000.0,,1257000000.0,1257000000.0,-52000000.0,1309000000.0,1904000000.0,1904000000.0,2023-06-30
55200000.0,267900000.0,323100000.0,3936000000.0,5691000000.0,-766000000.0,10295000000.0,1727000000.0,-766000000.0,1354000000.0,5958000000.0,9721000000.0,5997000000.0,39000000.0,5958000000.0,-372000000.0,-372000000.0,2394000000.0,7194000000.0,1527000000.0,3000000.0,3000000.0,9171000000.0,5612000000.0,289000000.0,416000000.0,416000000.0,4907000000.0,1144000000.0,3763000000.0,3559000000.0,321000000.0,784000000.0,210000000.0,574000000.0,574000000.0,124000000.0,2330000000.0,607000000.0,1723000000.0,1723000000.0,15168000000.0,9882000000.0,265000000.0,158000000.0,158000000.0,6724000000.0,1176000000.0,5548000000.0,2735000000.0,,2735000000.0,,,2735000000.0,,,,,5286000000.0,275000000.0,311000000.0,2998000000.0,2998000000.0,,1301000000.0,1301000000.0,-57000000.0,1358000000.0,401000000.0,401000000.0,2023-09-30
55900000.0,267200000.0,323100000.0,3952000000.0,5638000000.0,-746000000.0,10418000000.0,1550000000.0,-746000000.0,1387000000.0,6167000000.0,9822000000.0,6181000000.0,14000000.0,6167000000.0,-240000000.0,-240000000.0,2424000000.0,7290000000.0,1538000000.0,3000000.0,3000000.0,8898000000.0,5580000000.0,314000000.0,448000000.0,448000000.0,4818000000.0,1163000000.0,3655000000.0,3318000000.0,149000000.0,820000000.0,224000000.0,596000000.0,596000000.0,132000000.0,2217000000.0,569000000.0,1648000000.0,1648000000.0,15079000000.0,10211000000.0,287000000.0,159000000.0,159000000.0,6913000000.0,1313000000.0,5600000000.0,2852000000.0,-1173000000.0,4025000000.0,457000000.0,132000000.0,1477000000.0,1226000000.0,473000000.0,260000000.0,0.0,4868000000.0,283000000.0,,3121000000.0,3121000000.0,,1165000000.0,1165000000.0,-61000000.0,1226000000.0,299000000.0,299000000.0,2023-12-31
56500000.0,266606602.0,323106602.0,3905000000.0,5613000000.0,-638000000.0,10408000000.0,2143000000.0,-638000000.0,1364000000.0,6159000000.0,10320000000.0,6173000000.0,14000000.0,6159000000.0,-298000000.0,-298000000.0,2454000000.0,7367000000.0,1541000000.0,3000000.0,3000000.0,9097000000.0,6038000000.0,313000000.0,426000000.0,426000000.0,5299000000.0,1138000000.0,4161000000.0,3059000000.0,172000000.0,314000000.0,226000000.0,88000000.0,88000000.0,137000000.0,2436000000.0,596000000.0,1840000000.0,1840000000.0,15270000000.0,10068000000.0,301000000.0,163000000.0,163000000.0,6797000000.0,1271000000.0,5526000000.0,2807000000.0,,2807000000.0,,,2807000000.0,,,,,5202000000.0,343000000.0,,3123000000.0,3123000000.0,,1392000000.0,1392000000.0,-58000000.0,1450000000.0,344000000.0,344000000.0,2024-03-31
